IMPAQ_ID,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,id,match,found_pic
497,WEBB STORE,30774 MCCORMACK RIDGE RD.,,LAPWAI,ID,83540,46.342191,-116.829177,"30774 MCCORMACK RIDGE RD.  LAPWAI, ID 83540",Original,497,497,Manually Verify Pic,1
498,NORTHWEST DUTY FREE STORES,27 IDAHO RD,,BONNERS FERRY,ID,83805,48.998737,-116.49723,"27 IDAHO RD  BONNERS FERRY, ID 83805",Census,498,498,Active,
499,NORTHWEST DUTY FREE STORES,537464 HWY 95 N,,BONNERS FERRY,ID,83805,49.0001218,-116.18175,"537464 HWY 95 N  BONNERS FERRY, ID 83805",Google,499,499,Active,
500,OROFINO SMOKE SHOP,10446 HIGHWAY 12,,OROFINO,ID,83544,46.493909,-116.287777,"10446 HIGHWAY 12  OROFINO, ID 83544",Original,500,500,Active,
501,POWERS CANDY CO. INC.,1155 WILSON AVE,,POCATELLO,ID,83201,42.895996,-112.453576,"1155 WILSON AVE  POCATELLO, ID 83201",Original,501,501,Active,
502,SHAVER INDUSTRIAL INC.,448 UNIVERSITY DR,,POCATELLO,ID,83201,42.872507,-112.4253,"448 UNIVERSITY DR  POCATELLO, ID 83201",Original,502,502,Active,
503,BestAve Vapor,405 E BEST AVE,Suite 103,COEUR D ALENE,ID,83814,47.700775,-116.78043,"405 E BEST AVE Suite 103 COEUR D ALENE, ID 83814",Original,503,503,Manually Verify Pic,1
504,SMOKERS EXPRESS LLC,1506 NORTHWEST BLVD,,COEUR D ALENE,ID,83814,47.688889,-116.798422,"1506 NORTHWEST BLVD  COEUR D ALENE, ID 83814",Original,504,504,Manually Verify Pic,1
505,THE SMOKE SHOP INC,1919 MAIN AVE,,SAINT MARIES,ID,83861,47.316014,-116.580857,"1919 MAIN AVE  SAINT MARIES, ID 83861",Original,505,505,Active,
506,THUNDERBIRD,621 BRYDEN AVE,,LEWISTON,ID,83501,46.380552,-116.998429,"621 BRYDEN AVE  LEWISTON, ID 83501",Original,506,506,Manually Verify Pic,1
507,Big Smoke ,213 W APPLEWAY AVE STE 1,,COEUR D ALENE,ID,83814,47.700756,-116.787486,"213 W APPLEWAY AVE STE 1  COEUR D ALENE, ID 83814",Original,507,507,Active,
508,SAC & FOX CASINO,1322 U.S. HWY. 75,,POWHATTAN,KS,66527,39.70048,-95.72824,"1322 U.S. HWY. 75  POWHATTAN, KS 66527",Original,508,508,Active,
509,SAC & FOX TRAD'N POST,305 N. MAIN ST.,,RESERVE,KS,66434,39.925062,-95.560105,"305 N. MAIN ST.  RESERVE, KS 66434",Original,509,509,Active,
510,SAC & FOX TRUCK STOP,1346 U.S. 75,,POWHATTAN,KS,66527,39.703448,-95.7301,"1346 U.S. 75  POWHATTAN, KS 66527",Original,510,510,Active,
511,CASINO WHITE CLOUD,777 JACKPOT DR.,,WHITE CLOUD,KS,66094,39.33969,-101.7056,"777 JACKPOT DR.  WHITE CLOUD, KS 66094",Original,511,511,Active,
512,GRANDVIEW OIL,2334 330TH ST.,,WHITE CLOUD,KS,66094,39.987322,-95.364842,"2334 330TH ST.  WHITE CLOUD, KS 66094",Original,512,512,Active,
513,GOLDEN EAGLE CASINO,1121 GOLDFINCH RD.,,HORTON,KS,66439,39.670459,-95.639146,"1121 GOLDFINCH RD.  HORTON, KS 66439",Original,513,513,Active,
514,KICKAPOO TRIBE TRADING POST,898 20TH HWY.  #K,,HORTON,KS,66439,39.66778,-95.63933,"898 20TH HWY.  #K  HORTON, KS 66439",Original,514,514,Active,
515,PBP NATION STATION,12285 150TH RD.,,MAYETTA,KS,66509,39.31817,-95.750462,"12285 150TH RD.  MAYETTA, KS 66509",Original,515,515,Active,
516,PRAIRIE BAND CASINO AND RESORT,12305 150TH RD.,,MAYETTA,KS,66509,39.318109,-95.751285,"12305 150TH RD.  MAYETTA, KS 66509",Original,516,516,Manually Verify Pic,1
517,PRAIRIE BAND ONE STOP,19075 U.S. HWY. 75,,HOLTON,KS,66436,38.99296,-94.70519,"19075 U.S. HWY. 75  HOLTON, KS 66436",Original,517,517,Active,
518,CHITIMACHA TRADING POST,116 CHITIMACHA LOOP,,CHARENTON,LA,70523,29.8872403,-91.5284302,"116 CHITIMACHA LOOP  CHARENTON, LA 70523",Google,518,518,Active,
519,FEATHER FUEL AT COUSHATTA,121 PANTHER TRAIL DRIVE,,KINDER,LA,70648,30.548619,-92.8120919,"121 PANTHER TRAIL DRIVE  KINDER, LA 70648",Google,519,519,Manually Verify Pic,1
520,RAINTREE MARKET INC,17750 HWY 182,,BALDWIN,LA,70514,29.84821051,-91.5557783,"17750 HWY 182  BALDWIN, LA 70514",Original,520,520,Active,
521,PARAGON CASINO RESORT GIFT SHOP,711 PARAGON PLACE,,MARKSVILLE,LA,71351,31.1065037,-92.0603608,"711 PARAGON PLACE  MARKSVILLE, LA 71351",Google,521,521,Active,
522,JENA CHOCTAW PINES CASINO,21160 HWY 167,,DRY PRONG,LA,71423,31.44175326,-92.48663114,"21160 HWY 167  DRY PRONG, LA 71423",Original,522,522,Active,
523,COUSHATTA CASINO RESORT,777 COUSHATTA DR.,,KINDER,LA,70648,30.544897,-92.8122,"777 COUSHATTA DR.  KINDER, LA 70648",Original,523,523,Active,
524,CHITIMACHA TRADING POST,585 RALPH DARDEN MEMORIAL PKWY.,,CHARENTON,LA,70523,29.86858,-91.54196,"585 RALPH DARDEN MEMORIAL PKWY.  CHARENTON, LA 70523",Original,524,524,Active,
525,CYPRESS BAYOU CASINO & HOTEL,832 MARTIN LUTHER KING RD.,,CHARENTON,LA,70523,29.87139,-91.53853,"832 MARTIN LUTHER KING RD.  CHARENTON, LA 70523",Original,525,525,Active,
526,JENA CHOCTAW PINES CASINO,149 CHAHTA TRAILS HWY. 167,,DRY PRONG,LA,71423,31.43912,-92.49411,"149 CHAHTA TRAILS HWY. 167  DRY PRONG, LA 71423",Original,526,526,Active,
527,TUNICA-BILOXI EAGLE FUELS,HWY. 1,,MARKSVILLE,LA,71351,31.1245849,-92.070178,"HWY. 1  MARKSVILLE, LA 71351",Google,527,527,Manually Verify Pic,1
528,BAY MART / SUNOCO,10001 WEST LAKE SHORE DRIVE,,BRIMLEY,MI,49715,46.41124278,-84.57244263,"10001 WEST LAKE SHORE DRIVE  BRIMLEY, MI 49715",Original,528,528,Active,
529,MIDJIM,2205 SHUNK,,SAULT STE MARIE,MI,49783,46.47501368,-84.32171172,"2205 SHUNK  SAULT STE MARIE, MI 49783",Original,529,529,Manually Verify Pic,1
530,MIDJIM,3045 MACKINAC TRAIL,,ST IGNACE,MI,49781,45.92639138,-84.73623616,"3045 MACKINAC TRAIL  ST IGNACE, MI 49781",Original,530,530,Manually Verify Pic,1
531,EAGLE TOWN MARKET,2536 NW. BAY SHORE DR.,,SUTTONS BAY,MI,49682,45.01816,-85.6056,"2536 NW. BAY SHORE DR.  SUTTONS BAY, MI 49682",Original,531,531,Manually Verify Pic,1
532,GRAND TRAVERSE RESORT AND SPA,100 GRAND TRAVERSE VILLAGE BLVD.,,ACME,MI,49610,44.779968,-85.487043,"100 GRAND TRAVERSE VILLAGE BLVD.  ACME, MI 49610",Original,532,532,Active,
533,THE LEELANAU SANDS CASINO,2521 N. WEST BAY SHORE DR.,,SUTTONS BAY,MI,49682,45.01775,-85.606508,"2521 N. WEST BAY SHORE DR.  SUTTONS BAY, MI 49682",Original,533,533,Active,
534,TURTLE CREEK CASINO,7741 M-72 E.,,WILLIAMSBURG,MI,49690,44.772704,-85.419554,"7741 M-72 E.  WILLIAMSBURG, MI 49690",Original,534,534,Active,
535,ISLAND OASIS CONVENIENCE STORE,W 365 US 241,,WILSON,MI,49836,45.70393,-87.34676,"W 365 US 241  WILSON, MI 49836",Original,535,535,Active,
536,ADVANCED OFFICE TECHNOLOGIES,12061 W LAKESHORE DR.,,BRIMELY,MI,49715,46.448806,-84.598741,"12061 W LAKESHORE DR.  BRIMELY, MI 49715",Original,536,536,Manually Verify Pic,1
537,BAY MILLS RESORT & CASINO,11386 W LAKESHORE DR.,,BRIMLEY,MI,49715,46.422704,-84.603602,"11386 W LAKESHORE DR.  BRIMLEY, MI 49715",Original,537,537,Manually Verify Pic,1
538,KINGS CLUB CASINO,12140 W LAKESHORE DR.,,BRIMLEY,MI,49715,46.452022,-84.602601,"12140 W LAKESHORE DR.  BRIMLEY, MI 49715",Original,538,538,Active,
539,CARDINAL PHARMACY,2410 S. LEATON RD.,,MT. PLEASANT,MI,48858,43.607822,-84.707852,"2410 S. LEATON RD.  MT. PLEASANT, MI 48858",Original,539,539,Active,
540,EAGLE BAY MARINA,1893 SAGATOO RD.,,STANDISH,MI,48658,43.954067,-83.883937,"1893 SAGATOO RD.  STANDISH, MI 48658",Original,540,540,Active,
541,ISABELLA SAGAMOK SHELL,2428 S. LEATON RD.,,MT. PLEASANT,MI,48858,43.605412,-84.707733,"2428 S. LEATON RD.  MT. PLEASANT, MI 48858",Original,541,541,Closed,
542,SAGANING EAGLES LANDING CASINO,2690 WORTH RD.,,STANDISH,MI,48658,43.925087,-83.914207,"2690 WORTH RD.  STANDISH, MI 48658",Original,542,542,Active,
543,SAGANING SAGAMOK SHELL,5537 S. HURON RD.,,PINCONNING,MI,48650,43.924212,-83.966416,"5537 S. HURON RD.  PINCONNING, MI 48650",Original,543,543,Closed,
544,SOARING EAGLE CASINO AND RESORT,6800 SOARING EAGLE BLVD.,,MT. PLEASANT,MI,48858,43.609361,-84.710262,"6800 SOARING EAGLE BLVD.  MT. PLEASANT, MI 48858",Original,544,544,Not Validated,0
545,SOARING EAGLE HIDEAWAY RV PARK,5514 E. AIRPORT RD.,,MT. PLEASANT,MI,48858,43.618603,-84.73439,"5514 E. AIRPORT RD.  MT. PLEASANT, MI 48858",Original,545,545,Active,
546,SOARING EAGLE WATERPARK AND HOTEL,5665 E. PICKARD RD.,,MT. PLEASANT,MI,48858,43.61155,-84.73518,"5665 E. PICKARD RD.  MT. PLEASANT, MI 48858",Original,546,546,Active,
547,KEWADIN CASINO - CHRISTMAS       ,N7761 CANDY CANE LANE,,CHRISTMAS,MI,49862,46.435685,-86.704736,"N7761 CANDY CANE LANE  CHRISTMAS, MI 49862",Original,547,547,Not Validated,0
548,KEWADIN CASINO - HESSEL       ,3 MILE RD.,,HESSEL,MI,49745,46.06998,-84.42562,"3 MILE RD.  HESSEL, MI 49745",Original,548,548,Active,
549,KEWADIN CASINO - MANISTIQUE       ,5630W US HWY 2,,MANISTIQUE,MI,49854,45.96877,-86.15749,"5630W US HWY 2  MANISTIQUE, MI 49854",Original,549,549,Active,
550,KEWADIN CASINO - SAULT STE. MARIE       ,2186 SHUNK RD.,,SAULT STE. MARIE,MI,49783,46.474973,-84.321867,"2186 SHUNK RD.  SAULT STE. MARIE, MI 49783",Original,550,550,Manually Verify Pic,1
551,KEWADIN CASINO - ST. IGNACE,3015 MACKINAC TRAIL,,ST. IGNACE,MI,49781,45.916418,-84.737831,"3015 MACKINAC TRAIL  ST. IGNACE, MI 49781",Original,551,551,Not Validated,0
552,MID JIM CONVENIENCE STORE,3045 MACKINAC TRL.,,ST. IGNACE,MI,49781,45.929048,-84.73839,"3045 MACKINAC TRL.  ST. IGNACE, MI 49781",Original,552,552,Manually Verify Pic,1
553,ISLAND RESORT CASINO,W 399 HWY. 2 & 41,,HARRIS,MI,49845,45.70292,-87.33993,"W 399 HWY. 2 & 41  HARRIS, MI 49845",Original,553,553,Not Validated,0
554,OJIBWA CASINO-BARAGA,16449 MI AVE.,,BARAGA,MI,49908,46.779328,-88.508431,"16449 MI AVE.  BARAGA, MI 49908",Original,554,554,Active,
555,OJIBWA CASINO-MARQUETTE,105 ACRE TRL.,,MARQUETTE,MI,49855,46.479727,-87.242651,"105 ACRE TRL.  MARQUETTE, MI 49855",Original,555,555,Manually Verify Pic,1
556,PINES CONVENIENCE CENTER AND SMOKE SHOP,15851 US HWY. 41 N,,BARAGA,MI,49908,46.791442,-88.473933,"15851 US HWY. 41 N  BARAGA, MI 49908",Original,556,556,Active,
557,LAC VIEUX DESERT BP MART,5382 US 45,,WATERSMEET,MI,49969,46.28896,-89.17842,"5382 US 45  WATERSMEET, MI 49969",Original,557,557,Active,
558,LAC VIEUX DESERT GOLF COURSE,N 5384 US 45,,WATERSMEET,MI,49969,46.290328,-89.178475,"N 5384 US 45  WATERSMEET, MI 49969",Original,558,558,Active,
559,LAC VIEUX DESERT RESORT CASINO,N5384 US 45,,WATERSMEET,MI,49969,46.290328,-89.178475,"N5384 US 45  WATERSMEET, MI 49969",Original,559,559,Not Validated,0
560,LITTLE RIVER CASINO RESORT,2700 ORCHARD HWY.,,MANISTEE,MI,49660,44.284994,-86.242867,"2700 ORCHARD HWY.  MANISTEE, MI 49660",Original,560,560,Active,
561,LITTLE RIVER TRADING POST,2596 LOON DR.,,MANISTEE,MI,49660,44.284447,-86.242351,"2596 LOON DR.  MANISTEE, MI 49660",Original,561,561,Manually Verify Pic,1
562,MILLER'S NORTHWOOD MARKET,12467 NORTHWOOD HWY.,,ONEKAMA,MI,49675,44.42243,-86.2223,"12467 NORTHWOOD HWY.  ONEKAMA, MI 49675",Original,562,562,Active,
563,LTBB BIIDINGEN,2169 N US HWY. 31,,PETOSKEY,MI,49770,45.40099,-84.881054,"2169 N US HWY. 31  PETOSKEY, MI 49770",Original,563,563,Manually Verify Pic,1
564,ODAWA CASINO RESORT,1760 LEARS RD.,,PETOSKEY,MI,49770,45.353322,-84.977655,"1760 LEARS RD.  PETOSKEY, MI 49770",Original,564,564,Active,
565,GUN LAKE CASINO,1123 129TH AVE.,,WAYLAND,MI,49348,42.630406,-85.657703,"1123 129TH AVE.  WAYLAND, MI 49348",Original,565,565,Active,
566,BOK HOMA CASINO,1 CHOCTAW RD.,,HEIDELBERG,MI,39439,31.76786,-89.016996,"1 CHOCTAW RD.  HEIDELBERG, MI 39439",Original,566,566,Active,
567,EXXON,109 INDUSTRIAL DR.,,PHILADELPHIA,MI,39350,32.770005,-89.190411,"109 INDUSTRIAL DR.  PHILADELPHIA, MI 39350",Original,567,567,Active,
568,PEARL RIVER RESORT,HWY. 16 W.,,CHOCTAW,MI,39350,32.7748213,-89.2125067,"HWY. 16 W.  CHOCTAW, MI 39350",Google,568,568,Active,
569,SILVER STAR CASINO,MS. 16 W.,,PHILADELPHIA,MI,39350,32.771624,-89.1167299,"MS. 16 W.  PHILADELPHIA, MI 39350",Google,569,569,Manually Verify Pic,1
570,BKEDE O MSHIKE,2221 1-1/2 MILE RD.,,FULTON,MI,49052,42.104816,-85.260706,"2221 1-1/2 MILE RD.  FULTON, MI 49052",Original,570,,Not Validated,
571,FIREKEEPERS CASINO,11177 E. MI AVE.,,BATTLE CREEK,MI,49014,42.296327,-85.07466,"11177 E. MI AVE.  BATTLE CREEK, MI 49014",Original,571,571,Active,
572,BENT TREE MARKET,58878 M-51 SOUTH,,DOWAGIAC,MI,49047,41.943543,-86.161057,"58878 M-51 SOUTH  DOWAGIAC, MI 49047",Original,572,572,Not Validated,0
573,FOUR WINDS CASINO RESORT - DOWAGIAC,58700 M-51 SOUTH,,DOWAGIAC,MI,49047,41.945783,-86.159172,"58700 M-51 SOUTH  DOWAGIAC, MI 49047",Original,573,573,Active,
574,FOUR WINDS CASINO RESORT - HARTFORD,68600 RED ARROW HIGHWAY,,HARTFORD,MI,49057,42.19888,-86.211189,"68600 RED ARROW HIGHWAY  HARTFORD, MI 49057",Original,574,574,Active,
575,FOUR WINDS CASINO RESORT - NEW BUFFALO,11111 WILSON RD.,,NEW BUFFALO,MI,49117,41.770365,-86.723454,"11111 WILSON RD.  NEW BUFFALO, MI 49117",Original,575,575,Manually Verify Pic,1
576,BLUE IN THE FACE INC,217 S MAIN ST,,MOUNT PLEASANT,MI,48858,43.603312,-84.776593,"217 S MAIN ST  MOUNT PLEASANT, MI 48858",Original,576,576,Active,
577,FREE ROLL TOBACCO,2200 S MISSION ST,,MOUNT PLEASANT,MI,48858,43.579066,-84.767449,"2200 S MISSION ST  MOUNT PLEASANT, MI 48858",Original,577,577,Manually Verify Pic,1
578,J MURRAY & COMPANY,706 E BROADWAY ST,,MOUNT PLEASANT,MI,48858,43.60442,-84.768633,"706 E BROADWAY ST  MOUNT PLEASANT, MI 48858",Original,578,578,Active,
579,THE CORONA SMOKE SHOP L L C,275 COLUMBIA AVE W,,BATTLE CREEK,MI,49015,42.298554,-85.202963,"275 COLUMBIA AVE W  BATTLE CREEK, MI 49015",Original,579,579,Active,
580,TOBY EIMERMAN INC,320 LAKE ST,,MANISTIQUE,MI,49854,45.954416,-86.242788,"320 LAKE ST  MANISTIQUE, MI 49854",Original,580,580,Manually Verify Pic,1
581,WACKO''S TOBACCO,317 DEER ST,,MANISTIQUE,MI,49854,45.963329,-86.254481,"317 DEER ST  MANISTIQUE, MI 49854",Original,581,,Not Validated,
582,BEJOU CENEX,218 HWY. 59 N.,,BEJOU,MN,56516,47.44414174,-95.97599526,"218 HWY. 59 N.  BEJOU, MN 56516",Original,582,582,Manually Verify Pic,1
583,LEAN TO TAVERN,524 MAIN ST.,,BEJOU,MN,56516,47.44224418,-95.97453836,"524 MAIN ST.  BEJOU, MN 56516",Original,583,583,Active,
584,STUMPS,500 MAIN ST.,,BEJOU,MN,56516,47.44224418,-95.97608519,"500 MAIN ST.  BEJOU, MN 56516",Original,584,584,Manually Verify Pic,1
585,WINNIBIGOSHISH HISTORICAL CENTER,1510 US 2 N.E.,,BENA,MN,56626,47.23103,-94.37419,"1510 US 2 N.E.  BENA, MN 56626",Original,585,585,Active,
586,BROOK SALOON,8780 MCCAMUS ROAD,,BROOKSTON,MN,55711,46.86767821,-92.60523702,"8780 MCCAMUS ROAD  BROOKSTON, MN 55711",Original,586,586,Closed,
587,COUNTRY CORNER,9497 HIGHWAY 2,,BROOKSTON,MN,55771,46.8556363,-92.67998864,"9497 HIGHWAY 2  BROOKSTON, MN 55771",Original,587,587,Active,
588,PALACE JUNCTION C-STORE,6864 U.S. HWY. 2,,CASS LAKE,MN,56633,47.38231533,-94.64909855,"6864 U.S. HWY. 2  CASS LAKE, MN 56633",Original,588,588,Active,
589,BIG LAKE GOLF CLUB,789 CARY RD.,,CLOQUET,MN,55720,46.7157108,-92.61807036,"789 CARY RD.  CLOQUET, MN 55720",Original,589,589,Active,
590,SAWYER STORE,3252 HIGHWAY 210,,CLOQUET,MN,55720,46.67028605,-92.61831319,"3252 HIGHWAY 210  CLOQUET, MN 55720",Original,590,590,Active,
591,HARWOODS,30871 ARTIC RD.,,DEER RIVER,MN,56636,47.32293305,-93.93650296,"30871 ARTIC RD.  DEER RIVER, MN 56636",Original,591,591,Manually Verify Pic,1
592,WINNIE ONE STOP,38499 STATE HWY. 46,,DEER RIVER,MN,56636,47.43565406,-94.01442918,"38499 STATE HWY. 46  DEER RIVER, MN 56636",Original,592,592,Active,
593,SHARPYS SALOON INC.,28068 COUNTY HIGHWAY 34,,CALLAWAY,MN,56521,46.98204522,-95.80680453,"28068 COUNTY HIGHWAY 34  CALLAWAY, MN 56521",Original,593,,Not Validated,
594,RYDENS,9301 RYDEN RD,,GRAND PORTAGE,MN,55605,47.9996275,-89.60137625,"9301 RYDEN RD  GRAND PORTAGE, MN 55605",Original,594,594,Active,
595,RYDENS GAS,9293 RYDEN RD.,,GRAND PORTAGE,MN,55605,47.99961851,-89.6011694,"9293 RYDEN RD.  GRAND PORTAGE, MN 55605",Original,595,595,Active,
596,ISLE MUNICIPAL LIQUOR STORE,105 MAIN ST. W.,,ISLE,MN,56342,46.13791246,-93.4682547,"105 MAIN ST. W.  ISLE, MN 56342",Original,596,596,Active,
597,RUFFED GROUSE ROADHOUSE,1337 300TH AVE.,,LENGBY,MN,56651,47.4494318,-95.63605922,"1337 300TH AVE.  LENGBY, MN 56651",Original,597,597,Active,
598,LUCKY 7 LIQUORS,785 US HIGHWAY 59,,MAHNOMEN,MN,56557,47.30899371,-95.95884381,"785 US HIGHWAY 59  MAHNOMEN, MN 56557",Original,598,598,Manually Verify Pic,1
599,CENEX,1452 STATE HIGHWAY 200,,MAHNOMEN,MN,56557,47.325386,-95.95853,"1452 STATE HIGHWAY 200  MAHNOMEN, MN 56557",Census,599,599,Manually Verify Pic,1
600,RED APPLE CAFE,116 MAIN DR.E.,,MAHNOMEN,MN,56557,47.31588,-95.96847,"116 MAIN DR.E.  MAHNOMEN, MN 56557",Original,600,600,Active,
601,ROY LAKE STORE,3395 STATE HIGHWAY 200,,MAHNOMEN,MN,56557,47.325226,-95.55192,"3395 STATE HIGHWAY 200  MAHNOMEN, MN 56557",Census,601,601,Active,
602,SHOOTING STAR CASINO GIFT SHOP,777 SOUTHEAST CASINO ROAD,,MAHNOMEN,MN,56557,47.30941639,-95.9608493,"777 SOUTHEAST CASINO ROAD  MAHNOMEN, MN 56557",Original,602,602,Active,
603,EAST LAKE CONVENIENCE STORE/MARATHON,36040 STATE HWY. 65,,MCGREGOR,MN,55760,46.53598136,-93.28355051,"36040 STATE HWY. 65  MCGREGOR, MN 55760",Original,603,603,Active,
604,DACOTAH RIDGE GOLF CLUB,31042 COUNTY ROAD 2,,MORTON,MN,56270,44.58517935,-95.05473048,"31042 COUNTY ROAD 2  MORTON, MN 56270",Original,604,604,Active,
605,BROKEN ARROW RESORT,2832 CO. ROAD 110,,NAYTAHWAUSH,MN,56566,47.23465574,-95.60684029,"2832 CO. ROAD 110  NAYTAHWAUSH, MN 56566",Original,605,605,Active,
606,VILLAGE STORE,230 SHORE AVENUE,,NAYTAHWAUSH,MN,56566,47.26506181,-95.63143673,"230 SHORE AVENUE  NAYTAHWAUSH, MN 56566",Original,606,606,Active,
607,PINEHURST RESORT AND CAMPGROUND,27245 COUNTY ROAD 4,,NAYTAHWAUSH,MN,56566,47.24602317,-95.6371834,"27245 COUNTY ROAD 4  NAYTAHWAUSH, MN 56566",Original,607,607,Active,
608,STRAWBERRY LAKE STORE,32000 COUNTY ROAD 143,,OGEMA,MN,56569,47.04991704,-95.72135996,"32000 COUNTY ROAD 143  OGEMA, MN 56569",Original,608,608,Active,
609,TRAILSIDE WINE & SPIRITS,208 WALL ST. S. PO BOX 364,,ONAMIA,MN,56359,46.07065218,-93.66000809,"208 WALL ST. S. PO BOX 364  ONAMIA, MN 56359",Original,609,609,Closed,
610,SCENIC STORE,3070 SCENIC HWY. N.E.,,PENNINGTON,MN,56663,47.4932107,-94.47952241,"3070 SCENIC HWY. N.E.  PENNINGTON, MN 56663",Original,610,610,Active,
611,TAMARAC RESORT & CAMPGROUND,32152 COUNTY HWY. 35,,PONSFORD,MN,56575,47.03850463,-95.55761145,"32152 COUNTY HWY. 35  PONSFORD, MN 56575",Original,611,611,Active,
612,CHARLIE'S ON PRIOR,3950 GREEN HEIGHTS TRAIL S.W.,,PRIOR LAKE,MN,55372,44.71039,-93.44164,"3950 GREEN HEIGHTS TRAIL S.W.  PRIOR LAKE, MN 55372",Original,612,612,Active,
613,CROOKS CIGARETTES PREMIUM CIGARS,2461 SIOUX TR. N.W.,,PRIOR LAKE,MN,55372,44.73693287,-93.47214754,"2461 SIOUX TR. N.W.  PRIOR LAKE, MN 55372",Original,613,613,Active,
614,DAKOTA LIQUORS,14065 COMMERCE AVE. N.E.,,PRIOR LAKE,MN,55372,44.74547642,-93.38029981,"14065 COMMERCE AVE. N.E.  PRIOR LAKE, MN 55372",Original,614,614,Manually Verify Pic,1
615,DOHERTYS,22000 PANAMA AVE.,,PRIOR LAKE,MN,55372,44.63091181,-93.44078821,"22000 PANAMA AVE.  PRIOR LAKE, MN 55372",Original,615,615,Manually Verify Pic,1
616,HOLIDAY,16800 DULUTH AVE. S.E.,,PRIOR LAKE,MN,55372,44.70586129,-93.43041002,"16800 DULUTH AVE. S.E.  PRIOR LAKE, MN 55372",Original,616,616,Manually Verify Pic,1
617,HOLIDAY STATIONSTORE # 391,4460 FOUNTAIN HILLS DR. N.E.,,PRIOR LAKE,MN,55372,44.74608796,-93.43010425,"4460 FOUNTAIN HILLS DR. N.E.  PRIOR LAKE, MN 55372",Original,617,,Not Validated,
618,LEGENDS,8670 CREDIT RIVER BLVD.,,PRIOR LAKE,MN,55372,44.66894412,-93.34472265,"8670 CREDIT RIVER BLVD.  PRIOR LAKE, MN 55372",Original,618,618,Not Validated,0
619,LITTLE SIX CASINO,2354 SIOUX TR. N.W.,,PRIOR LAKE,MN,55372,44.73692387,-93.47263318,"2354 SIOUX TR. N.W.  PRIOR LAKE, MN 55372",Original,619,619,Active,
620,MGM WINE & SPIRITS,14173 COMMERCE AVE. N.E.,,PRIOR LAKE,MN,55372,44.74407348,-93.38029981,"14173 COMMERCE AVE. N.E.  PRIOR LAKE, MN 55372",Original,620,620,Active,
621,SHELL,4805 DAKOTA ST. S.E.,,PRIOR LAKE,MN,55372,44.71428794,-93.42308954,"4805 DAKOTA ST. S.E.  PRIOR LAKE, MN 55372",Original,621,621,Active,
622,SHAKOPEE DAKOTA CONVENIENCE STORE,14160 WILDS PATH NW.,,PRIOR LAKE,MN,55372,44.74486489,-93.46880207,"14160 WILDS PATH NW.  PRIOR LAKE, MN 55372",Original,622,622,Active,
623,SHAKOPEE DAKOTA CONVIENCE,15035 MYSTIC LAKE DR. N.W.,,PRIOR LAKE,MN,55372,44.73186969,-93.46898193,"15035 MYSTIC LAKE DR. N.W.  PRIOR LAKE, MN 55372",Original,623,623,Active,
624,THE WILDS GOLF CLUB,3151 WILDS RIDGE,,PRIOR LAKE,MN,55372,44.73931607,-93.4561666,"3151 WILDS RIDGE  PRIOR LAKE, MN 55372",Original,624,624,Active,
625,VIKING LIQUOR BARREL,16290 HIGHWAY 13 S.E.,,PRIOR LAKE,MN,55372,44.71319,-93.42365,"16290 HIGHWAY 13 S.E.  PRIOR LAKE, MN 55372",Original,625,625,Active,
626,VILLAGE LIQUOR,16731 HIGHWAY 13 S. STE. 102,,PRIOR LAKE,MN,55372,44.70672464,-93.42857541,"16731 HIGHWAY 13 S. STE. 102  PRIOR LAKE, MN 55372",Original,626,626,Active,
627,RICHWOOD OFF-SALE,27343 COUNTY HWY. 34,,CALLAWAY,MN,56521,46.9750395,-95.81211053,"27343 COUNTY HWY. 34  CALLAWAY, MN 56521",Original,627,627,Active,
628,ARNIES FRIENDLY FOLKS CLUB,122 1ST AVE. E.,,SHAKOPEE,MN,55379,44.79851844,-93.52587302,"122 1ST AVE. E.  SHAKOPEE, MN 55379",Original,628,628,Active,
629,CANTERBURY PARK,1100 CANTERBURY RD.,,SHAKOPEE,MN,55379,44.7872859,-93.47350551,"1100 CANTERBURY RD.  SHAKOPEE, MN 55379",Original,629,629,Active,
630,CROSSROADS LIQUOR,1262 VIERLING DR. E.,,SHAKOPEE,MN,55379,44.77990247,-93.5064027,"1262 VIERLING DR. E.  SHAKOPEE, MN 55379",Original,630,630,Manually Verify Pic,1
631,CUB FOODS,1198 VIERLING DR. E.,,SHAKOPEE,MN,55379,44.78062193,-93.50911866,"1198 VIERLING DR. E.  SHAKOPEE, MN 55379",Original,631,631,Active,
632,CVS / PHARMACY,4050 DEAN LAKES BLVD.,,SHAKOPEE,MN,55379,44.77849953,-93.46867616,"4050 DEAN LAKES BLVD.  SHAKOPEE, MN 55379",Original,632,632,Active,
633,SHAKOPEE EAGLES AERIE #4120,220 WEST 2ND AVE.,,SHAKOPEE,MN,55379,44.79762811,-93.52468591,"220 WEST 2ND AVE.  SHAKOPEE, MN 55379",Original,633,,Not Validated,
634,HENNENS/MINNOCO,807 1ST AVE. E.,,SHAKOPEE,MN,55379,44.8002901,-93.51646611,"807 1ST AVE. E.  SHAKOPEE, MN 55379",Original,634,634,Manually Verify Pic,1
