IMPAQ_ID,doc_types,doc_date
1704,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'AMENDMENT OF FOREIGN REGISTRATION STATEMENT', 'FOREIGN REGISTRATION STATEMENT']",2018
1710,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CORRECTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'ARTICLES OF INCORPORATION']",2018
1713,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'REINSTATEMENT', 'ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'REINSTATEMENT', 'ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'ARTICLES OF INCORPORATION']",2018
1718,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
1721,"['ADMINISTRATIVE DISSOLUTION', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'CERTIFICATE OF FORMATION']",2019
1722,"['ADMINISTRATIVE DISSOLUTION', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'ARTICLES OF INCORPORATION']",2019
1724,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
1728,"['DISSOLUTION_WITHDRAWAL', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'CORRESPONDENCE WITH FEE', 'CERTIFICATE OF FORMATION']",2009
1733,"['ANNUAL REPORT', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
1734,"['DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2010
1736,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2018
1741,"['DISSOLUTION_WITHDRAWAL', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'CERTIFICATE OF FORMATION']",2010
1755,"['DISSOLUTION_WITHDRAWAL', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2008
1756,"['STATEMENT OF CHANGE', 'DISSOLUTION_WITHDRAWAL', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2009
1757,"['STATEMENT OF CHANGE', 'DISSOLUTION_WITHDRAWAL', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2009
1760,"['DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2017
1761,"['ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ARTICLES OF DISSOLUTION', 'ARTICLES OF INCORPORATION']",2013
1764,"['ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ARTICLES OF DISSOLUTION', 'ARTICLES OF INCORPORATION']",2013
1765,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CORRECTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'REINSTATEMENT', 'ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ARTICLES OF INCORPORATION']",2018
1775,"['ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'ARTICLES OF INCORPORATION']",2013
1776,"['ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'ARTICLES OF INCORPORATION']",2013
1777,"['ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'INITIAL REPORT', 'ARTICLES OF INCORPORATION']",2006
1780,"['DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2010
1783,"['CERTIFICATE OF WITHDRAWAL', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2016
1786,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'CERTIFICATE OF FORMATION']",2018
1787,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'AMENDED ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'REQUEST FOR INFORMATION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'MISCELLANEOUS', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2018
1789,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'AMENDED ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'REQUEST FOR INFORMATION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'MISCELLANEOUS', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2018
1790,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'AMENDED ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'REQUEST FOR INFORMATION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'MISCELLANEOUS', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2018
1792,"['ANNUAL REPORT', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CORRECTION', 'CERTIFICATE OF LIMITED PARTNERSHIP']",2019
1793,"['ANNUAL REPORT', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CORRECTION', 'CERTIFICATE OF LIMITED PARTNERSHIP']",2019
1794,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ARTICLES OF INCORPORATION']",2019
1797,"['DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'AMENDED ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2014
1798,"['ADMINISTRATIVE DISSOLUTION', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ARTICLES OF INCORPORATION']",2018
1799,"['ADMINISTRATIVE DISSOLUTION', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ARTICLES OF INCORPORATION']",2018
1800,"['ADMINISTRATIVE DISSOLUTION', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ARTICLES OF INCORPORATION']",2018
1801,"['ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ARTICLES OF INCORPORATION', 'ARTICLES OF INCORPORATION']",2010
1802,"['ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ARTICLES OF INCORPORATION', 'ARTICLES OF INCORPORATION']",2010
1803,"['ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ARTICLES OF INCORPORATION', 'ARTICLES OF INCORPORATION']",2010
1814,"['DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
1815,"['ADMINISTRATIVE DISSOLUTION', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
1817,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'AMENDED ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'AMENDMENT', 'ANNUAL REPORT', 'AMENDMENT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'CERTIFICATE OF FORMATION']",2019
1819,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2018
1821,"['REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'CORRESPONDENCE WITH FEE', 'DISSOLUTION_WITHDRAWAL', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'CERTIFICATE OF FORMATION']",2018
1825,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'RESTATED ARTICLES OF INCORPORATION', 'ARTICLES OF AMENDMENT', 'LEGACY FILING TYPE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ARTICLES OF AMENDMENT', 'ARTICLES OF INCORPORATION']",2019
1828,"['DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2007
1830,"['DISSOLUTION_WITHDRAWAL', 'AMENDMENT', 'CERTIFICATE OF FORMATION']",2017
1969,"['ANNUAL REPORT', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2018
1975,"['DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'CERTIFICATE OF FORMATION']",2007
2000,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
2012,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'REINSTATEMENT', 'ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'REINSTATEMENT', 'ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'ARTICLES OF INCORPORATION']",2018
2048,"['CERTIFICATE OF WITHDRAWAL', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2016
2051,['CERTIFICATE OF FORMATION'],2018
2262,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ARTICLES OF INCORPORATION']",2018
2264,"['ADMINISTRATIVE DISSOLUTION', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'REINSTATEMENT', 'LEGACY FILING TYPE', 'LEGACY FILING TYPE', 'ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'REINSTATEMENT', 'ARTICLES OF DISSOLUTION', 'REINSTATEMENT', 'ARTICLES OF DISSOLUTION', 'REINSTATEMENT', 'ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ARTICLES OF INCORPORATION']",2018
2286,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'AMENDED ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2018
2290,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
2298,"['CERTIFICATE OF WITHDRAWAL', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2016
2307,"['DISSOLUTION_WITHDRAWAL', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'CERTIFICATE OF FORMATION']",2015
2309,"['ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'STATEMENT OF CORRECTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'FOREIGN REGISTRATION STATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'FOREIGN REGISTRATION STATEMENT']",2019
2312,"['CERTIFICATE OF WITHDRAWAL', 'CERTIFICATE OF FORMATION']",2017
2315,"['ADMINISTRATIVE DISSOLUTION', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'ARTICLES OF INCORPORATION']",2019
2321,"['ADMINISTRATIVE DISSOLUTION', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
2322,"['ANNUAL REPORT', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
2326,"['ADMINISTRATIVE DISSOLUTION', 'DELINQUENT ANNUAL REPORT NOTICE', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'REINSTATEMENT', 'DISSOLUTION_WITHDRAWAL', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CHANGE', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
2327,"['ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT DUE DATE NOTICE', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'ANNUAL REPORT', 'INITIAL REPORT', 'CERTIFICATE OF FORMATION']",2019
2332,"['DISSOLUTION_WITHDRAWAL', 'FOREIGN REGISTRATION STATEMENT']",2017
2450,"['ARTICLES OF DISSOLUTION', 'INITIAL REPORT', 'ARTICLES OF INCORPORATION']",2016
2464,"['ARTICLES OF DISSOLUTION', 'ANNUAL REPORT', 'ANNUAL REPORT', 'STATEMENT OF CORRECTION', 'AMENDED ANNUAL REPORT', 'INITIAL REPORT', 'ARTICLES OF INCORPORATION']",2014
