IMPAQ_ID,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res
497,WEBB STORE,30774 MCCORMACK RIDGE RD.,,LAPWAI,ID,83540,46.342191,-116.829177,"30774 MCCORMACK RIDGE RD.  LAPWAI, ID 83540",Original,497,1.0,yes,WEB STORE,Correct,Correct,Correct,Active,WEB STORE,"30774 MCCORMACK RIDGE RD.  LAPWAI, ID 83540",46.342191,-116.829177,POINT (-116.829177 46.342191),Yes,Nez Perce,Nez Perce Reservation
498,NORTHWEST DUTY FREE STORES,27 IDAHO RD,,BONNERS FERRY,ID,83805,48.998737,-116.49723,"27 IDAHO RD  BONNERS FERRY, ID 83805",Census,498,,,Correct,"537464 US-95, Bonners Ferry, ID 83805, USA",48.9889959,-116.1792136,Active,NORTHWEST DUTY FREE STORES,"537464 US-95, Bonners Ferry, ID 83805, USA",48.9889959,-116.1792136,POINT (-116.1792136 48.9889959),No,,
499,NORTHWEST DUTY FREE STORES,537464 HWY 95 N,,BONNERS FERRY,ID,83805,49.0001218,-116.18175,"537464 HWY 95 N  BONNERS FERRY, ID 83805",Google,499,,,Correct,"537464 US-95, Bonners Ferry, ID 83805, USA",48.9889959,-116.1792136,Active,NORTHWEST DUTY FREE STORES,"537464 US-95, Bonners Ferry, ID 83805, USA",48.9889959,-116.1792136,POINT (-116.1792136 48.9889959),No,,
500,OROFINO SMOKE SHOP,10446 HIGHWAY 12,,OROFINO,ID,83544,46.493909,-116.287777,"10446 HIGHWAY 12  OROFINO, ID 83544",Original,500,,,Correct,"10446 US-12, Orofino, ID 83544, USA",46.4938189,-116.2864121,Active,OROFINO SMOKE SHOP,"10446 US-12, Orofino, ID 83544, USA",46.4938189,-116.2864121,POINT (-116.2864121 46.4938189),Yes,Nez Perce,Nez Perce Reservation
501,POWERS CANDY CO. INC.,1155 WILSON AVE,,POCATELLO,ID,83201,42.895996000000004,-112.453576,"1155 WILSON AVE  POCATELLO, ID 83201",Original,501,,,Correct,Correct,Correct,Correct,Active,POWERS CANDY CO. INC.,"1155 WILSON AVE  POCATELLO, ID 83201",42.895996000000004,-112.453576,POINT (-112.453576 42.895996),No,,
502,SHAVER INDUSTRIAL INC.,448 UNIVERSITY DR,,POCATELLO,ID,83201,42.872507,-112.4253,"448 UNIVERSITY DR  POCATELLO, ID 83201",Original,502,,,Correct,Correct,Correct,Correct,Active,SHAVER INDUSTRIAL INC.,"448 UNIVERSITY DR  POCATELLO, ID 83201",42.872507,-112.4253,POINT (-112.4253 42.872507),No,,
503,BestAve Vapor,405 E BEST AVE,Suite 103,COEUR D ALENE,ID,83814,47.700775,-116.78043000000001,"405 E BEST AVE Suite 103 COEUR D ALENE, ID 83814",Original,503,1.0,yes,BEST AVE. VAPOR STORE,Correct,Correct,Correct,Active,BEST AVE. VAPOR STORE,"405 E BEST AVE Suite 103 COEUR D ALENE, ID 83814",47.700775,-116.78043000000001,POINT (-116.78043 47.700775),No,,
504,SMOKERS EXPRESS LLC,1506 NORTHWEST BLVD,,COEUR D ALENE,ID,83814,47.688889,-116.798422,"1506 NORTHWEST BLVD  COEUR D ALENE, ID 83814",Original,504,1.0,yes,Correct,Correct,Correct,Correct,Active,SMOKERS EXPRESS LLC,"1506 NORTHWEST BLVD  COEUR D ALENE, ID 83814",47.688889,-116.798422,POINT (-116.798422 47.688889),No,,
505,THE SMOKE SHOP INC,1919 MAIN AVE,,SAINT MARIES,ID,83861,47.316014,-116.58085700000001,"1919 MAIN AVE  SAINT MARIES, ID 83861",Original,505,,,Correct,Correct,Correct,Correct,Active,THE SMOKE SHOP INC,"1919 MAIN AVE  SAINT MARIES, ID 83861",47.316014,-116.58085700000001,POINT (-116.580857 47.316014),Yes,Coeur d'Alene,Coeur d'Alene Reservation
506,THUNDERBIRD,621 BRYDEN AVE,,LEWISTON,ID,83501,46.380552,-116.998429,"621 BRYDEN AVE  LEWISTON, ID 83501",Original,506,1.0,yes,Correct,Correct,Correct,Correct,Active,THUNDERBIRD,"621 BRYDEN AVE  LEWISTON, ID 83501",46.380552,-116.998429,POINT (-116.998429 46.380552),No,,
507,Big Smoke ,213 W APPLEWAY AVE STE 1,,COEUR D ALENE,ID,83814,47.700756,-116.78748600000002,"213 W APPLEWAY AVE STE 1  COEUR D ALENE, ID 83814",Original,507,,,Correct,Correct,Correct,Correct,Active,Big Smoke ,"213 W APPLEWAY AVE STE 1  COEUR D ALENE, ID 83814",47.700756,-116.78748600000002,POINT (-116.787486 47.700756),No,,
508,SAC & FOX CASINO,1322 U.S. HWY. 75,,POWHATTAN,KS,66527,39.70048,-95.72824,"1322 U.S. HWY. 75  POWHATTAN, KS 66527",Original,508,,,Correct,"1322 US-75, Powhattan, KS 66527, USA",39.70046990000001,-95.7282595,Active,SAC & FOX CASINO,"1322 US-75, Powhattan, KS 66527, USA",39.70046990000001,-95.7282595,POINT (-95.72825949999999 39.70046990000001),Yes,Sac and Fox Nation,Sac and Fox Nation Off-Reservation Trust Land
509,SAC & FOX TRAD'N POST,305 N. MAIN ST.,,RESERVE,KS,66434,39.925062,-95.56010500000001,"305 N. MAIN ST.  RESERVE, KS 66434",Original,509,,,Correct,Correct,Correct,Correct,Active,SAC & FOX TRAD'N POST,"305 N. MAIN ST.  RESERVE, KS 66434",39.925062,-95.56010500000001,POINT (-95.56010500000001 39.925062),No,,
510,SAC & FOX TRUCK STOP,1346 U.S. 75,,POWHATTAN,KS,66527,39.703448,-95.7301,"1346 U.S. 75  POWHATTAN, KS 66527",Original,510,,,Correct,"1346 US-75, Powhattan, KS 66527, USA",39.70339420000001,-95.7294323,Active,SAC & FOX TRUCK STOP,"1346 US-75, Powhattan, KS 66527, USA",39.70339420000001,-95.7294323,POINT (-95.7294323 39.70339420000001),Within 1 mile,Kickapoo (KS),Kickapoo (KS) Reservation
511,CASINO WHITE CLOUD,777 JACKPOT DR.,,WHITE CLOUD,KS,66094,39.339690000000004,-101.7056,"777 JACKPOT DR.  WHITE CLOUD, KS 66094",Original,511,,,Correct,Correct,Correct,Correct,Active,CASINO WHITE CLOUD,"777 JACKPOT DR.  WHITE CLOUD, KS 66094",39.339690000000004,-101.7056,POINT (-101.7056 39.33969),No,,
512,GRANDVIEW OIL,2334 330TH ST.,,WHITE CLOUD,KS,66094,39.987322,-95.36484200000001,"2334 330TH ST.  WHITE CLOUD, KS 66094",Original,512,,,Correct,Correct,Correct,Correct,Active,GRANDVIEW OIL,"2334 330TH ST.  WHITE CLOUD, KS 66094",39.987322,-95.36484200000001,POINT (-95.36484200000001 39.987322),Yes,Iowa (KS-NE),Iowa (KS-NE) Reservation
513,GOLDEN EAGLE CASINO,1121 GOLDFINCH RD.,,HORTON,KS,66439,39.670459,-95.639146,"1121 GOLDFINCH RD.  HORTON, KS 66439",Original,513,,,Correct,Correct,Correct,Correct,Active,GOLDEN EAGLE CASINO,"1121 GOLDFINCH RD.  HORTON, KS 66439",39.670459,-95.639146,POINT (-95.639146 39.670459),Yes,Kickapoo (KS),Kickapoo (KS) Reservation
514,KICKAPOO TRIBE TRADING POST,898 20TH HWY.  #K,,HORTON,KS,66439,39.66778,-95.63933,"898 20TH HWY.  #K  HORTON, KS 66439",Original,514,,,Correct,"898 K 20 Hwy, Horton, KS 66439, USA",39.66768409999999,-95.6397467,Active,KICKAPOO TRIBE TRADING POST,"898 K 20 Hwy, Horton, KS 66439, USA",39.66768409999999,-95.6397467,POINT (-95.6397467 39.66768409999999),Yes,Kickapoo (KS),Kickapoo (KS) Reservation
515,PBP NATION STATION,12285 150TH RD.,,MAYETTA,KS,66509,39.31817,-95.750462,"12285 150TH RD.  MAYETTA, KS 66509",Original,515,,,Correct,"12305 150th Rd, Mayetta, KS 66509, USA",39.3177891,-95.7509891,Active,PBP NATION STATION,"12305 150th Rd, Mayetta, KS 66509, USA",39.3177891,-95.7509891,POINT (-95.7509891 39.3177891),Yes,Prairie Band of Potawatomi Nation,Prairie Band of Potawatomi Nation Reservation
516,PRAIRIE BAND CASINO AND RESORT,12305 150TH RD.,,MAYETTA,KS,66509,39.318109,-95.751285,"12305 150TH RD.  MAYETTA, KS 66509",Original,516,1.0,yes,Correct,Correct,Correct,Correct,Active,PRAIRIE BAND CASINO AND RESORT,"12305 150TH RD.  MAYETTA, KS 66509",39.318109,-95.751285,POINT (-95.751285 39.318109),Yes,Prairie Band of Potawatomi Nation,Prairie Band of Potawatomi Nation Reservation
