address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res
"6740 Highway 140, Hesperus, CO, 81326",,,7301437.0,37.093168,-108.1697126,True,ROOFTOP,,,,,,Google,POINT (-108.1697126 37.093168),True,Southern Ute,Southern Ute Reservation
"53 Co Rd 982, Arboles, CO, 81121",1131.0,7.0,7006286.0,37.0235,-107.41468,True,Exact,"53 CO RD 982, ARBOLES, CO, 81121",L,8.0,127324702.0,940400.0,Census,POINT (-107.41468 37.0235),True,Southern Ute,Southern Ute Reservation
"2319 W Edison St, Tulsa, OK, 74127",1052.0,113.0,1411852.0,36.161278,-96.01867,True,Non_Exact,"2319 W EDISON ST, TULSA, OK, 74127",R,40.0,82444237.0,940006.0,Census,POINT (-96.01867 36.161278),True,Osage,Osage Reservation
"201 E Central Blvd, Anadarko, OK, 73005",,,1411859.0,35.0729338,-98.2417743,True,ROOFTOP,,,,,,Google,POINT (-98.2417743 35.0729338),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"822 S 14th St, Ponca City, OK, 74601",,,7539401.0,36.69536,-97.067482,True,ROOFTOP,,,,,,Google,POINT (-97.067482 36.69536),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"15 E Main St, Craigmont, ID, 83523",2158.0,61.0,7583386.0,46.240765,-116.47568,True,Non_Exact,"15 W MAIN ST, CRAIGMONT, ID, 83523",L,16.0,201755304.0,940002.0,Census,POINT (-116.47568 46.240765),True,Nez Perce,Nez Perce Reservation
"638 N Riverside Dr, Espanola, NM, 87532",3082.0,39.0,3977688.0,35.987896,-106.06227,True,Exact,"638 RIVERSIDE DR, ESPANOLA, NM, 87532",L,35.0,640410007.0,940700.0,Census,POINT (-106.06227 35.987896),True,Santa Clara,Santa Clara Pueblo
"9924 W F St, Worley, ID, 83876",,,3632333.0,47.4003071,-116.9214601,True,ROOFTOP,,,,,,Google,POINT (-116.9214601 47.4003071),True,Coeur d'Alene,Coeur d'Alene Reservation
"131 W Riverside Dr, Parker, AZ, 85344",1001.0,12.0,531115.0,34.15378,-114.28102,True,Exact,"131 RIVERSIDE DR, PARKER, AZ, 85344",R,4.0,129736030.0,940200.0,Census,POINT (-114.28102 34.15378),True,Colorado River,Colorado River Indian Reservation
"808 W Petree Rd, Anadarko, OK, 73005",3022.0,15.0,7437787.0,35.05788,-98.22495,True,Non_Exact,"808 E PETREE RD, ANADARKO, OK, 73005",R,40.0,92464665.0,162100.0,Census,POINT (-98.22495000000001 35.05788),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"975 Eagle Dr, New Town, ND, 58763",,,7466086.0,47.9814869,-102.4719332,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-102.4719332 47.9814869),True,Fort Berthold,Fort Berthold Reservation
"2005 N 14th St Ste 105, Ponca City, OK, 74601",1000.0,71.0,7435701.0,36.726288,-97.06721,True,Non_Exact,"2005 N 14TH ST, PONCA CITY, OK, 74601",R,40.0,115892347.0,202.0,Census,POINT (-97.06721 36.726288),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"304 Main St, Martin, SD, 57551",1054.0,7.0,624319.0,43.175102,-101.735916,True,Exact,"304 MAIN ST, MARTIN, SD, 57551",R,46.0,640080147.0,941000.0,Census,POINT (-101.735916 43.175102),True,Pine Ridge,Pine Ridge Reservation
"201 S Main Ave, Wagner, SD, 57380",,,624313.0,43.0797304,-98.2939267,True,ROOFTOP,,,,,,Google,POINT (-98.2939267 43.0797304),True,Yankton,Yankton Reservation
"1 General Crook Trl, Camp Verde, AZ, 86322",2161.0,25.0,7318683.0,34.5576,-111.854385,True,Non_Exact,"1 E GENERAL CROOK TRL, CAMP VERDE, AZ, 86322",L,4.0,159478876.0,1603.0,Census,POINT (-111.854385 34.5576),True,Yavapai-Apache Nation,Yavapai-Apache Nation Reservation
"9000 E Indian Bend Rd, Scottsdale, AZ, 85250",,,7458615.0,33.54055510000001,-111.88699540000002,True,ROOFTOP,,,,,,Google,POINT (-111.8869954 33.54055510000001),True,Salt River,Salt River Reservation
"512 E 1st St, Hominy, OK, 74035",,,7488274.0,36.4144018,-96.3882136,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-96.3882136 36.4144018),True,Osage,Osage Reservation
"1199 John Dahl Ave, Pawhuska, OK, 74056",,,7488276.0,36.6699947,-96.3146116,True,ROOFTOP,,,,,,Google,POINT (-96.31461160000001 36.6699947),True,Osage,Osage Reservation
"347 Main St, New Town, ND, 58763",,,1411154.0,47.9795206,-102.4860018,True,ROOFTOP,,,,,,Google,POINT (-102.4860018 47.9795206),True,Fort Berthold,Fort Berthold Reservation
"1900 N Union St, Ponca City, OK, 74601",6028.0,71.0,7488496.0,36.724564,-97.085205,True,Exact,"1900 N UNION ST, PONCA CITY, OK, 74601",L,40.0,115892365.0,100.0,Census,POINT (-97.085205 36.724564),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"123 Maple St, Odanah, WI, 54861",,,1468486.0,46.5967307,-90.6495059,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-90.64950589999999 46.5967307),True,Bad River,Bad River Reservation
"9824 West F Street, Worley, ID, 83876",,,7052891.0,47.400538,-116.91987009999998,True,ROOFTOP,,,,,,Google,POINT (-116.9198701 47.400538),True,Coeur d'Alene,Coeur d'Alene Reservation
"601 W Bridge St, Yerington, NV, 89447",1036.0,19.0,1535142.0,38.982964,-119.17022,True,Exact,"601 W BRIDGE ST, YERINGTON, NV, 89447",L,32.0,140352175.0,960900.0,Census,POINT (-119.17022 38.982964),True,Yerington,Yerington Colony
"852 Bloomingdale Rd, Basom, NY, 14013",1015.0,37.0,1522063.0,43.0628,-78.41897,True,Exact,"852 BLOOMINGDALE RD, BASOM, NY, 14013",R,36.0,48146031.0,940100.0,Census,POINT (-78.41897 43.0628),True,Tonawanda,Tonawanda Reservation
"76 Beaver Meadow Rd, Hogansburg, NY, 13655",2012.0,33.0,2246693.0,44.955635,-74.57517,True,Exact,"76 BEAVER MEADOW RD, HOGANSBURG, NY, 13655",R,36.0,173850156.0,940000.0,Census,POINT (-74.57517 44.955635),True,St. Regis Mohawk,St. Regis Mohawk Reservation
"1202 N Riverside Dr, Espanola, NM, 87532",3087.0,39.0,3995472.0,35.988262,-106.06083,True,Non_Exact,"1202 N RIVERSIDE DR, ESPANOLA, NM, 87532",L,35.0,143273856.0,940700.0,Census,POINT (-106.06083 35.988262),True,Santa Clara,Santa Clara Pueblo
"4900 Indian Hill Rd, Lewiston, NY, 14092",1001.0,63.0,7587072.0,43.176876,-78.983986,True,Exact,"4900 INDIAN HILL RD, LEWISTON, NY, 14092",L,36.0,605139021.0,940001.0,Census,POINT (-78.983986 43.176876),True,Tuscarora Nation,Tuscarora Nation Reservation
"5446 Walmore Rd, Lewiston, NY, 14092",2005.0,63.0,1529990.0,43.15543,-78.93542,True,Exact,"5446 WALMORE RD, LEWISTON, NY, 14092",R,36.0,634252567.0,940001.0,Census,POINT (-78.93541999999999 43.15543),True,Tuscarora Nation,Tuscarora Nation Reservation
"43 County Road 2706, Bartlesville, OK, 74003",,,1977977.0,36.7346226,-96.0043878,True,ROOFTOP,,,,,,Google,POINT (-96.0043878 36.7346226),True,Osage,Osage Reservation
"4996 W Rogers Blvd, Skiatook, OK, 74070",2064.0,113.0,1581255.0,36.368595,-96.03971,True,Exact,"4996 W ROGERS BLVD, SKIATOOK, OK, 74070",L,40.0,82388180.0,940010.0,Census,POINT (-96.03971 36.368595),True,Osage,Osage Reservation
"301 E Makaala St, Hilo, HI, 96720",,,977920.0,19.6995602,-155.064397,True,ROOFTOP,,,,,,Google,POINT (-155.064397 19.6995602),True,Waiakea,Waiakea Hawaiian Home Land
"25845 Us Highway 70, Mescalero, NM, 88340",1031.0,35.0,1770204.0,33.299175,-105.657524,True,Exact,"25845 US HWY 70, MESCALERO, NM, 88340",L,35.0,640549698.0,940000.0,Census,POINT (-105.657524 33.299175),True,Mescalero,Mescalero Reservation
"1042 S Camino Del Pueblo, Bernalillo, NM, 87004",,,7541223.0,35.3002076,-106.5508857,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-106.5508857 35.3002076),True,Sandia,Sandia Pueblo
"636 Wildwood Ave, Salamanca, NY, 14779",1019.0,9.0,1529744.0,42.158924,-78.69269,True,Exact,"636 WILDWOOD AVE, SALAMANCA, NY, 14779",R,36.0,122025281.0,940300.0,Census,POINT (-78.69269 42.158924),True,Allegany,Allegany Reservation
"109 S Main St, Kooskia, ID, 83539",3012.0,49.0,1526473.0,46.138863,-115.97876,True,Exact,"109 MAIN ST, KOOSKIA, ID, 83539",R,16.0,195883245.0,940000.0,Census,POINT (-115.97876 46.138863),True,Nez Perce,Nez Perce Reservation
"5318 Chief Brown Ln, Darrington, WA, 98241",,,2227294.0,48.3200381,-121.55297759999998,True,ROOFTOP,,,,,,Google,POINT (-121.5529776 48.3200381),True,Sauk-Suiattle,Sauk-Suiattle Reservation
"1841 E State Route 69 Ste 101, Prescott, AZ, 86301",,,1872470.0,34.5508398,-112.4341731,True,ROOFTOP,,,,,,Google,POINT (-112.4341731 34.5508398),True,Yavapai-Prescott,Yavapai-Prescott Reservation
"597 Peace Pipe Rd, Lac du Flambeau, WI, 54538",1258.0,125.0,2075374.0,45.970516,-89.89248,True,Exact,"597 PEACE PIPE RD, LAC DU FLAMBEAU, WI, 54538",L,55.0,165565869.0,940000.0,Census,POINT (-89.89248000000001 45.970516),True,Lac du Flambeau,Lac du Flambeau Reservation
"1622 State Route 37, Hogansburg, NY, 13655",,,1525522.0,44.9673074,-74.57250440000001,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-74.57250440000001 44.9673074),True,St. Regis Mohawk,St. Regis Mohawk Reservation
"2990 S Curry St, Carson City, NV, 89703",2016.0,510.0,1471801.0,39.13982,-119.77045,True,Non_Exact,"2990 S CURRY ST, CARSON CITY, NV, 89703",R,32.0,640435849.0,300.0,Census,POINT (-119.77045 39.13982),True,Carson,Carson Colony
"8 State Route 37, Hogansburg, NY, 13655",1022.0,33.0,7370573.0,44.979702,-74.72368,True,Exact,"8 STATE RTE 37, HOGANSBURG, NY, 13655",R,36.0,173854685.0,940000.0,Census,POINT (-74.72368 44.979702),True,St. Regis Mohawk,St. Regis Mohawk Reservation
"702 E Central Blvd, Anadarko, OK, 73005",8005.0,15.0,984000.0,35.072403,-98.253204,True,Non_Exact,"702 W CENTRAL BLVD, ANADARKO, OK, 73005",R,40.0,92474410.0,162100.0,Census,POINT (-98.253204 35.072403),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"10 Havasu Lake Rd, Needles, CA, 92363",2103.0,71.0,3569850.0,34.504074,-114.39858,True,Exact,"10 HAVASU LAKE RD, NEEDLES, CA, 92363",R,6.0,625707352.0,25100.0,Census,POINT (-114.39858 34.504074),True,Chemehuevi,Chemehuevi Reservation
"2951 Hwy 314, Los Lunas, NM, 87031",,,7379381.0,34.8424384,-106.7286469,True,ROOFTOP,,,,,,Google,POINT (-106.7286469 34.8424384),True,Isleta,Isleta Pueblo
"340 W Middle Verde Rd, Camp Verde, AZ, 86322",2146.0,25.0,1527734.0,34.607440000000004,-111.85931399999998,True,Non_Exact,"340 W MIDDLE VERDE RD, CAMP VERDE, AZ, 86322",R,4.0,608214168.0,1603.0,Census,POINT (-111.859314 34.60744),True,Yavapai-Apache Nation,Yavapai-Apache Nation Reservation
"2300 N 14th St, Ponca City, OK, 74601",2009.0,71.0,1767244.0,36.731476,-97.06724,True,Non_Exact,"2300 N 14TH ST, PONCA CITY, OK, 74601",L,40.0,115892274.0,202.0,Census,POINT (-97.06724 36.731476),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"8920 E Indian Bend Rd, Scottsdale, AZ, 85250",1000.0,13.0,3997233.0,33.53852,-111.86703500000002,True,Exact,"8920 E INDIAN BEND RD, SCOTTSDALE, AZ, 85250",L,4.0,128922518.0,941300.0,Census,POINT (-111.867035 33.53852),True,Salt River,Salt River Reservation
