address,block,countyfp,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res,FDA_match,id,FDA_dist_miles,FDA_coord,Niel_id,TDLinx Store Code,File Date,Store Status Indicator,bizname,Store Number,paddress1,pcity,pstate,pzip,Store Place Name,Store State FIPS Code ,Store County FIPS Code ,Store Country Name,Trade Channel Code,Sub-Channel Code,Number of Stores/Outlets Code,Chain Indicator,Area Code,Phone Number,Store Volume ,Weekly Volume (000s),Area of Selling Space ,Full Time Employee Equivalents,Number of Checkouts,TDLinx Account Code for the Owner/Company,Retail Family Code for the Owner/Company,Owner Name,Owner City,Owner State ,Owner State FIPS Code,Owner County FIPS Code,TDLinx Account Code for the Marketing Group ,Marketing Group Name,Non-Corporate Owned,paddress2,FDA_id
"406 Main Ave, Callaway, MN, 56521",2175.0,5.0,46.980907,-95.9093,True,Exact,"406 MAIN AVE, CALLAWAY, MN, 56521",R,27.0,167949342.0,940000.0,Census,POINT (-95.9093 46.980907),True,White Earth,White Earth Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1406797.0,1406797.0,20181214.0,O-Open Store,CALLAWAY LIQUOR STORE,,406 MAIN AVE,CALLAWAY,MN,56521.0,Callaway,27.0,5.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,218.0,3753133.0,"02-$500,001 to $1,000,000",10.0,1.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"68 Cities Of Gold Rd, Santa Fe, NM, 87506",1056.0,49.0,35.88394500000001,-106.01413000000001,True,Exact,"68 CITIES OF GOLD RD, SANTA FE, NM, 87506",R,35.0,169429077.0,940600.0,Census,POINT (-106.01413 35.88394500000001),True,Pojoaque,Pueblo of Pojoaque,False,,,GEOMETRYCOLLECTION EMPTY,7180668.0,7180668.0,20181214.0,O-Open Store,JAKES LIQUOR STORE,,68 CITIES OF GOLD RD,SANTA FE,NM,87506.0,Santa Fe,35.0,49.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,505.0,4554201.0,"05-$2,000,001 to $4,000,000",40.0,3.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"Main St, Eagle Butte, SD, 57625",,,44.9996164,-101.23479040000001,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-101.2347904 44.9996164),True,Cheyenne River,Cheyenne River Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1447562.0,1447562.0,20181214.0,O-Open Store,CITY PACKAGE LIQUOR,,MAIN ST,EAGLE BUTTE,SD,57625.0,Eagle Butte,46.0,41.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,605.0,9643647.0,"02-$500,001 to $1,000,000",10.0,3.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"209 Main St, New Effington, SD, 57255",3134.0,109.0,45.85668,-96.92011,True,Exact,"209 MAIN ST, NEW EFFINGTON, SD, 57255",L,46.0,196102626.0,940700.0,Census,POINT (-96.92010999999999 45.85668),True,Lake Traverse,Lake Traverse Reservation,False,,,GEOMETRYCOLLECTION EMPTY,2457492.0,2457492.0,20181214.0,O-Open Store,NEW EFFINGTON LIQUOR STORE,,209 MAIN ST,NEW EFFINGTON,SD,57255.0,New Effington,46.0,109.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,605.0,6375326.0,"01-$1 to $500,000",9.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"2459 Sioux Trl NW, Prior Lake, MN, 55372",1053.0,139.0,44.73703,-93.47097,True,Exact,"2459 SIOUX TRL NW, PRIOR LAKE, MN, 55372",L,27.0,38141458.0,80903.0,Census,POINT (-93.47096999999999 44.73703),True,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,False,,,GEOMETRYCOLLECTION EMPTY,1406795.0,1406795.0,20181214.0,O-Open Store,C & D LIQUORS,,2459 SIOUX TRL NW,PRIOR LAKE,MN,55372.0,Prior Lake,27.0,139.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,952.0,4450955.0,"02-$500,001 to $1,000,000",15.0,1.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"18341 US Highway 41, LAnse, MI, 49946",,,46.7319,-88.4245558,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-88.42455579999999 46.7319),True,L'Anse,L'Anse Reservation,False,,,GEOMETRYCOLLECTION EMPTY,3952600.0,3952600.0,20181214.0,O-Open Store,HEALTH MART PHARMACY,,18341 US HIGHWAY 41,LANSE,MI,49946.0,Lanse,26.0,13.0,USA,03-Drug,1-Rx Only and Small Indep,A-1 Store,C-Chain Store,906.0,5246202.0,"02-$500,001 to $1,000,000",15.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,207598.0,Health Mart,Y,,
"117 S Toppenish Ave, Toppenish, WA, 98948",,,46.37545799999999,-120.31153789999999,True,ROOFTOP,,,,,,Google,POINT (-120.3115379 46.37545799999999),True,Yakama Nation,Yakama Nation Reservation,False,,,GEOMETRYCOLLECTION EMPTY,623470.0,623470.0,20181214.0,O-Open Store,UNITED DRUG GIBBONS,356,117 S TOPPENISH AVE,TOPPENISH,WA,98948.0,Toppenish,53.0,77.0,USA,03-Drug,1-Rx Only and Small Indep,H-101-200 Stores,C-Chain Store,509.0,8652722.0,"03-$1,000,001 to $1,500,000",25.0,3.0,0.0,0.0,38708.0,95328.0,United Drug Co-Op,Phoenix,AZ,4.0,13.0,150039.0,United Drug,N,,
"104 N Main St, Wahkon, MN, 56386",3020.0,95.0,46.11833,-93.52099,True,Exact,"104 MAIN ST, WAHKON, MN, 56386",R,27.0,163056072.0,970100.0,Census,POINT (-93.52099 46.11833),True,Mille Lacs,Mille Lacs Reservation,False,,,GEOMETRYCOLLECTION EMPTY,7368544.0,7368544.0,20181214.0,O-Open Store,MORNING STAR WINE & SPIRITS,,104 N MAIN ST,WAHKON,MN,56386.0,Wahkon,27.0,95.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,,,"02-$500,001 to $1,000,000",15.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"425 Hwy 264 Ste A, Gallup, NM, 87301",,,35.66344470000001,-109.0558111,True,ROOFTOP,,,,,,Google,POINT (-109.0558111 35.66344470000001),True,Navajo Nation,Navajo Nation Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1631419.0,1631419.0,20181214.0,O-Open Store,SAGEBRUSH LIQUORS,,425 HWY 264 STE A,GALLUP,NM,87301.0,Gallup,35.0,31.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,505.0,3715734.0,"04-$1,500,001 to $2,000,000",35.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"103 Bent St, Taos, NM, 87571",5037.0,55.0,36.40828,-105.57263,True,Exact,"103 BENT ST, TAOS, NM, 87571",R,35.0,159934354.0,940100.0,Census,POINT (-105.57263 36.40828),True,Taos,Taos Pueblo,False,,,GEOMETRYCOLLECTION EMPTY,1408983.0,1408983.0,20181214.0,O-Open Store,LA CHIRIPADA,,103 BENT ST,TAOS,NM,87571.0,Taos,35.0,55.0,USA,02-Liquor,4-Wine Specialty Store,A-1 Store,I-Independent Store,575.0,7511311.0,"02-$500,001 to $1,000,000",15.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"3194 Us Highway 59, Waubun, MN, 56589",1232.0,87.0,47.1799,-95.9331,True,Exact,"3194 US HWY 59, WAUBUN, MN, 56589",R,27.0,168228243.0,940300.0,Census,POINT (-95.9331 47.1799),True,White Earth,White Earth Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1929116.0,1929116.0,20181214.0,O-Open Store,EZ ONE STOP LIQUOR,,3194 US HIGHWAY 59,WAUBUN,MN,56589.0,Waubun,27.0,87.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,218.0,4732106.0,"02-$500,001 to $1,000,000",10.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"4112 State Route 105, Tokeland, WA, 98590",,,46.725016499999995,-124.02067079999999,True,ROOFTOP,,,,,,Google,POINT (-124.0206708 46.7250165),True,Shoalwater Bay,Shoalwater Bay Indian Reservation,False,,,GEOMETRYCOLLECTION EMPTY,7507165.0,7507165.0,20181214.0,O-Open Store,SMOKE N SPIRITS,,4112 STATE ROUTE 105,TOKELAND,WA,98590.0,Tokeland,53.0,49.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,,,"04-$1,500,001 to $2,000,000",30.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"1102 Paseo Del Pueblo Norte, El Prado, NM, 87529",,,36.4287226,-105.57531270000001,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-105.5753127 36.4287226),True,Taos,Taos Pueblo,False,,,GEOMETRYCOLLECTION EMPTY,801676.0,801676.0,20181214.0,O-Open Store,EL PRADO LIQUORS,,1102 PASEO DEL PUEBLO NORTE,EL PRADO,NM,87529.0,El Prado,35.0,55.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,575.0,7588254.0,"05-$2,000,001 to $4,000,000",40.0,1.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"1200 W Main St, Riverton, WY, 82501",,,43.02547379999999,-108.4089669,True,ROOFTOP,,,,,,Google,POINT (-108.4089669 43.02547379999999),True,Wind River,Wind River Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1482974.0,1482974.0,20181214.0,O-Open Store,SMITHS LIQUOR,183,1200 W MAIN ST,RIVERTON,WY,82501.0,Riverton,56.0,13.0,USA,02-Liquor,2-Conventional Liquor,K-501+ Stores,C-Chain Store,307.0,8564931.0,"01-$1 to $500,000",6.0,2.0,0.0,0.0,199804.0,22280.0,Smiths Food & Drug Liquor,Salt Lake City,UT,49.0,35.0,403017.0,Smiths Liquor,N,,
"1717 E Vista Chino Ste B2, Palm Springs, CA, 92262",2005.0,65.0,33.844852,-116.52793,True,Non_Exact,"1717 E VIS CHINO, PALM SPRINGS, CA, 92262",R,6.0,194763095.0,941200.0,Census,POINT (-116.52793 33.844852),True,Agua Caliente,Agua Caliente Indian Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1799841.0,1799841.0,20181214.0,O-Open Store,WHITE CROSS PHARMACY,1,1717 E VISTA CHINO STE B2,PALM SPRINGS,CA,92262.0,Palm Springs,6.0,65.0,USA,03-Drug,1-Rx Only and Small Indep,A-1 Store,I-Independent Store,760.0,3226700.0,"02-$500,001 to $1,000,000",15.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"15503 Hwy 2, Williston, ND, 58801",,,48.135749,-104.03983609999999,True,ROOFTOP,,,,,,Google,POINT (-104.0398361 48.135749),True,Turtle Mountain,Turtle Mountain Off-Reservation Trust Land,False,,,GEOMETRYCOLLECTION EMPTY,7174884.0,7174884.0,20181214.0,O-Open Store,TA LIQUORS,,15503 HWY 2,WILLISTON,ND,58801.0,Williston,38.0,105.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,701.0,5502775.0,"01-$1 to $500,000",5.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"5114 E Pickard St, Mount Pleasant, MI, 48858",,,43.6113609,-84.7460875,True,ROOFTOP,,,,,,Google,POINT (-84.7460875 43.6113609),True,Isabella,Isabella Reservation,False,,,GEOMETRYCOLLECTION EMPTY,681075.0,681075.0,20181214.0,O-Open Store,PICKARDS PARTY STORE,,5114 E PICKARD ST,MOUNT PLEASANT,MI,48858.0,Mount Pleasant,26.0,73.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,989.0,7736448.0,"01-$1 to $500,000",9.0,1.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"151 E Main St, Duchesne, UT, 84021",2083.0,13.0,40.163483,-110.39873500000002,True,Exact,"151 E MAIN ST, DUCHESNE, UT, 84021",L,49.0,133579252.0,940300.0,Census,POINT (-110.398735 40.163483),True,Uintah and Ouray,Uintah and Ouray Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1447294.0,1447294.0,20181214.0,O-Open Store,UTAH STATE PACKAGE AGENCY,169,151 E MAIN ST,DUCHESNE,UT,84021.0,Duchesne,49.0,13.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,C-Chain Store,435.0,7382408.0,"01-$1 to $500,000",5.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,178040.0,Utah State Package Agency,Y,,
"3395 State Highway 200, Mahnomen, MN, 56557",2111.0,87.0,47.325226,-95.55192,True,Exact,"3395 STATE HWY 200, MAHNOMEN, MN, 56557",L,27.0,168230114.0,940300.0,Census,POINT (-95.55192 47.325226),True,White Earth,White Earth Reservation,False,,,GEOMETRYCOLLECTION EMPTY,3803568.0,3803568.0,20181214.0,O-Open Store,ROY LAKE LIQUOR STORE,,3395 STATE HIGHWAY 200,MAHNOMEN,MN,56557.0,Mahnomen,27.0,87.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,,,"02-$500,001 to $1,000,000",15.0,3.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"30 Buffalo Thunder Trl, Santa Fe, NM, 87506",1075.0,49.0,35.85934,-105.99493000000001,True,Exact,"30 BUFFALO THUNDER TRL, SANTA FE, NM, 87506",R,35.0,641142813.0,940600.0,Census,POINT (-105.99493 35.85934),True,Pojoaque,Pueblo of Pojoaque,False,,,GEOMETRYCOLLECTION EMPTY,7405499.0,7405499.0,20181214.0,O-Open Store,WINE BUFF,,30 BUFFALO THUNDER TRL,SANTA FE,NM,87506.0,Santa Fe,35.0,49.0,USA,02-Liquor,4-Wine Specialty Store,A-1 Store,I-Independent Store,505.0,8192038.0,"02-$500,001 to $1,000,000",15.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"708 Lyle Chisholm Dr, Cass Lake, MN, 56633",,,47.3820139,-94.613975,True,ROOFTOP,,,,,,Google,POINT (-94.613975 47.3820139),True,Leech Lake,Leech Lake Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1407094.0,1407094.0,20181214.0,O-Open Store,SAFARI LIQUORS,,708 LYLE CHISHOLM DR,CASS LAKE,MN,56633.0,Cass Lake,27.0,21.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,218.0,3358527.0,"02-$500,001 to $1,000,000",15.0,1.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"6838 Y Frontage Rd NW, Walker, MN, 56484",1034.0,21.0,47.053978,-94.541504,True,Exact,"6838 Y FRONTAGE RD NW, WALKER, MN, 56484",R,27.0,162752938.0,940001.0,Census,POINT (-94.541504 47.053978),True,Leech Lake,Leech Lake Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1426008.0,1426008.0,20181214.0,O-Open Store,Y BOTTLE SHOP,,6838 Y FRONTAGE RD NW,WALKER,MN,56484.0,Walker,27.0,21.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,218.0,5473626.0,"02-$500,001 to $1,000,000",15.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"2509 Highway 395 S, Chewelah, WA, 99109",,,48.2415967,-117.7145811,True,ROOFTOP,,,,,,Google,POINT (-117.7145811 48.2415967),True,Spokane,Spokane Off-Reservation Trust Land,False,,,GEOMETRYCOLLECTION EMPTY,7293701.0,7293701.0,20181214.0,O-Open Store,MISTEQUA SPOKO,,2509 HIGHWAY 395 S,CHEWELAH,WA,99109.0,Chewelah,53.0,65.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,,,"03-$1,000,001 to $1,500,000",20.0,2.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"1510 Us 2 NE, Bena, MN, 56626",,,47.346293,-94.208881,True,ROOFTOP,,,,,,Google,POINT (-94.20888100000001 47.346293),True,Leech Lake,Leech Lake Reservation,False,,,GEOMETRYCOLLECTION EMPTY,7603339.0,7603339.0,20181214.0,O-Open Store,WINNIE LIQUOR STORE,,1510 US 2 NE,BENA,MN,56626.0,Bena,27.0,21.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,218.0,6652585.0,"02-$500,001 to $1,000,000",15.0,1.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"611 S Palm Canyon Dr Ste 1, Palm Springs, CA, 92264",1003.0,65.0,33.80135300000001,-116.54109,True,Non_Exact,"611 E PALM CANYON DR, PALM SPRINGS, CA, 92264",R,6.0,194762186.0,940800.0,Census,POINT (-116.54109 33.80135300000001),True,Agua Caliente,Agua Caliente Indian Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1830459.0,1830459.0,20181214.0,O-Open Store,DESERT DISCOUNT WINES SPIRITS,,611 S PALM CANYON DR STE 1,PALM SPRINGS,CA,92264.0,Palm Springs,6.0,65.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,760.0,3277701.0,"01-$1 to $500,000",7.0,1.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"440 S El Cielo Rd Ste B1, Palm Springs, CA, 92262",1040.0,65.0,33.817944,-116.51066000000002,True,Non_Exact,"440 S EL CIELO RD, PALM SPRINGS, CA, 92262",L,6.0,195066844.0,941200.0,Census,POINT (-116.51066 33.817944),True,Agua Caliente,Agua Caliente Indian Reservation,False,,,GEOMETRYCOLLECTION EMPTY,697531.0,697531.0,20181214.0,O-Open Store,PALM LIQUOR & DELI,2,440 S EL CIELO RD STE B1,PALM SPRINGS,CA,92262.0,Palm Springs,6.0,65.0,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,760.0,3256695.0,"01-$1 to $500,000",8.0,5.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"5442 Sycuan Rd, El Cajon, CA, 92019",1033.0,73.0,32.789153999999996,-116.824455,True,Non_Exact,"5442 SYCAUN RD, EL CAJON, CA, 92019",R,6.0,195752421.0,15502.0,Census,POINT (-116.824455 32.789154),True,Sycuan,Sycuan Off-Reservation Trust Land,False,,,GEOMETRYCOLLECTION EMPTY,669492.0,669492.0,20181214.0,O-Open Store,SYCUAN MEDICAL CENTER,,5442 SYCUAN RD,EL CAJON,CA,92019.0,El Cajon,6.0,73.0,USA,03-Drug,1-Rx Only and Small Indep,A-1 Store,I-Independent Store,619.0,4453518.0,"02-$500,001 to $1,000,000",15.0,1.0,0.0,0.0,999999.0,99999.0,Independent,,,,,555555.0,No Group Assignment,N,,
"2470 W Mason St, Green Bay, WI, 54303",1008.0,9.0,44.524002,-88.09298000000004,True,Non_Exact,"2470 W MASON ST, GREEN BAY, WI, 54303",R,55.0,148126318.0,940004.0,Census,POINT (-88.09298000000004 44.524002),True,Oneida (WI),Oneida (WI) Reservation,False,,,GEOMETRYCOLLECTION EMPTY,435408.0,435408.0,20181214.0,O-Open Store,SAMS CLUB,8149,2470 W MASON ST,GREEN BAY,WI,54303.0,Green Bay,55.0,9.0,USA,01-Wholesale Club,1-Conventional Club,K-501+ Stores,C-Chain Store,920.0,4972112.0,"18-$75,000,001 to $100,000,000",1525.0,139.0,0.0,0.0,27188.0,20137.0,Sams Club HQ,Bentonville,AR,5.0,7.0,143738.0,Sams Club,N,,
