address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource
"866 Kamehameha Hwy, Pearl City, HI, 96782",,,1615240.0,21.3938087,-157.9691069,True,ROOFTOP,,,,,,Google
"109 N State Road 7, Fort Lauderdale, FL, 33317",,,1639696.0,26.122136899999997,-80.2020757,True,RANGE_INTERPOLATED,,,,,,Google
"42150 Washington St, Indio, CA, 92203",2007.0,65.0,7451798.0,33.7425,-116.30385,True,Exact,"42150 WASHINGTON ST, INDIO, CA, 92203",L,6.0,633071088.0,45214.0,Census
"75-5756 Hualalai Rd, Kailua Kona, HI, 96740",,,1700671.0,19.630603699999998,-155.9759637,True,RANGE_INTERPOLATED,,,,,,Google
"516 W 9th St, The Dalles, OR, 97058",,,744678.0,45.600297600000005,-121.19404180000001,True,ROOFTOP,,,,,,Google
"355 Lakeport Blvd, Lakeport, CA, 95453",,,583903.0,39.0337844,-122.91788020000001,True,ROOFTOP,,,,,,Google
"255 Kehalani Village Dr, Wailuku, HI, 96793",,,7333289.0,20.8725385,-156.5013875,True,RANGE_INTERPOLATED,,,,,,Google
"5600 W Sample Rd, Pompano Beach, FL, 33073",1011.0,11.0,360858.0,26.274038,-80.19876,True,Non_Exact,"5600 W SAMPLE RD, POMPANO BEACH, FL, 33073",R,12.0,639377416.0,20101.0,Census
"78 Ala Malama Ave, Kaunakakai, HI, 96748",,,129758.0,21.0903599,-157.0210939,True,ROOFTOP,,,,,,Google
"1385 E Florence Blvd, Casa Grande, AZ, 85122",,,417561.0,32.8785549,-111.72774309999998,True,ROOFTOP,,,,,,Google
"111 Coors Blvd NW, Albuquerque, NM, 87121",1006.0,1.0,3744314.0,35.08341,-106.71082,True,Exact,"111 COORS BLVD NW, ALBUQUERQUE, NM, 87121",L,35.0,206699724.0,4741.0,Census
"360 Main St, Hazelton, ND, 58544",2249.0,29.0,2072953.0,46.484787,-100.27717,True,Exact,"360 MAIN ST, HAZELTON, ND, 58544",L,38.0,198060337.0,966500.0,Census
"2855 East Manoa Rd, Honolulu, HI, 96822",1015.0,3.0,129990.0,21.309229000000002,-157.81126,True,Exact,"2855 E MANOA RD, HONOLULU, HI, 96822",R,15.0,203333714.0,2900.0,Census
"2750 Davie Blvd, Fort Lauderdale, FL, 33312",,,46755.0,26.105292600000002,-80.1790459,True,ROOFTOP,,,,,,Google
"46-065 Kamehameha Hwy, Kaneohe, HI, 96744",,,129751.0,21.4215914,-157.80251,True,ROOFTOP,,,,,,Google
"1000 Cutting Blvd, Richmond, CA, 94804",2022.0,13.0,1753199.0,37.925270000000005,-122.38346000000001,True,Non_Exact,"1000 W CUTTING BLVD, RICHMOND, CA, 94804",L,6.0,192037345.0,378000.0,Census
"1753 E White Mountain Blvd, Pinetop Lakeside, AZ, 85935",,,471096.0,34.125505100000005,-109.93489270000002,True,ROOFTOP,,,,,,Google
"1105 Kuhio Hwy Ste F, Kapaa, HI, 96746",,,129753.0,22.068751000000002,-159.3204055,True,ROOFTOP,,,,,,Google
"1772 S King St, Honolulu, HI, 96826",4001.0,3.0,129995.0,21.295929,-157.83303999999998,True,Non_Exact,"1772 S KING ST, HONOLULU, HI, 96826",L,15.0,203241609.0,2600.0,Census
"220 S State Highway 97, Sand Springs, OK, 74063",,,1778672.0,36.1386069,-96.1089573,True,ROOFTOP,,,,,,Google
"125 W Main St, Somerton, AZ, 85350",3003.0,27.0,7506188.0,32.59661,-114.713425,True,Exact,"125 MAIN ST, SOMERTON, AZ, 85350",L,4.0,129612036.0,11504.0,Census
"1190 N Main St, Bishop, CA, 93514",,,1486135.0,37.373633500000004,-118.39339820000001,True,GEOMETRIC_CENTER,,,,,,Google
"339 4th Ave SE, Garrison, ND, 58540",5180.0,55.0,80822.0,47.64669,-101.41199,True,Exact,"339 4TH AVE SE, GARRISON, ND, 58540",R,38.0,198942043.0,961000.0,Census
"2275 Pine St, Redding, CA, 96001",1108.0,89.0,1743155.0,40.57679,-122.38649,True,Exact,"2275 PINE ST, REDDING, CA, 96001",L,6.0,126706293.0,10200.0,Census
"3260 Davie Blvd, Fort Lauderdale, FL, 33312",,,46758.0,26.103361,-80.1890758,True,ROOFTOP,,,,,,Google
"2378 W 24th St, Yuma, AZ, 85364",,,1768446.0,32.685103399999996,-114.64816040000001,True,ROOFTOP,,,,,,Google
"170 6th St, Potlatch, ID, 83855",3030.0,57.0,3935907.0,46.92163,-116.90194,True,Exact,"170 6TH ST, POTLATCH, ID, 83855",L,16.0,193865022.0,5500.0,Census
"736 Lower Main St, Wailuku, HI, 96793",1014.0,9.0,1627470.0,20.90237,-156.48532,True,Exact,"736 LOWER MAIN ST, WAILUKU, HI, 96793",R,15.0,85060190.0,30902.0,Census
"10325 E Riggs Rd, Chandler, AZ, 85248",2000.0,13.0,940115.0,33.2183,-111.86038,True,Non_Exact,"10325 E RIGGS RD, CHANDLER, AZ, 85248",R,4.0,642853309.0,817500.0,Census
"29200 Valley Center Rd, Valley Center, CA, 92082",3056.0,73.0,1525443.0,33.231228,-117.02457,True,Exact,"29200 VALLEY CENTER RD, VALLEY CENTER, CA, 92082",L,6.0,195385884.0,19103.0,Census
"4454 Nuhou St, Lihue, HI, 96766",2031.0,7.0,7289617.0,21.966522,-159.38076999999998,True,Exact,"4454 NUHOU ST, LIHUE, HI, 96766",R,15.0,614442146.0,40400.0,Census
"427 S Arizona Ave, Holton, KS, 66436",1094.0,85.0,7464645.0,39.463646000000004,-95.7479,True,Exact,"427 ARIZONA AVE, HOLTON, KS, 66436",L,20.0,10120984.0,82700.0,Census
"2600 W 16th St, Yuma, AZ, 85364",1003.0,27.0,369435.0,32.67985,-114.63715,True,Non_Exact,"2600 16TH DR, YUMA, AZ, 85364",L,4.0,129678451.0,907.0,Census
"41 1517 Kalanianaole Hwy, Waimanalo, HI, 96795",,,942779.0,21.3480423,-157.7211051,True,ROOFTOP,,,,,,Google
"11980 State Highway 88, Jackson, CA, 95642",,,535439.0,38.3623862,-120.80134450000001,True,ROOFTOP,,,,,,Google
"45-480 Kaneohe Bay Dr, Kaneohe, HI, 96744",2001.0,3.0,129748.0,21.403617999999998,-157.79715,True,Exact,"45-480 KANEOHE BAY DR, KANEOHE, HI, 96744",L,15.0,203238503.0,10602.0,Census
"45 934 Kamehameha Hwy, Kaneohe, HI, 96744",,,129749.0,21.4136087,-157.8011789,True,ROOFTOP,,,,,,Google
"425 Nathan Ellis Hwy, Mashpee, MA, 26493",,,520190.0,41.6163047,-70.5187773,True,ROOFTOP,,,,,,Google
"23760 S Power Rd, Queen Creek, AZ, 85142",,,1857196.0,33.2332234,-111.68746409999999,True,ROOFTOP,,,,,,Google
"13733 N Fountain Hills Blvd, Fountain Hills, AZ, 85268",4008.0,13.0,452340.0,33.610107,-111.72948999999998,True,Non_Exact,"13733 N FOUNTAIN HILLS BLVD, FOUNTAIN HLS, AZ, 85268",R,4.0,128959395.0,216818.0,Census
"820 W Hind Dr Ste 101, Honolulu, HI, 96821",3011.0,3.0,129981.0,21.279298999999998,-157.75551000000002,True,Non_Exact,"820 W HIND DR, HONOLULU, HI, 96821",L,15.0,636073124.0,302.0,Census
"21044 N John Wayne Pkwy, Maricopa, AZ, 85139",,,1839523.0,33.0711752,-112.04688370000001,True,ROOFTOP,,,,,,Google
"590 Kailua Rd, Kailua, HI, 96734",1006.0,3.0,129742.0,21.393366,-157.73988,True,Exact,"590 KAILUA RD, KAILUA, HI, 96734",R,15.0,203262457.0,11105.0,Census
"8560 County Road 833, Clewiston, FL, 33440",,,1893004.0,26.6428972,-81.1275797,True,ROOFTOP,,,,,,Google
"1825 Cutting Blvd, Richmond, CA, 94804",2020.0,13.0,1547448.0,37.925205,-122.35189,True,Exact,"1825 CUTTING BLVD, RICHMOND, CA, 94804",L,6.0,192040905.0,379000.0,Census
"60 State St, Presque Isle, ME, 47692",,,864918.0,46.6829401,-68.0202515,True,ROOFTOP,,,,,,Google
"2864 N Power Rd, Mesa, AZ, 85215",1011.0,13.0,940155.0,33.467415,-111.683945,True,Non_Exact,"2864 N POWER RD, MESA, AZ, 85215",R,4.0,128942748.0,420211.0,Census
"2955 E Ocotillo Rd, Chandler, AZ, 85249",,,7540083.0,33.2477478,-111.82603859999999,True,RANGE_INTERPOLATED,,,,,,Google
"840 E Hobsonway, Blythe, CA, 92225",,,466941.0,33.6092755,-114.5871842,True,ROOFTOP,,,,,,Google
"25 Kaneohe Bay Dr, Kailua, HI, 96734",1000.0,3.0,1619866.0,21.422473999999998,-157.7488,True,Exact,"25 KANEOHE BAY DR, KAILUA, HI, 96734",R,15.0,645471239.0,10901.0,Census
"4838 Macdonald Ave, Richmond, CA, 94805",1000.0,13.0,1547444.0,37.932392,-122.32413000000001,True,Exact,"4838 MACDONALD AVE, RICHMOND, CA, 94805",R,6.0,192107062.0,381000.0,Census
"13901 San Pablo Ave, San Pablo, CA, 94806",,,2153828.0,37.959514500000004,-122.3427128,True,ROOFTOP,,,,,,Google
"1060 Keolu Dr, Kailua, HI, 96734",2005.0,3.0,129736.0,21.377638,-157.72853,True,Exact,"1060 KEOLU DR, KAILUA, HI, 96734",L,15.0,203240427.0,11106.0,Census
"2200 Us Highway 50 E, Dayton, NV, 89403",,,2013771.0,39.2635111,-119.5821723,True,GEOMETRIC_CENTER,,,,,,Google
"304 Main St, Fairfax, SD, 57335",,,564188.0,43.0267446,-98.88846540000002,True,RANGE_INTERPOLATED,,,,,,Google
"58 Kupuohi St, Lahaina, HI, 96761",2013.0,9.0,7442864.0,20.885263000000002,-156.67851000000002,True,Exact,"58 KUPUOHI ST, LAHAINA, HI, 96761",R,15.0,85102168.0,31402.0,Census
"1245 W Main St, Mesa, AZ, 85201",2000.0,13.0,882333.0,33.414906,-111.85841,True,Non_Exact,"1245 W MAIN ST, MESA, AZ, 85201",L,4.0,128234314.0,421304.0,Census
"25 Kaneohe Bay Dr, Kailua, HI, 96734",1000.0,3.0,129739.0,21.422473999999998,-157.7488,True,Exact,"25 KANEOHE BAY DR, KAILUA, HI, 96734",R,15.0,645471239.0,10901.0,Census
"230 E Johnson Ave, Coos Bay, OR, 97420",1116.0,11.0,452330.0,43.357986,-124.215,True,Exact,"230 JOHNSON AVE, COOS BAY, OR, 97420",R,41.0,136987054.0,700.0,Census
"2275 Pine St, Redding, CA, 96001",1108.0,89.0,1883451.0,40.57679,-122.38649,True,Exact,"2275 PINE ST, REDDING, CA, 96001",L,6.0,126706293.0,10200.0,Census
"3025 Johnson St, Hollywood, FL, 33021",1007.0,11.0,45640.0,26.018417000000003,-80.16798,True,Exact,"3025 JOHNSON ST, HOLLYWOOD, FL, 33021",R,12.0,114729407.0,90900.0,Census
"401 Martin Luther King Dr, Jeanerette, LA, 70544",2039.0,45.0,1640451.0,29.904871000000004,-91.66434,True,Exact,"401 MARTIN LUTHER KING DR, JEANERETTE, LA, 70544",L,22.0,85356673.0,31600.0,Census
"900 W Deuce Of Clubs, Show Low, AZ, 85901",,,512566.0,34.2463249,-110.05199840000002,True,ROOFTOP,,,,,,Google
"250 S 12th Ave, Hanford, CA, 93230",,,2001310.0,36.321751,-119.6761744,True,ROOFTOP,,,,,,Google
"1334 E Chandler Blvd, Phoenix, AZ, 85048",1015.0,13.0,549805.0,33.305434999999996,-112.05362,True,Non_Exact,"1334 E CHANDLER BLVD, PHOENIX, AZ, 85048",R,4.0,128946432.0,116728.0,Census
"745 N Riverside Dr, Espanola, NM, 87532",3087.0,39.0,395716.0,35.988064,-106.06087,True,Non_Exact,"745 N RIVERSIDE DR, ESPANOLA, NM, 87532",R,35.0,143273856.0,940700.0,Census
"3288 Pierce St, Richmond, CA, 94804",3020.0,13.0,934942.0,37.89922,-122.30911,True,Exact,"3288 PIERCE ST, RICHMOND, CA, 94804",L,6.0,192109949.0,383000.0,Census
"1342 E Main St, Mesa, AZ, 85203",2015.0,13.0,113155.0,33.41522,-111.80331000000001,True,Non_Exact,"1342 E MAIN ST, MESA, AZ, 85203",L,4.0,128245530.0,421601.0,Census
"21200 Olhava Way NW, Poulsbo, WA, 98370",1027.0,35.0,1882126.0,47.754486,-122.66465,True,Exact,"21200 OLHAVA WAY NW, POULSBO, WA, 98370",R,53.0,640184183.0,90201.0,Census
"723 St Rd 22, Pena Blanca, NM, 87041",,,2072926.0,35.5708456,-106.3382804,True,GEOMETRIC_CENTER,,,,,,Google
"304 Foster Ave, Cottonwood, ID, 83522",1051.0,49.0,3935924.0,46.056156,-116.34648,True,Non_Exact,"304 FOSTER ST, COTTONWOOD, ID, 83522",L,16.0,195907087.0,960300.0,Census
"142 Genesee St, Oneida, NY, 13421",4018.0,53.0,173880.0,43.078915,-75.64258000000001,True,Exact,"142 GENESEE ST, ONEIDA, NY, 13421",R,36.0,46524290.0,940102.0,Census
"98-1277 Kaahumanu St, Aiea, HI, 96701",1010.0,3.0,129682.0,21.38928,-157.95341000000002,True,Exact,"98-1277 KAAHUMANU ST, AIEA, HI, 96701",R,15.0,203229620.0,8002.0,Census
"356 8th St, Lanai City, HI, 96763",,,1603857.0,20.824540399999997,-156.9197593,True,ROOFTOP,,,,,,Google
"99 115 Aiea Heights Dr Ste 108, Aiea, HI, 96701",,,129684.0,21.379388100000003,-157.9302404,True,ROOFTOP,,,,,,Google
"590 Farrington Hwy Unit 400, Kapolei, HI, 96707",1001.0,3.0,487869.0,21.335655,-158.08275,True,Exact,"590 FARRINGTON HWY, KAPOLEI, HI, 96707",L,15.0,635959563.0,11500.0,Census
"2241 Main St NE, Los Lunas, NM, 87031",3063.0,61.0,1645252.0,34.80418,-106.70586000000002,True,Non_Exact,"2241 MAIN ST, LOS LUNAS, NM, 87031",R,35.0,639623303.0,970102.0,Census
"201 N Main St, Carson, ND, 58529",2527.0,37.0,946954.0,46.422226,-101.56605,True,Non_Exact,"201 N MAIN ST, CARSON, ND, 58529",R,38.0,197134810.0,965900.0,Census
"92 585 Makakilo Dr, Kapolei, HI, 96707",,,749538.0,21.347845,-158.0812398,True,ROOFTOP,,,,,,Google
"602 W Central Blvd, Anadarko, OK, 73005",,,164684.0,35.072122,-98.2521495,True,ROOFTOP,,,,,,Google
"99-170 Moanalua Rd, Aiea, HI, 96701",2021.0,3.0,749536.0,21.380243,-157.9308,True,Exact,"99-170 MOANALUA RD, AIEA, HI, 96701",L,15.0,203230639.0,7701.0,Census
"98-1277 Kaahumanu St, Aiea, HI, 96701",1010.0,3.0,749537.0,21.38928,-157.95341000000002,True,Exact,"98-1277 KAAHUMANU ST, AIEA, HI, 96701",R,15.0,203229620.0,8002.0,Census
"45000 Pechanga Pkwy, Temecula, CA, 92592",,,7502113.0,33.4560541,-117.1067437,True,ROOFTOP,,,,,,Google
"3145 S Alma School Rd, Chandler, AZ, 85248",1003.0,13.0,930133.0,33.25965,-111.85828400000001,True,Non_Exact,"3145 S ALMA SCHOOL RD, CHANDLER, AZ, 85248",R,4.0,640589914.0,812700.0,Census
"2255 Las Vegas Blvd N, North Las Vegas, NV, 89030",5000.0,3.0,1873171.0,36.201285999999996,-115.12151999999999,True,Exact,"2255 LAS VEGAS BLVD N, NORTH LAS VEGAS, NV, 89030",L,32.0,201913846.0,3800.0,Census
"206 Highway 83 N, Linton, ND, 58552",,,1625400.0,46.2696858,-100.2381765,True,ROOFTOP,,,,,,Google
"4117 Waialae Ave, Honolulu, HI, 96816",2007.0,3.0,1489606.0,21.278688,-157.78825,True,Exact,"4117 WAIALAE AVE, HONOLULU, HI, 96816",L,15.0,203243143.0,901.0,Census
"4915 N 34th St, Tampa, FL, 33610",3002.0,57.0,344163.0,27.990242,-82.42241,True,Non_Exact,"4915 N 34TH ST, TAMPA, FL, 33610",R,12.0,104533486.0,1800.0,Census
"90 Ala Malama St, Kaunakakai, HI, 96748",,,761641.0,21.090517000000002,-157.0203492,True,ROOFTOP,,,,,,Google
"1070 Keolu Dr, Kailua, HI, 96734",,,1487421.0,21.3769565,-157.7289289,True,ROOFTOP,,,,,,Google
"13550 Immokalee Rd, Naples, FL, 34120",,,7491485.0,26.277995500000003,-81.5968255,True,ROOFTOP,,,,,,Google
"1601 Arenal Rd SW, Albuquerque, NM, 87105",3007.0,1.0,256314.0,35.053528,-106.67711000000001,True,Exact,"1601 ARENAL RD SW, ALBUQUERQUE, NM, 87105",R,35.0,206707137.0,4300.0,Census
"1505 Dillingham Blvd, Honolulu, HI, 96817",2011.0,3.0,416203.0,21.324920000000002,-157.87718,True,Exact,"1505 DILLINGHAM BLVD, HONOLULU, HI, 96817",L,15.0,203234952.0,5800.0,Census
"1201 W Petree Rd, Anadarko, OK, 73005",,,885338.0,35.060077899999996,-98.26215129999999,True,ROOFTOP,,,,,,Google
"949 Hwy 82, Cloudcroft, NM, 88317",,,2237485.0,32.952529600000005,-105.7089861,True,GEOMETRIC_CENTER,,,,,,Google
"19190 Us Highway 12, Lemmon, SD, 57638",,,7537673.0,45.934969,-102.17747990000001,True,ROOFTOP,,,,,,Google
"1315 E Valley Pkwy, Escondido, CA, 92027",2025.0,73.0,497650.0,33.13138,-117.06506999999999,True,Non_Exact,"1315 E VALLEY PKWY, ESCONDIDO, CA, 92027",R,6.0,195313016.0,20211.0,Census
"91 1119 Keaunui Dr, Ewa Beach, HI, 96706",,,7043367.0,21.326923,-158.0200844,True,ROOFTOP,,,,,,Google
"306 New Market Rd E, Immokalee, FL, 34142",3012.0,21.0,692899.0,26.424053000000004,-81.41341,True,Non_Exact,"306 NEW MARKET RD E, IMMOKALEE, FL, 34142",R,12.0,115166647.0,11400.0,Census
"110 E Main St, Carnegie, OK, 73015",2126.0,15.0,245873.0,35.105717,-98.600746,True,Exact,"110 E MAIN ST, CARNEGIE, OK, 73015",L,40.0,634169906.0,161800.0,Census
"418 8th St, Myrtle Point, OR, 97458",6016.0,11.0,127003.0,43.063829999999996,-124.13917,True,Exact,"418 8TH ST, MYRTLE POINT, OR, 97458",L,41.0,136995611.0,1100.0,Census
"1 Main St, Trinidad, CA, 95570",,,125067.0,41.0609156,-124.1405896,True,ROOFTOP,,,,,,Google
"2438 E Oak St, Jena, LA, 71342",,,95234.0,31.682421899999998,-92.1267832,True,ROOFTOP,,,,,,Google
"1221 W Doolin Ave, Blackwell, OK, 74631",3009.0,71.0,98742.0,36.811417,-97.29946,True,Non_Exact,"1221 W DOOLIN AVE, BLACKWELL, OK, 74631",R,40.0,612802579.0,1301.0,Census
"811 SE Frank Phillips Blvd, Bartlesville, OK, 74003",2079.0,147.0,97890.0,36.751698,-95.9861,True,Non_Exact,"811 SW FRANK PHILLIPS BLVD, BARTLESVILLE, OK, 74003",L,40.0,606547435.0,200.0,Census
"710 E 2nd St, Rushville, NE, 69360",3064.0,161.0,93053.0,42.718323,-102.4529,True,Non_Exact,"710 E 2ND ST, RUSHVILLE, NE, 69360",L,31.0,164344175.0,951700.0,Census
"4850 Kapolei Pkwy, Kapolei, HI, 96707",1003.0,3.0,7079361.0,21.328754,-158.07634,True,Exact,"4850 KAPOLEI PKWY, KAPOLEI, HI, 96707",R,15.0,641576564.0,11500.0,Census
"850 S Rancho Dr, Las Vegas, NV, 89106",,,115264.0,36.1614309,-115.1743624,True,ROOFTOP,,,,,,Google
"2009 Main St, Fortuna, CA, 95540",2000.0,23.0,125059.0,40.597496,-124.147575,True,Exact,"2009 MAIN ST, FORTUNA, CA, 95540",L,6.0,113040185.0,10901.0,Census
"111 Coors Blvd NW, Albuquerque, NM, 87121",1006.0,1.0,356066.0,35.08341,-106.71082,True,Exact,"111 COORS BLVD NW, ALBUQUERQUE, NM, 87121",L,35.0,206699724.0,4741.0,Census
"1173 21st Ave, Honolulu, HI, 96816",3001.0,3.0,129899.0,21.277987,-157.78963000000002,True,Exact,"1173 21ST AVE, HONOLULU, HI, 96816",R,15.0,607841996.0,700.0,Census
"288 Frontage Rd, Blackduck, MN, 56630",,,1863150.0,47.726530600000004,-94.5534893,True,ROOFTOP,,,,,,Google
"5001 Cutting Blvd, Richmond, CA, 94804",2003.0,13.0,976111.0,37.92549,-122.32256000000001,True,Exact,"5001 CUTTING BLVD, RICHMOND, CA, 94804",L,6.0,192041749.0,381000.0,Census
"9560 Winter Gardens Blvd, Lakeside, CA, 92040",2002.0,73.0,348745.0,32.85158,-116.93108000000001,True,Exact,"9560 WINTER GARDENS BLVD, LAKESIDE, CA, 92040",L,6.0,195752055.0,16702.0,Census
"904 S 4th St, Ponca City, OK, 74601",,,98736.0,36.6947847,-97.08072920000001,True,ROOFTOP,,,,,,Google
"412 9th St, Timber Lake, SD, 57656",,,246973.0,45.4304018,-101.0751233,True,ROOFTOP,,,,,,Google
"3100 E Lake Mead Blvd Ste 5, North Las Vegas, NV, 89030",,,5239241.0,36.1960265,-115.1059076,True,ROOFTOP,,,,,,Google
"176 W Goldfield Ave, Yerington, NV, 89447",2136.0,19.0,704656.0,38.993877000000005,-119.16523000000001,True,Exact,"176 W GOLDFIELD AVE, YERINGTON, NV, 89447",R,32.0,140343268.0,960900.0,Census
"228 N Main St, Gordon, NE, 69343",,,93045.0,42.805848700000006,-102.20364670000001,True,ROOFTOP,,,,,,Google
"78 6831 Alii Dr, Kailua Kona, HI, 96740",,,312572.0,19.571681899999998,-155.9620079,True,ROOFTOP,,,,,,Google
"3221 Waialae Ave, Honolulu, HI, 96816",3012.0,3.0,162032.0,21.287128,-157.80759,True,Exact,"3221 WAIALAE AVE, HONOLULU, HI, 96816",R,15.0,203242407.0,1300.0,Census
"520 Mount Hood St, The Dalles, OR, 97058",,,576255.0,45.604577899999995,-121.1942992,True,ROOFTOP,,,,,,Google
"13 Cape Rd, Taunton, MA, 27802",,,2135312.0,41.9052419,-71.0666487,True,ROOFTOP,,,,,,Google
"Hwy 73 & Main St, Whiteriver, AZ, 85941",,,114161.0,33.82422879999999,-109.97905379999999,True,GEOMETRIC_CENTER,,,,,,Google
"3198 Willow Creek Rd, Prescott, AZ, 86301",1000.0,25.0,1787880.0,34.598929999999996,-112.45721,True,Exact,"3198 WILLOW CREEK RD, PRESCOTT, AZ, 86301",L,4.0,637252952.0,1001.0,Census
"3555 Mullan Rd, Missoula, MT, 59808",,,1580547.0,46.8835932,-114.0421004,True,ROOFTOP,,,,,,Google
"1935 N Stapley Dr, Mesa, AZ, 85203",1005.0,13.0,2575505.0,33.449406,-111.80493999999999,True,Non_Exact,"1935 N STAPLEY DR, MESA, AZ, 85203",R,4.0,128924732.0,420604.0,Census
"203 E Highway St, Holdenville, OK, 74848",,,508548.0,35.085952899999995,-96.38669229999999,True,ROOFTOP,,,,,,Google
"1602 H St, Las Vegas, NV, 89106",,,744079.0,36.1890929,-115.1514203,True,ROOFTOP,,,,,,Google
"91200 2nd St, Mecca, CA, 92254",1018.0,65.0,119612.0,33.57018,-116.07439,True,Exact,"91200 2ND ST, MECCA, CA, 92254",L,6.0,194699485.0,45604.0,Census
"359 N Market St, Wailuku, HI, 96793",1004.0,9.0,581831.0,20.892626,-156.50438,True,Non_Exact,"359 N MARKET ST, WAILUKU, HI, 96793",R,15.0,85093401.0,30901.0,Census
"13 Access Hwy, Limestone, ME, 47501",,,637610.0,46.913337,-67.82656800000001,True,ROOFTOP,,,,,,Google
"500 Burlington St SE, Mandan, ND, 58554",2001.0,59.0,953243.0,46.824259999999995,-100.88338,True,Exact,"500 BURLINGTON ST SE, MANDAN, ND, 58554",R,38.0,199023011.0,20300.0,Census
"330 Kuulei Rd, Kailua, HI, 96734",1010.0,3.0,3762732.0,21.395754,-157.74153,True,Exact,"330 KUULEI RD, KAILUA, HI, 96734",R,15.0,203262432.0,10905.0,Census
"130 N Cammann St, Coos Bay, OR, 97420",3000.0,11.0,289439.0,43.391014,-124.27346999999999,True,Non_Exact,"130 S CAMMANN ST, COOS BAY, OR, 97420",L,41.0,137031378.0,504.0,Census
"2041 N Recker Rd, Mesa, AZ, 85215",2009.0,13.0,7373058.0,33.453457,-111.70147,True,Non_Exact,"2041 N RECKER RD, MESA, AZ, 85215",R,4.0,128377373.0,420212.0,Census
"1725 W Hunt Hwy, San Tan Valley, AZ, 85143",,,1921262.0,33.1763139,-111.58473300000001,True,ROOFTOP,,,,,,Google
"1330 S Providence Center Dr, Cedar City, UT, 84720",2069.0,21.0,1554448.0,37.653267,-113.084946,True,Exact,"1330 PROVIDENCE CENTER DR, CEDAR CITY, UT, 84720",L,49.0,165427548.0,110702.0,Census
"6033 E Mckellips Rd, Mesa, AZ, 85215",2001.0,13.0,7474706.0,33.451865999999995,-111.70091000000001,True,Non_Exact,"6033 E MCKELLIPS RD, MESA, AZ, 85215",R,4.0,635270351.0,420210.0,Census
"108 N Main Ave, Baudette, MN, 56623",1102.0,77.0,2005167.0,48.712486,-94.60036,True,Non_Exact,"108 MAIN ST, BAUDETTE, MN, 56623",L,27.0,176525348.0,460300.0,Census
"5235 Happy Valley Rd, Anderson, CA, 96007",2003.0,89.0,998360.0,40.438334999999995,-122.40758500000001,True,Exact,"5235 HAPPY VALLEY RD, ANDERSON, CA, 96007",R,6.0,126631628.0,12303.0,Census
"4201 Central Ave NW, Albuquerque, NM, 87105",3018.0,1.0,2631424.0,35.08553,-106.68578000000001,True,Non_Exact,"4201 CENTRAL AVE, ALBUQUERQUE, NM, 87105",R,35.0,206735991.0,2401.0,Census
"8522 Us Highway 51 N, Minocqua, WI, 54548",,,76743.0,45.876647,-89.703424,True,ROOFTOP,,,,,,Google
"105 W Hanford Armona Rd, Lemoore, CA, 93245",1000.0,31.0,459122.0,36.31338,-119.78249,True,Exact,"105 HANFORD ARMONA RD, LEMOORE, CA, 93245",L,6.0,197987904.0,404.0,Census
"63802 Us Highway 93, Ronan, MT, 59864",,,576419.0,47.5199872,-114.09648419999999,True,ROOFTOP,,,,,,Google
"53 Court St, Taunton, MA, 27803",4003.0,5.0,1738404.0,41.90333,-71.09715,True,Non_Exact,"53 COURT ST, TAUNTON, MA, 02780",R,25.0,46803436.0,613800.0,Census
"345 Keawe St, Lahaina, HI, 96761",,,2626588.0,20.8853597,-156.680025,True,ROOFTOP,,,,,,Google
"9750 State Highway 70, Minocqua, WI, 54548",1072.0,85.0,76746.0,45.88661,-89.719604,True,Exact,"9750 STATE HWY 70, MINOCQUA, WI, 54548",L,55.0,196578526.0,970800.0,Census
"755 San Juan Dr, Pagosa Springs, CO, 81147",2061.0,7.0,210100.0,37.187107,-106.9777,True,Exact,"755 SAN JUAN DR, PAGOSA SPGS, CO, 81147",L,8.0,645513543.0,974300.0,Census
"49908 Jefferson St, Indio, CA, 92201",2026.0,65.0,1626308.0,33.6863,-116.26871000000001,True,Exact,"49908 JEFFERSON ST, INDIO, CA, 92201",L,6.0,195095870.0,45224.0,Census
"113 6th St SE, Watford City, ND, 58854",2046.0,53.0,7238792.0,47.800971999999994,-103.27485,True,Exact,"113 6TH ST SE, WATFORD CITY, ND, 58854",R,38.0,167637975.0,962400.0,Census
"125 Main St, Pollock, SD, 57648",1112.0,21.0,448691.0,45.899532,-100.28771,True,Exact,"125 MAIN ST, POLLOCK, SD, 57648",R,46.0,199668754.0,964100.0,Census
"1090 Seeman St, Darrington, WA, 98241",,,128389.0,48.255903,-121.60362009999999,True,ROOFTOP,,,,,,Google
"1845 N Scottsdale Rd, Tempe, AZ, 85281",,,346780.0,33.449875399999996,-111.9250165,True,ROOFTOP,,,,,,Google
"1906 Isleta Blvd SW, Albuquerque, NM, 87105",1011.0,1.0,1645280.0,35.047604,-106.67849,True,Exact,"1906 ISLETA BLVD SW, ALBUQUERQUE, NM, 87105",L,35.0,206707151.0,4501.0,Census
"845 S Main Ave, Fallbrook, CA, 92028",,,259873.0,33.3753678,-117.2527354,True,ROOFTOP,,,,,,Google
