id,address,match,matchtype,parsed,tigerlineid,side,statefp,countyfp,tract,block,lat,lon
122,"HWY. 160, RED MESA, AZ, 86514",Google,GEOMETRIC_CENTER,,,,,,,,36.96246600000001,-109.3811488
123,"HWY. N. 13 21 MILES WEST OF HWY. 491, RED VALLEY, AZ, 86544",Google,APPROXIMATE,,,,,,,,36.6039938,-109.0603825
124,"HWY. 59, ROUGH ROCK, AZ, 86503",Google,GEOMETRIC_CENTER,,,,,,,,36.413646,-109.8716963
520,"121 PANTHER TRAIL DRIVE, KINDER, LA, 70648",Google,GEOMETRIC_CENTER,,,,,,,,30.548619,-92.8120919
400,"410 RTE 2, MASHANTUCKET, CT, 6339",Google,APPROXIMATE,,,,,,,,41.4615182,-71.97866259999999
522,"711 PARAGON PLACE, MARKSVILLE, LA, 71351",Google,ROOFTOP,,,,,,,,31.1065037,-92.06036080000001
129,"HWY. 89 & S.R. 64, CAMERON, AZ, 86020",Google,RANGE_INTERPOLATED,,,,,,,,40.7609995,-111.8932036
767,"335 U.S. HWY. 87, BOX ELDER, MT, 59521",Google,ROOFTOP,,,,,,,,48.31376299999999,-110.017173
888,"2016 TAOS HWY, SAN JUAN PUEBLO, NM, 87566",Google,APPROXIMATE,,,,,,,,36.4072485,-105.5730665
801,"505 U.S. HWY. 93 S., RONAN, MT, 59864",Google,RANGE_INTERPOLATED,,,,,,,,47.5346062,-114.0998258
769,"51 CURVE DR., BOX ELDER, MT, 59521",Google,ROOFTOP,,,,,,,,48.2830726,-109.8209999
528,"HWY. 1, MARKSVILLE, LA, 71351",Google,GEOMETRIC_CENTER,,,,,,,,31.1245849,-92.070178
1000,"PO BOX 1245, PENA BLANCA, NM, 87041",Google,GEOMETRIC_CENTER,,,,,,,,35.5608705,-106.340877
1120,"148 S.R. 37, HOGANSBURG, NY, 13655",Google,RANGE_INTERPOLATED,,,,,,,,44.97780179999999,-74.71031359999999
1240,"2M E JCT HWY 60 & 137, WYANDOTTE, OK, 74370",Google,ROOFTOP,,,,,,,,36.8051922,-94.71966239999999
372,"22391 W HWY 160, CHIMNEY ROCK, CO, 81127",Google,APPROXIMATE,,,,,,,,37.194448,-107.3011576
131,"JCT. HWY. 160 & 163, KAYENTA, AZ, 86033",Google,GEOMETRIC_CENTER,,,,,,,,36.7063628,-110.2480789
132,"35900 HWY. I-40 EXIT 359, LUPTON, AZ, 86508",Google,ROOFTOP,,,,,,,,35.3629829,-109.0482471
133,"HWY. 89 & JCT. 64, CAMERON, AZ, 86020",Google,RANGE_INTERPOLATED,,,,,,,,40.7609995,-111.8932036
136,"H.C. 58 BOX 40 HWY. 264, GANADO, AZ, 86505",Google,GEOMETRIC_CENTER,,,,,,,,35.7106173,-109.5379833
137,"HWY. 273, GRER, AZ, 85927",Google,GEOMETRIC_CENTER,,,,,,,,33.9464443,-109.4906773
1595,"110 MAIN ST., BULLHEAD, SD, 57621",Google,APPROXIMATE,,,,,,,,45.7655532,-101.0806929
899,"844 HWY 550, FLORA VISTA, NM, 87415",Google,APPROXIMATE,,,,,,,,36.7944478,-108.0803484
418,"13 Foxwoods Blvd, North Stonington, CT, 6359",Google,ROOFTOP,,,,,,,,41.4702935,-71.95262389999999
935,"I-40  EXIT 108, CASA BLANCA, NM, 87007",Google,GEOMETRIC_CENTER,,,,,,,,35.031279,-107.473369
938,"I-40 EXIT 108, CASA BLANCA, NM, 87007",Google,GEOMETRIC_CENTER,,,,,,,,35.031279,-107.473369
1251,"505 N HIGHWAY 59, HEAVENER, OK, 74957",Google,RANGE_INTERPOLATED,,,,,,,,34.8885578,-94.60335580000002
380,"20 SUNSET TRAIL LOT 32 BLK 4, ARBOLES, CO, 81121",Google,ROOFTOP,,,,,,,,37.0227861,-107.4234627
142,"HWY. 89 (40 MILES NORTH OF FLAGSTAFF) - MILE POST 451, GRAY MOUNTAIN, AZ, 86016",Google,ROOFTOP,,,,,,,,40.8425358,-111.9090488
1921,"11519 US HWY. 26, KINEAR, WY, 82516",Google,ROOFTOP,,,,,,,,43.1513869,-108.6778399
661,"2303 STATE HIGHWAY 113, WAUBUN, MN, 56589",Google,ROOFTOP,,,,,,,,47.1789156,-95.78281319999999
783,"102 RUFUS LN., ST. IGNATIUS, MT, 59865",Google,ROOFTOP,,,,,,,,47.68881349999999,-114.1205168
146,"101 MAIN ST., LUKACHUKAI, AZ, 86507",Google,GEOMETRIC_CENTER,,,,,,,,36.416946,-109.2287125
784,"20750 HWY. 98 N. EVARO, MISSOULA, MT, 59808",Google,ROOFTOP,,,,,,,,47.0722491,-114.0623251
1126,"77 ROOSEVELT HWY., HOGANSBURG, NY, 13655",Google,ROOFTOP,,,,,,,,44.9775211,-74.71484090000001
389,"3 WEEMINUCHE DR., TOWAOC, CO, 81334",Google,ROOFTOP,,,,,,,,37.2046623,-108.6858117
1004,"HWY. 666 & 64, SHIPROCK, NM, 87420",Google,GEOMETRIC_CENTER,,,,,,,,36.7855543,-108.6870322
1125,"103 ROOSEVELT HWY., AKWESASNE, NY, 13655",Google,RANGE_INTERPOLATED,,,,,,,,44.9765656,-74.7181536
148,"JCT. OF HWY. 160 & STATE RTE. 264, TUBA CITY, AZ, 86045",Google,GEOMETRIC_CENTER,,,,,,,,36.1183781,-111.2291577
1883,"W2828 GO AROUND RD HWY 47, KESHENA, WI, 54135",Google,GEOMETRIC_CENTER,,,,,,,,44.8836648,-88.6338497
1002,"U.S. HWY. 66 & NM HWY. 504, SHIPROCK, NM, 87420",Google,GEOMETRIC_CENTER,,,,,,,,35.0426401,-106.1451185
821,"100 YATES ST, FT YATES, ND, 58538",Google,RANGE_INTERPOLATED,,,,,,,,46.0885178,-100.6288625
1122,"1285 S.R. 37, HOGANSBURG, NY, 13655",Google,ROOFTOP,,,,,,,,44.968304,-74.604345
823,"202 FRONTAGE RD, NEW TOWN, ND, 58763",Google,ROOFTOP,,,,,,,,47.9796997,-102.5738236
824,"300 SITTING BULL STREET, FORT YATES, ND, 58538",Google,ROOFTOP,,,,,,,,46.0861121,-100.6731705
945,"1378 S.R. 75, PENASCO, NM, 87553",Google,RANGE_INTERPOLATED,,,,,,,,36.1834337,-105.7053382
825,"402 HWY 23, NEW TOWN, ND, 58763",Google,ROOFTOP,,,,,,,,47.98081819999999,-102.577715
45,"NAVAJO RT. 7, CHINLE, AZ, 86503",Google,GEOMETRIC_CENTER,,,,,,,,36.123495,-109.4847788
48,"HWY. 91 AT RTE. 7, CHINLE, AZ, 86503",Google,GEOMETRIC_CENTER,,,,,,,,36.1600059,-109.5837222
1142,"10955 LOGAN DR., GOWANDA, NY, 14070",Google,RANGE_INTERPOLATED,,,,,,,,42.4781765,-78.973697
394,"240 MGM GRAND DR, MASHANTUCKET, CT, 6338",Google,ROOFTOP,,,,,,,,41.476174,-71.962176
396,"410 RTE 2, MASHANTUCKET, CT, 6339",Google,APPROXIMATE,,,,,,,,41.4615182,-71.97866259999999
1811,"STATE RTE 6092, OKANOGAN, WA, 98840",Google,APPROXIMATE,,,,,,,,48.361262,-119.5833869
397,"410 RTE 2, MASHANTUCKET, CT, 6339",Google,APPROXIMATE,,,,,,,,41.4615182,-71.97866259999999
1139,"R.R. 17, KILL BUCK, NY, 14748",Google,GEOMETRIC_CENTER,,,,,,,,42.15833,-78.68110999999999
398,"410 RTE 2, MASHANTUCKET, CT, 6339",Google,APPROXIMATE,,,,,,,,41.4615182,-71.97866259999999
157,"4 CAMINO ORTERO ST, TUBAC, AZ, 85646",Google,ROOFTOP,,,,,,,,31.6143292,-111.0499036
399,"410 RTE 2, MASHANTUCKET, CT, 6339",Google,APPROXIMATE,,,,,,,,41.4615182,-71.97866259999999
1654,"250 E. HWY. 40, FORT DUCHESNE, UT, 84023",Google,GEOMETRIC_CENTER,,,,,,,,40.302358,-109.8631029
1015,"420 OLD US HIGHWAY 40, VERDI, NV, 89439",Google,APPROXIMATE,,,,,,,,39.5180921,-119.9928437
1653,"PO BOX 32, FORT DUCHESNE, UT, 84026",Google,GEOMETRIC_CENTER,,,,,,,,40.2880155,-109.8545901
830,"HWY 5 WEST, BELCOURT, ND, 58316",Google,GEOMETRIC_CENTER,,,,,,,,48.8392059,-99.7448874
1135,"PO BOX 71, VERSAILLES, NY, 14168",Google,GEOMETRIC_CENTER,,,,,,,,42.51987099999999,-78.99032849999999
831,"MARKET ST, TOKIO, ND, 58379",Google,GEOMETRIC_CENTER,,,,,,,,47.925247,-98.81629249999999
1651,"4115 S. GRAFF FARM FRONTAGE RD., CEDAR CITY, UT, 84720",Google,GEOMETRIC_CENTER,,,,,,,,37.597784,-113.164096
55,"HWY. 73 & MAIN ST., WHITERIVER, AZ, 85941",Google,GEOMETRIC_CENTER,,,,,,,,33.8242288,-109.9790538
56,"HWY. 160 & HWY. 564, BLACK MESA, AZ, 86503",Google,APPROXIMATE,,,,,,,,36.0710614,-109.6639309
1550,"MAIN STREET HWY 2, KYLE, SD, 57752",Google,ROOFTOP,,,,,,,,43.424833,-102.175301
1426,"7777 NORTH HIGHWAY 81, CONCHO, OK, 73022",Google,ROOFTOP,,,,,,,,35.600073,-97.96331529999999
1304,"HWY. 100 & I-40 JCT., GORE, OK, 74435",Google,GEOMETRIC_CENTER,,,,,,,,35.5294286,-95.1174295
1545,"INTERSECTION OF BIG FOOT TRAIL & BIA 2, PORCUPINE, SD, 57772",Google,GEOMETRIC_CENTER,,,,,,,,43.3896368,-102.3696848
1148,"745 BROAD ST., IRVING, NY, 14081",Google,ROOFTOP,,,,,,,,42.158839,-78.7450082
1544,"600 HWY 18, PINE RIDGE, SD, 57770",Google,RANGE_INTERPOLATED,,,,,,,,43.0256372,-102.5542766
1026,"10200 AHA MACAV PKWY., LAUGHLIN, NV, 89029",Google,RANGE_INTERPOLATED,,,,,,,,35.0157872,-114.6451446
445,"1496 HWY 30, TAMA, IA, 52339",Google,ROOFTOP,,,,,,,,41.9990162,-92.6719012
1300,"HC 66 BOX 449, LOCUST GROVE, OK, 74352",Google,ROOFTOP,,,,,,,,36.1998307,-95.1678137
1542,"2061 BUREAU OF INDIAN AFFAIRS 2, KYLE, SD, 57752",Google,RANGE_INTERPOLATED,,,,,,,,43.3736592,-102.2529647
205,"14197 GOLF COURSE DR, BROOKS, CA, 95606",Google,RANGE_INTERPOLATED,,,,,,,,38.7380249,-122.1430328
964,"U.S. HWY. 64, DULCE, NM, 87528",False,,,,,,,,,,
1023,"PO BOX D, SCHURZ, NV, 89427",Google,ROOFTOP,,,,,,,,38.95002059999999,-118.8102508
1265,"401 W STROTHERS AVE, SEMINOLE, OK, 74868",Google,ROOFTOP,,,,,,,,35.231746,-96.6748945
569,"HWY. 16 W., CHOCTAW, MI, 39350",Google,GEOMETRIC_CENTER,,,,,,,,32.7748213,-89.21250669999999
968,"1 MILE EAST OF SAN JUAN RIVER BRIDGE, SHIPROCK, NM, 87420",Google,APPROXIMATE,,,,,,,,37.0048444,-109.2504174
64,"RTE. 7, CHINLE, AZ, 86503",Google,GEOMETRIC_CENTER,,,,,,,,36.123495,-109.4847788
1427,"HWY. 36 & HWY. 70, DEVOL, OK, 73531",Google,RANGE_INTERPOLATED,,,,,,,,34.4224019,-98.66188369999999
1548,"HWY 212 & N.70, DUPREE, SD, 57623",Google,ROOFTOP,,,,,,,,45.053275,-101.6066533
1164,"5528 S.R. 31, VERONA, NY, 13478",Google,ROOFTOP,,,,,,,,43.1299668,-75.57705720000001
1162,"RT. 5 AND SHERRILL RD., SHERRILL, NY, 13461",Google,GEOMETRIC_CENTER,,,,,,,,43.0758982,-75.5981839
570,"MS. 16 W., PHILADELPHIA, MI, 39350",Google,GEOMETRIC_CENTER,,,,,,,,32.771624,-89.1167299
1558,"28095 US HWY 12, MOBRIDGE, SD, 57601",Google,ROOFTOP,,,,,,,,45.57196769999999,-100.4863068
1557,"HWY 12, 2 MILES WEST OF MOBRIDGE, MOBRIDGE, SD, 57601",Google,ROOFTOP,,,,,,,,45.5632301,-100.5050004
1556,"200 LEGION AVE, ROSEBUD, SD, 57570",Google,ROOFTOP,,,,,,,,43.23151,-100.8539852
333,"777 PAUMA RESERVATION RD., PAUMA VALLEY, CA, 92061",Google,ROOFTOP,,,,,,,,33.3300826,-116.9914067
1555,"S RAILROAD ST, EAGLE BUTTE, SD, 57625",Google,ROOFTOP,,,,,,,,44.996852,-101.234308
1830,"28968 HWY 97, OMAK, WA, 98841",Google,ROOFTOP,,,,,,,,48.3818558,-119.5315447
730,"CHOCTAW TOWN CTR. #103, PHILADELPHIA, MS, 39350",Google,ROOFTOP,,,,,,,,32.7715227,-89.1167275
972,"CORNER OF CHACO BLVD. & CHAPTER HOUSE RD., CROWNPOINT, NM, 87313",Google,GEOMETRIC_CENTER,,,,,,,,35.6844718,-108.1460169
1433,"7 W. MONROE ST, JAY, OK, 74346",Google,RANGE_INTERPOLATED,,,,,,,,36.4308826,-94.7916333
1554,"INTERSECTION OF HWY 212 & MAIN ST, EAGLE BUTTE, SD, 57625",Google,GEOMETRIC_CENTER,,,,,,,,45.0071449,-101.2353773
731,"148 ASSINIBOINE, HARLEM, MT, 59526",Google,ROOFTOP,,,,,,,,48.527739,-108.7890764
1157,"3802 S.R. 31, CANASTOTA, NY, 13032",Google,GEOMETRIC_CENTER,,,,,,,,43.1555523,-75.7449623
1553,"102 W WASHINGTON AVE, VEBLEN, SD, 57270",Google,ROOFTOP,,,,,,,,45.86362399999999,-97.28848490000001
1552,"824 MAIN ST, TIMBER LAKE, SD, 57656",Google,RANGE_INTERPOLATED,,,,,,,,45.4302184,-101.0738909
854,"1 MISSION DRIVE SOUTH HIGHWAY 77, WINNEBAGO, NE, 68071",Google,ROOFTOP,,,,,,,,42.2425338,-96.4745751
1430,"1516 HWY. 271, GRANT, OK, 74738",Google,GEOMETRIC_CENTER,,,,,,,,33.9431004,-95.5209361
1551,"N WILLOW ST, EAGLE BUTTE, SD, 57625",Google,GEOMETRIC_CENTER,,,,,,,,44.995602,-101.238885
976,"HWY. 491 AT TOLAKAI TRADING POST, YAHTAHEY, NM, 87375",Google,GEOMETRIC_CENTER,,,,,,,,35.6212187,-108.7798548
73,"HWY. 98 N. 16, TONALEA, AZ, 86044",Google,GEOMETRIC_CENTER,,,,,,,,36.5940509,-110.7913107
77,"HWY. 86 MILEPOST 55, WHY, AZ, 85321",Google,GEOMETRIC_CENTER,,,,,,,,32.2441127,-112.7264454
1330,"7751 N. HWY. 81, CONCHO, OK, 73022",Google,RANGE_INTERPOLATED,,,,,,,,44.3689569,-97.1287827
1052,"420 HIGHWAY 40 W, VERDI, NV, 89439",Google,ROOFTOP,,,,,,,,39.5048895,-120.0004499
980,"3890 U.S. HWY. 64 (ZIA TRADING POST), WATERFLOW, NM, 87421",Google,ROOFTOP,,,,,,,,36.7598541,-108.4912857
1446,"I 35 EXIT 1, THACKERVILLE, OK, 73459",Google,GEOMETRIC_CENTER,,,,,,,,33.7274928,-97.1593573
1445,"HWY 81, DUNCAN, OK, 73533",Google,GEOMETRIC_CENTER,,,,,,,,34.5049372,-97.96750949999999
862,"5000 INDUSTRIAL PARKWAY, WINNEBAGO, NE, 68071",Google,ROOFTOP,,,,,,,,42.2296234,-96.47305019999999
1169,"326 U.S. 11, NEDROW, NY, 13120",Google,RANGE_INTERPOLATED,,,,,,,,42.967143,-76.1402324
1202,"1621 STATE RTE. 38, AKWESASNE, NY, 13655",Google,ROOFTOP,,,,,,,,44.978324,-74.6850029
500,"537464 HWY 95 N, BONNERS FERRY, ID, 83805",Google,RANGE_INTERPOLATED,,,,,,,,49.0001218,-116.18175
1168,"5527 S.R. 31, VERONA, NY, 13478",Google,ROOFTOP,,,,,,,,43.1286862,-75.578338
986,"NM HWY. 371 S. & BISTI HWY. ON UPPER FRUITLAND RD. (NAVAJO RTE. 36), SAN JUAN, NM, 87401",Google,GEOMETRIC_CENTER,,,,,,,,36.7109098,-108.2377822
1562,"SD/NE STATE LINE - H, MISSION, SD, 57555",Google,ROOFTOP,,,,,,,,43.305014,-100.657628
108,"HWY. 160, MEXICAN WATER, AZ, 86514",Google,GEOMETRIC_CENTER,,,,,,,,36.9622651,-109.4255598
1609,"HCR 49  BOX 83, PORCUPINE, SD, 57772",Google,GEOMETRIC_CENTER,,,,,,,,43.5292113,-102.4858791
1608,"ON ROUTE 2, RIGHT OFF OF HIGHWAY 44 IN DOWNTOWN KYLE, SD, KYLE, SD, 57772",Google,APPROXIMATE,,,,,,,,43.4249934,-102.1765463
902,"HCR 74 BOX 5, LINDRITH, NM, 87029",Google,APPROXIMATE,,,,,,,,36.4560808,-106.9594723
1605,"32627 MEDICINE BOWL MEMORIAL HWY., LOWER BRULE, SD, 57548",Google,APPROXIMATE,,,,,,,,44.0748794,-99.58008090000001
