IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Business Status,Business Status_changes,Business Status_update,On Tribe Land,On Tribe Land_changes,On Tribe Land_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,Coordinates,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id
1171,REZ SMOKE SHOP,Correct,REZ SMOKE SHOP,986 BLOOMINGDALE RD.,Correct,986 BLOOMINGDALE RD.,BASOM,Correct,BASOM,NY,Correct,NY,14013,Correct,14013,43.067448,Correct,43.067448,-78.41651800000002,Correct,-78.41651800000002,"986 BLOOMINGDALE RD.  BASOM, NY 14013",Correct,"986 BLOOMINGDALE RD. BASOM, NY 14013",,Correct,GENESEE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1171.0,,,POINT (-78.41651800000002 43.067448),0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,
1172,SACAJAWEA INDIAN MARKET,Correct,SACAJAWEA INDIAN MARKET,888 BLOOMINGDALE RD.,Correct,888 BLOOMINGDALE RD.,BASOM,Correct,BASOM,NY,Correct,NY,14013,Correct,14013,43.060685,Correct,43.060685,-78.418995,Correct,-78.418995,"888 BLOOMINGDALE RD.  BASOM, NY 14013",Correct,"888 BLOOMINGDALE RD. BASOM, NY 14013",,Correct,GENESEE,Out of Business,In Operation,In Operation,Unknown,Yes,Yes,,Original,1172.0,,,POINT (-78.418995 43.060685),0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,
1173,SMOKE RINGS,Correct,SMOKE RINGS,449 SHANKS RD.,Correct,449 SHANKS RD.,BASOM,Correct,BASOM,NY,Correct,NY,14013,Correct,14013,43.050657,Correct,43.050657,-78.44539,Correct,-78.44539,"449 SHANKS RD.  BASOM, NY 14013",Correct,"449 SHANKS RD. BASOM, NY 14013",,Correct,GENESEE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1173.0,,,POINT (-78.44539 43.050657),0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,
1174,TOTEM POLE SMOKE & GAS,Correct,TOTEM POLE SMOKE & GAS,1031 LEDGE RD.,Correct,1031 LEDGE RD.,BASOM,Correct,BASOM,NY,Correct,NY,14013,Correct,14013,43.045259,Correct,43.045259,-78.414726,Correct,-78.414726,"1031 LEDGE RD.  BASOM, NY 14013",Correct,"1031 LEDGE RD. BASOM, NY 14013",,Correct,GENESEE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1174.0,,,POINT (-78.414726 43.045259),0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,
1175,GAIL'S 2 TOBACCO & GAS OUTLET,Correct,GAIL'S 2 TOBACCO & GAS OUTLET,2280 UPPER MOUNTAIN ROAD,Correct,2280 UPPER MOUNTAIN ROAD,SANBORN,Correct,SANBORN,NY,Correct,NY,14132,Correct,14132,43.170644,Correct,43.170644,-78.920635,Correct,-78.920635,"2280 UPPER MOUNTAIN ROAD  SANBORN, NY 14132",Correct,"2280 UPPER MOUNTAIN ROAD SANBORN, NY 14132",,Correct,NIAGARA,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1175.0,,,POINT (-78.920635 43.170644),0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,
1176,JAY'S PLACE,Correct,JAY'S PLACE,5446 WALMORE RD.,Correct,5446 WALMORE RD.,LEWISTON,Correct,LEWISTON,NY,Correct,NY,14092,Correct,14092,43.153883,Correct,43.153883,-78.934871,Correct,-78.934871,"5446 WALMORE RD.  LEWISTON, NY 14092",Correct,"5446 WALMORE RD. LEWISTON, NY 14092",,Correct,NIAGARA,Out of Business,In Operation,In Operation,Unknown,Yes,Yes,,Original,1176.0,,,POINT (-78.934871 43.153883),0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,
1177,RANDY'S SMOKE SHOP,Correct,RANDY'S SMOKE SHOP,1325 UPPER MOUNTAIN RD.,Correct,1325 UPPER MOUNTAIN RD.,LEWISTON,Correct,LEWISTON,NY,Correct,NY,14092,Correct,14092,43.168759,Correct,43.168759,-78.995805,Correct,-78.995805,"1325 UPPER MOUNTAIN RD.  LEWISTON, NY 14092",Correct,"1325 UPPER MOUNTAIN RD. LEWISTON, NY 14092",,Correct,NIAGARA,Out of Business,In Operation,In Operation,Unknown,Yes,Yes,,Original,1177.0,,,POINT (-78.995805 43.168759),0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,
1178,SMOKIN JOES TRADING POST,Correct,SMOKIN JOES TRADING POST,2420 UPPER MOUNTAIN ROAD,Correct,2420 UPPER MOUNTAIN ROAD,SANBORN,Correct,SANBORN,NY,Correct,NY,14132,Correct,14132,43.169894,Correct,43.169894,-78.915444,Correct,-78.915444,"2420 UPPER MOUNTAIN ROAD  SANBORN, NY 14132",Correct,"2420 UPPER MOUNTAIN ROAD SANBORN, NY 14132",,Correct,NIAGARA,In Operation,No changes,In Operation,Yes,No changes,Yes,,Original,1178.0,,,POINT (-78.91544399999999 43.169894),0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,
1179,YELLOW BRICK ROAD CASINO,Correct,YELLOW BRICK ROAD CASINO,800 W GENESEE ST.,Correct,800 W GENESEE ST.,CHITTENANGO,Correct,CHITTENANGO,NY,Correct,NY,13037,Correct,13037,43.048343,Correct,43.048343,-75.90029,Correct,-75.90029,"800 W GENESEE ST.  CHITTENANGO, NY 13037",Correct,"800 W GENESEE ST. CHITTENANGO, NY 13037",,Correct,MADISON,In Operation,No changes,In Operation,Unknown,No,No,,Original,1179.0,,,POINT (-75.90029 43.048343),16.21240452837487,,,Onondaga Nation,Onondaga Nation Reservation,From Original List,,,,,
1180,PAINTED PONY POST,CLEAR CREEK EXPRESS,CLEAR CREEK EXPRESS,12631 VERSAILLES PLANK RD.,Correct,12631 VERSAILLES PLANK RD.,LAWTONS,Correct,LAWTONS,NY,Correct,NY,14091,Correct,14091,42.541319,Correct,42.541319,-78.981903,Correct,-78.981903,"12631 VERSAILLES PLANK RD.  LAWTONS, NY 14091",Correct,"12631 VERSAILLES PLANK RD. LAWTONS, NY 14091",,Correct,ERIE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1180.0,1.0,yes,POINT (-78.981903 42.541319),0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,
1181,SENECA ONE STOP - OIL SPRINGS,Correct,SENECA ONE STOP - OIL SPRINGS,5376 W. SHORE RD.,Correct,5376 W. SHORE RD.,CUBA,Correct,CUBA,NY,Correct,NY,14727,Correct,14727,42.223956,Correct,42.223956,-78.311275,Correct,-78.311275,"5376 W. SHORE RD.  CUBA, NY 14727",Correct,"5376 W. SHORE RD. CUBA, NY 14727",,Correct,CATTARAUGUS,In Operation,No changes,In Operation,Unknown,No,No,,Original,1181.0,,,POINT (-78.31127499999999 42.223956),0.04208691572837905,,,Oil Springs,Oil Springs Reservation,From Original List,,,,,
1182,NATIVE PRIDE TRAVEL PLAZA,Correct,NATIVE PRIDE TRAVEL PLAZA,11359 SOUTHWESTERN BLVD.,11359 SOUTHWESTERN BLVD,11359 SOUTHWESTERN BLVD,IRVING,Correct,IRVING,NY,Correct,NY,14081,Correct,14081,42.572631,42.571897,42.571897,-79.093902,-79.09349499999998,-79.09349499999998,"11359 SOUTHWESTERN BLVD. (EXIT 58 FROM 1-90) IRVING, NY 14081","11359 Southwestern Blvd, Irving, NY 14081, USA","11359 Southwestern Blvd, Irving, NY 14081, USA",,Correct,ERIE,In Operation,No changes,In Operation,Unknown,Yes,Yes,(EXIT 58 FROM 1-90),Original,1182.0,,yes,POINT (-79.09349499999998 42.571897),0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,
1183,NATIVE PRIDE TOO,Correct,NATIVE PRIDE TOO,11404 ERIE ROAD,Correct,11404 ERIE ROAD,IRVING,Correct,IRVING,NY,Correct,NY,14081,Correct,14081,42.581045,Correct,42.581045,-79.105994,Correct,-79.105994,"11404 ERIE ROAD  IRVING, NY 14081",Correct,"11404 ERIE ROAD IRVING, NY 14081",,Correct,ERIE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1183.0,,,POINT (-79.105994 42.581045),0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,
1184,TADE NINO NEH GAS & CIGARETTES,Correct,TADE NINO NEH GAS & CIGARETTES,11326 SOUTHWESTERN BOULEVARD,11326 HWY 20,11326 HWY 20,IRVING,Correct,IRVING,NY,Correct,NY,14081,Correct,14081,42.570159,42.5740192,42.5740192,-79.100902,-79.088963,-79.088963,"11326 SOUTHWESTERN BOULEVARD  IRVING, NY 14081","11326 Hwy 20, Irving, NY 14081, USA","11326 Hwy 20, Irving, NY 14081, USA",,Correct,ERIE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1184.0,0.0,,POINT (-79.08896300000001 42.5740192),0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,
1185,SENECA HAWK,Correct,SENECA HAWK,11979 SOUTHWESTERN BOULEVARD,Correct,11979 SOUTHWESTERN BOULEVARD,IRVING,Correct,IRVING,NY,Correct,NY,14081,Correct,14081,42.5693495,Correct,42.5693495,-79.1017984,Correct,-79.1017984,"11979 SOUTHWESTERN BOULEVARD  IRVING, NY 14081",Correct,"11979 SOUTHWESTERN BOULEVARD IRVING, NY 14081",,Correct,ERIE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Google,1185.0,,yes,POINT (-79.10179840000001 42.5693495),0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,
1186,FIRST AMERICAN TOBACCO,Correct,FIRST AMERICAN TOBACCO,11403 ERIE RD.,Correct,11403 ERIE RD.,IRVING,Correct,IRVING,NY,Correct,NY,14081,Correct,14081,42.580399,Correct,42.580399,-79.10629,Correct,-79.10629,"11403 ERIE RD.  IRVING, NY 14081",Correct,"11403 ERIE RD. IRVING, NY 14081",,Correct,ERIE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1186.0,,,POINT (-79.10629 42.580399),0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,
1187,IRIQUOIS GAS & GO,Correct,IRIQUOIS GAS & GO,730 BROAD ST.,Correct,730 BROAD ST.,SALAMANCA,Correct,SALAMANCA,NY,Correct,NY,14779,Correct,14779,42.159366,Correct,42.159366,-78.74261700000002,Correct,-78.74261700000002,"730 BROAD ST.  SALAMANCA, NY 14779",Correct,"730 BROAD ST. SALAMANCA, NY 14779",,Correct,CATTARAUGUS,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1187.0,0.0,,POINT (-78.74261700000002 42.159366),0.0,Allegany,Allegany Reservation,,,From Original List,,,,,
1188,UNI-MART,Correct,UNI-MART,215 BROAD ST.,555 WILDWOOD AVE,555 WILDWOOD AVE,SALAMANCA,Correct,SALAMANCA,NY,Correct,NY,14779,Correct,14779,42.156235,42.158736299999994,42.158736299999994,-78.723679,-78.6955783,-78.6955783,"215 BROAD ST.  SALAMANCA, NY 14779","555 Wildwood Ave, Salamanca, NY 14779, USA","555 Wildwood Ave, Salamanca, NY 14779, USA",,Correct,CATTARAUGUS,In Operation,Out of Business,Out of Business,Unknown,Yes,Yes,,Original,1188.0,,,POINT (-78.69557829999999 42.1587363),0.0,Allegany,Allegany Reservation,,,From Original List,,,,,
1189,NAFCO II,Can't Validate,NAFCO II,6665 RTE. 417,Can't Validate,6665 RTE. 417,KILL BUCK,Can't Validate,KILL BUCK,NY,Can't Validate,NY,14748,Can't Validate,14748,42.155819,Can't Validate,42.155819,-78.672366,Can't Validate,-78.672366,"6665 RTE. 417  KILL BUCK, NY 14748",Can't Validate,"6665 RTE. 417 KILL BUCK, NY 14748",,Can't Validate,CATTARAUGUS,In Operation,Can't Validate,In Operation,Unknown,Yes,Yes,,Original,1189.0,,,POINT (-78.672366 42.155819),0.0,Allegany,Allegany Reservation,,,From Original List,,,,,
1190,SIGNALS,Correct,SIGNALS,11024 ROUTE 20,11024 SOUTHWESTERN BLVD,11024 SOUTHWESTERN BLVD,IRVING,Correct,IRVING,NY,Correct,NY,14081,Correct,14081,42.58247,42.5825268,42.5825268,-79.069131,-79.06903390000001,-79.06903390000002,"11024 ROUTE 20  IRVING, NY 14081","11024 Southwestern Blvd, Irving, NY 14081, USA","11024 Southwestern Blvd, Irving, NY 14081, USA",,Correct,ERIE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1190.0,,,POINT (-79.06903390000002 42.5825268),0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,
1191,SAV-A-LOT FOOD STORE,Correct,SAV-A-LOT FOOD STORE,35 CHURCH ST.,Correct,35 CHURCH ST.,SALAMANCA,Correct,SALAMANCA,NY,Correct,NY,14779,Correct,14779,42.1593,Correct,42.1593,-78.71374,Correct,-78.71374,"35 CHURCH ST.  SALAMANCA, NY 14779",Correct,"35 CHURCH ST. SALAMANCA, NY 14779",,Correct,CATTARAUGUS,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1191.0,0.0,,POINT (-78.71374 42.1593),0.0,Allegany,Allegany Reservation,,,From Original List,,,,,
1192,BIG BEAR DISCOUNTS,Can't Validate,BIG BEAR DISCOUNTS,39 BAKER ST.,Can't Validate,39 BAKER ST.,SALAMANCA,Can't Validate,SALAMANCA,NY,Can't Validate,NY,14779,Can't Validate,14779,42.159356,Can't Validate,42.159356,-78.700766,Can't Validate,-78.700766,"39 BAKER ST.  SALAMANCA, NY 14779",Can't Validate,"39 BAKER ST. SALAMANCA, NY 14779",,Can't Validate,CATTARAUGUS,In Operation,Can't Validate,In Operation,Unknown,Yes,Yes,,Original,1192.0,,,POINT (-78.700766 42.159356),0.0,Allegany,Allegany Reservation,,,From Original List,,,,,
1193,SENECA NIAGARA RESORT & CASINO,Correct,SENECA NIAGARA RESORT & CASINO,310 FOURTH ST.,310 4TH ST,310 4TH ST,NIAGARA FALLS,Correct,NIAGARA FALLS,NY,Correct,NY,14303,Correct,14303,43.086286,43.0862416,43.0862416,-79.057753,-79.05767949999998,-79.05767949999998,"310 FOURTH ST.  NIAGARA FALLS, NY 14303","310 4th St, Niagara Falls, NY 14303, USA","310 4th St, Niagara Falls, NY 14303, USA",,Correct,NIAGARA,Out of Business,In Operation,In Operation,Unknown,No,No,,Original,1193.0,,,POINT (-79.05767949999998 43.0862416),6.34892372086883,,,Tuscarora Nation,Tuscarora Nation Reservation,From Original List,,,,,
1194,SENECA BUFFALO CREEK CASINO,Correct,SENECA BUFFALO CREEK CASINO,1 FULTON ST.,Correct,1 FULTON ST.,BUFFALO,Correct,BUFFALO,NY,Correct,NY,14204,Correct,14204,42.8735,Correct,42.8735,-78.868783,Correct,-78.868783,"1 FULTON ST.  BUFFALO, NY 14204",Correct,"1 FULTON ST. BUFFALO, NY 14204",,Correct,ERIE,In Operation,No changes,In Operation,Unknown,No,No,,Original,1194.0,,,POINT (-78.86878299999999 42.8735),17.882601321854324,,,Tuscarora Nation,Tuscarora Nation Reservation,From Original List,,,,,
1195,SENECA ALLEGANY RESORT & CASINO,Correct,SENECA ALLEGANY RESORT & CASINO,777 SENECA ALLEGANY BLVD.,Correct,777 SENECA ALLEGANY BLVD.,SALAMANCA,Correct,SALAMANCA,NY,Correct,NY,14779,Correct,14779,42.153109,Correct,42.153109,-78.746966,Correct,-78.746966,"777 SENECA ALLEGANY BLVD.  SALAMANCA, NY 14779",Correct,"777 SENECA ALLEGANY BLVD. SALAMANCA, NY 14779",,Correct,CATTARAUGUS,Out of Business,In Operation,In Operation,Unknown,Yes,Yes,,Original,1195.0,,,POINT (-78.746966 42.153109),0.0,Allegany,Allegany Reservation,,,From Original List,,,,,
1196,SENECA HICKORY STICK GOLF,Correct,SENECA HICKORY STICK GOLF,4560 CREEK RD.,Correct,4560 CREEK RD.,LEWISTON,Correct,LEWISTON,NY,Correct,NY,14092,Correct,14092,43.192672,Correct,43.192672,-79.01775699999997,Correct,-79.01775699999997,"4560 CREEK RD.  LEWISTON, NY 14092",Correct,"4560 CREEK RD. LEWISTON, NY 14092",,Correct,FCC API ERROR,Out of Business,In Operation,In Operation,Unknown,No,No,,Original,1196.0,,,POINT (-79.01775699999997 43.19267199999999),1.6793577940219466,,,Tuscarora Nation,Tuscarora Nation Reservation,From Original List,,,,,
1197,SENECA GAMING & ENTERTAINMENT-OIL SPRING,Correct,SENECA GAMING & ENTERTAINMENT-OIL SPRING,5374 WEST SHORE RD.,Correct,5374 WEST SHORE RD.,CUBA,Correct,CUBA,NY,Correct,NY,14727,Correct,14727,42.223924,Correct,42.223924,-78.311272,Correct,-78.311272,"5374 WEST SHORE RD.  CUBA, NY 14727",Correct,"5374 WEST SHORE RD. CUBA, NY 14727",,Correct,CATTARAUGUS,In Operation,No changes,In Operation,Unknown,No,No,,Original,1197.0,,,POINT (-78.311272 42.223924),0.044173300463913115,,,Oil Springs,Oil Springs Reservation,From Original List,,,,,
1198,NO BLANKET SMOKE SHOP,Correct,NO BLANKET SMOKE SHOP,2400 UPPER MOUNTAIN RD.,Correct,2400 UPPER MOUNTAIN RD.,SANBORN,Correct,SANBORN,NY,Correct,NY,14132,Correct,14132,43.170055,Correct,43.170055,-78.918205,Correct,-78.918205,"2400 UPPER MOUNTAIN RD.  SANBORN, NY 14132",Correct,"2400 UPPER MOUNTAIN RD. SANBORN, NY 14132",,Correct,NIAGARA,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1198.0,,,POINT (-78.918205 43.170055),0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,
1199,BIG BOYS GAS & TOBACCO,Correct,BIG BOYS GAS & TOBACCO,20 RAQUETTE POINT RD.,Correct,20 RAQUETTE POINT RD.,AKWESASNE,Correct,AKWESASNE,NY,Correct,NY,13655,Correct,13655,44.978829,Correct,44.978829,-74.71956899999998,Correct,-74.71956899999998,"20 RAQUETTE POINT RD.  AKWESASNE, NY 13655",Correct,"20 RAQUETTE POINT RD. AKWESASNE, NY 13655",,Correct,FRANKLIN,Out of Business,In Operation,In Operation,Unknown,Yes,Yes,,Original,1199.0,0.0,,POINT (-74.71956899999998 44.978829),0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,
1200,SMOKERS WAREHOUSE,Correct,SMOKERS WAREHOUSE,8 STATE RTE. 37,8 -37,8 -37,AKWESASNE,HOGANSBURG,HOGANSBURG,NY,Correct,NY,13655,Correct,13655,44.979681,44.979096999999996,44.979096999999996,-74.723672,-74.7228095,-74.7228095,"8 STATE RTE. 37  AKWESASNE, NY 13655","8 NY-37, Hogansburg, NY 13655, USA","8 NY-37, Hogansburg, NY 13655, USA",,Correct,FRANKLIN,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1200.0,,,POINT (-74.7228095 44.979097),0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,
1201,GRACE & ALLAN'S TOBACCO SHOP,Correct,GRACE & ALLAN'S TOBACCO SHOP,1621 STATE RTE. 38,Correct,1621 STATE RTE. 38,AKWESASNE,Correct,AKWESASNE,NY,Correct,NY,13655,Correct,13655,44.978324,Correct,44.978324,-74.68500290000001,Correct,-74.68500290000001,"1621 STATE RTE. 38  AKWESASNE, NY 13655",Correct,"1621 STATE RTE. 38 AKWESASNE, NY 13655",,Correct,FRANKLIN,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Google,1201.0,,yes,POINT (-74.68500290000001 44.978324),0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,
1202,AHNA:WATE CORNER STORE,Can't Validate,AHNA:WATE CORNER STORE,134 RAQUETTE POINT RD.,Can't Validate,134 RAQUETTE POINT RD.,AKWESASNE,Can't Validate,AKWESASNE,NY,Can't Validate,NY,13655,Can't Validate,13655,44.988794,Can't Validate,44.988794,-74.720185,Can't Validate,-74.720185,"134 RAQUETTE POINT RD.  AKWESASNE, NY 13655",Can't Validate,"134 RAQUETTE POINT RD. AKWESASNE, NY 13655",,Can't Validate,FRANKLIN,In Operation,Can't Validate,In Operation,Unknown,Yes,Yes,,Original,1202.0,,,POINT (-74.720185 44.988794),0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,
1203,BORDERLINE GAS & CONVENIENCE,Correct,BORDERLINE GAS & CONVENIENCE,1622 STATE RTE. 37,1622 -37,1622 -37,AKWESASNE,HOGANSBURG,HOGANSBURG,NY,Correct,NY,13655,Correct,13655,44.967464,44.9669938,44.9669938,-74.578571,-74.57216149999998,-74.57216149999998,"1622 STATE RTE. 37  AKWESASNE, NY 13655","1622 NY-37, Hogansburg, NY 13655, USA","1622 NY-37, Hogansburg, NY 13655, USA",,Correct,FRANKLIN,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1203.0,1.0,yes,POINT (-74.57216149999998 44.9669938),0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,
1204,J.E.N. TOBACCO,Correct,J.E.N. TOBACCO,1592 STATE RTE. 37,1592 -37,1592 -37,AKWESASNE,HOGANSBURG,HOGANSBURG,NY,Correct,NY,13655,Correct,13655,44.967528,44.96728699999999,44.96728699999999,-74.58081700000002,-74.575076,-74.575076,"1592 STATE RTE. 37  AKWESASNE, NY 13655","1592 NY-37, Hogansburg, NY 13655, USA","1592 NY-37, Hogansburg, NY 13655, USA",,Correct,FRANKLIN,In Operation,Out of Business,Out of Business,Unknown,Yes,Yes,,Original,1204.0,,,POINT (-74.575076 44.96728699999999),0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,
1205,KANIEN'KEHAKA CONVENIENCE STORE AND GAS STATION,Can't Validate,KANIEN'KEHAKA CONVENIENCE STORE AND GAS STATION,155 STATE ROUTE 37,Can't Validate,155 STATE ROUTE 37,AKWESASNE,Can't Validate,AKWESASNE,NY,Can't Validate,NY,13655,Can't Validate,13655,44.97788,Can't Validate,44.97788,-74.708691,Can't Validate,-74.708691,"155 STATE ROUTE 37  AKWESASNE, NY 13655",Can't Validate,"155 STATE ROUTE 37 AKWESASNE, NY 13655",,Can't Validate,FRANKLIN,In Operation,Can't Validate,In Operation,Unknown,Yes,Yes,,Original,1205.0,1.0,no,POINT (-74.708691 44.97788),0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,
1206,SPEEDWAY PLAZA,Correct,SPEEDWAY PLAZA,935 STATE ROUTE 37,935 -37,935 -37,AKWESASNE,HOGANSBURG,HOGANSBURG,NY,Correct,NY,13655,Correct,13655,44.966237,44.966665000000006,44.966665000000006,-74.63790999999998,-74.638903,-74.638903,"935 STATE ROUTE 37  AKWESASNE, NY 13655","935 NY-37, Hogansburg, NY 13655, USA","935 NY-37, Hogansburg, NY 13655, USA",,Correct,FRANKLIN,In Operation,No changes,In Operation,Unknown,No,No,,Original,1206.0,,,POINT (-74.638903 44.96666500000001),0.06409308055362048,,,St. Regis Mohawk,St. Regis Mohawk Reservation,From Original List,,,,,
1207,CAYUGA LAKESIDE TRADING STORE,CAYUGA LAKE TRADING,CAYUGA LAKE TRADING,2552 STATE ROUTE 89,2552 -89,2552 -89,SENECA FALLS,Correct,SENECA FALLS,NY,Correct,NY,13148,Correct,13148,42.901144,42.901108799999996,42.901108799999996,-76.754834,-76.7553699,-76.7553699,"2552 STATE ROUTE 89  SENECA FALLS, NY 13148","2552 NY-89, Seneca Falls, NY 13148, USA","2552 NY-89, Seneca Falls, NY 13148, USA",,Correct,SENECA,In Operation,No changes,In Operation,Unknown,No,No,,Original,1207.0,,,POINT (-76.75536990000001 42.9011088),37.54524473640883,,,Onondaga Nation,Onondaga Nation Reservation,From Original List,,,,,
1208,BLACK PAW TOBACCO,Correct,BLACK PAW TOBACCO,1375 WOODCHUCK RD,11403 ERIE RD,11403 ERIE RD,IRVING,Correct,IRVING,NY,Correct,NY,14081,Correct,14081,42.55155,42.571943100000006,42.57194310000001,-79.061125,-79.10092879999998,-79.10092879999998,"1375 WOODCHUCK RD  IRVING, NY 14081","11403 Erie Rd, Irving, NY 14081, USA","11403 Erie Rd, Irving, NY 14081, USA",,Correct,ERIE,Out of Business,In Operation,In Operation,Unknown,Yes,Yes,,Original,1208.0,,,POINT (-79.10092879999998 42.57194310000001),0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,
1209,BNB TOBACCO PRODUCTS,Correct,BNB TOBACCO PRODUCTS,52 Montauk Hwy,Correct,52 Montauk Hwy,Southampton,Correct,Southampton,NY,Correct,NY,11968,Correct,11968,40.883879,Correct,40.883879,-72.393059,Correct,-72.393059,"52 Montauk Hwy  Southampton, NY 11968",Correct,"52 Montauk Hwy Southampton, NY 11968",,Correct,SUFFOLK,In Operation,No changes,In Operation,Unknown,No,No,,Original,1209.0,,,POINT (-72.39305899999999 40.883879),42.446365997062955,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,
1210,CRAZY WOLF ENTERPRISES,Can't Validate,CRAZY WOLF ENTERPRISES,118 BROAD ST,Can't Validate,118 BROAD ST,SALAMANCA,Can't Validate,SALAMANCA,NY,Can't Validate,NY,14779,Can't Validate,14779,42.155727,Can't Validate,42.155727,-78.72010999999998,Can't Validate,-78.72010999999998,"118 BROAD ST  SALAMANCA, NY 14779",Can't Validate,"118 BROAD ST SALAMANCA, NY 14779",,Can't Validate,CATTARAUGUS,In Operation,Can't Validate,In Operation,Unknown,Yes,Yes,,Original,1210.0,,,POINT (-78.72010999999998 42.155727),0.0,Allegany,Allegany Reservation,,,From Original List,,,,,
1211,CUBA LAKE GAS & SMOKE,Correct,CUBA LAKE GAS & SMOKE,5133 COUNTY ROAD 7D,5133  LAKE RD,5133  LAKE RD,CUBA,Correct,CUBA,NY,Correct,NY,14727,Correct,14727,42.22005,42.224717999999996,42.224717999999996,-78.3113,-78.3118436,-78.3118436,"5133 COUNTY ROAD 7D  CUBA, NY 14727","5133 Cuba Lake Rd, Cuba, NY 14727, USA","5133 Cuba Lake Rd, Cuba, NY 14727, USA",,Correct,CATTARAUGUS,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,1211.0,,,POINT (-78.3118436 42.224718),0.0,Oil Springs,Oil Springs Reservation,,,From Original List,,,,,
1212,DENISE GANSWORTH,Can't Validate,DENISE GANSWORTH,5216 CHEW RD,Can't Validate,5216 CHEW RD,SANBORN,Can't Validate,SANBORN,NY,Can't Validate,NY,14132,Can't Validate,14132,43.159273,Can't Validate,43.159273,-78.92238,Can't Validate,-78.92238,"5216 CHEW RD  SANBORN, NY 14132",Can't Validate,"5216 CHEW RD SANBORN, NY 14132",,Can't Validate,NIAGARA,In Operation,Can't Validate,In Operation,Unknown,Yes,Yes,,Original,1212.0,,,POINT (-78.92238 43.159273),0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,
