address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract
"247 Clark Ave, Kelliher, MN, 56650",,,1425760,,,FALSE,,,,,,
"1580 S Providence Center Dr, Cedar City, UT, 84720",,,3743799,,,FALSE,,,,,,
"413 W Sd Highway 46, Wagner, SD, 57380",1006,23,7404695,43.081646,-98.29824,TRUE,Exact,"413 STATE HWY 46, WAGNER, SD, 57380",L,46,174525759,940300
"734 N Riverside Dr, Espanola, NM, 87532",2002,49,1620542,36.001553,-106.062965,TRUE,Exact,"734 RIVERSIDE DR, ESPANOLA, NM, 87532",R,35,614070362,940900
"11497 W Highway 160, Pagosa Springs, CO, 81147",1062,7,7590248,37.23296,-107.18316,TRUE,Non_Exact,"11497 US HWY 160, PAGOSA SPGS, CO, 81147",L,8,127327684,974200
"280 Winthrop St Ste 1, Taunton, MA, 27807",2014,5,1881560,41.88941,-71.118576,TRUE,Non_Exact,"280 WINTHROP ST, TAUNTON, MA, 02780",R,25,46816484,613400
"21 N Main St, Garrison, ND, 58540",5188,55,626446,47.65169,-101.4174,TRUE,Exact,"21 N MAIN ST, GARRISON, ND, 58540",L,38,198921156,961000
"210 Main St, Hot Springs, MT, 59845",2289,89,7570879,47.608475,-114.67007,TRUE,Exact,"210 MAIN ST, HOT SPRINGS, MT, 59845",R,30,204459506,940300
"18097 County Highway 29, Detroit Lakes, MN, 56501",3002,5,3785142,46.833836,-95.689354,TRUE,Non_Exact,"18097 CO RD 29, DETROIT LAKES, MN, 56501",R,27,167965782,450300
"100 N Courtland St, Chamberlain, SD, 57325",3029,15,1000508,43.811447,-99.33134,TRUE,Exact,"100 N COURTLAND ST, CHAMBERLAIN, SD, 57325",R,46,199147342,973200
"117 Bennett Dr, Caribou, ME, 47362",,,7453212,,,FALSE,,,,,,
"1051 S Main Ave, Fallbrook, CA, 92028",,,1398080,,,FALSE,,,,,,
"715 S Forest Ave, Tempe, AZ, 85281",2018,13,7613210,33.42304,-111.93664,TRUE,Non_Exact,"715 S FOREST AVE, TEMPE, AZ, 85281",L,4,128227171,318700
"4008 Willows Rd, Alpine, CA, 91901",1056,73,1398086,32.834415,-116.72747,TRUE,Exact,"4008 WILLOWS RD, ALPINE, CA, 91901",L,6,195338160,21206
"12471 San Pablo Ave, Richmond, CA, 94805",3007,13,1399177,37.939594,-122.32709,TRUE,Exact,"12471 SAN PABLO AVE, RICHMOND, CA, 94805",L,6,192040110,371000
"415 S 48th St, Tempe, AZ, 85281",1013,13,7359318,33.4259,-111.97739,TRUE,Exact,"415 S 48TH ST, TEMPE, AZ, 85281",L,4,128224640,319704
"99 Lyndon St, Caribou, ME, 47361",1013,3,7587070,46.85708,-68.007,TRUE,Non_Exact,"99 LYNDON ST, CARIBOU, ME, 04736",L,23,123809946,951400
"74 5455 Makala Blvd, Kailua Kona, HI, 96740",,,7464114,,,FALSE,,,,,,
"4461 S White Mountain Rd Ste D2, Show Low, AZ, 85901",,,7555883,,,FALSE,,,,,,
"1650 E Valley Pkwy, Escondido, CA, 92027",2000,73,954829,33.13446,-117.05843,TRUE,Non_Exact,"1650 E VALLEY PKWY, ESCONDIDO, CA, 92027",L,6,195313172,20207
"1221 Main St, Fortuna, CA, 95540",4017,23,433997,40.597977,-124.15422,TRUE,Exact,"1221 MAIN ST, FORTUNA, CA, 95540",L,6,113040083,10800
"566 Hanson St, Winnemucca, NV, 89445",4011,13,1408148,40.965572,-117.73689,TRUE,Exact,"566 HANSON ST, WINNEMUCCA, NV, 89445",L,32,170942459,10500
"67 Trimble Crossing Dr, Durango, CO, 81301",1124,67,3668801,37.39103,-107.84487,TRUE,Exact,"67 TRIMBLE CROSSING DR, DURANGO, CO, 81301",L,8,618383535,970704
"4 8th St N, New Rockford, ND, 58356",2279,27,626431,47.680237,-99.137886,TRUE,Exact,"4 8TH ST N, NEW ROCKFORD, ND, 58356",R,38,198781285,959200
"30 Peachtree St, Murphy, NC, 28906",5087,39,1578085,35.087387,-84.033875,TRUE,Exact,"30 PEACHTREE ST, MURPHY, NC, 28906",L,37,35836704,930400
"891 Ululani St Ste 113, Hilo, HI, 96720",2004,1,7563010,19.715828,-155.08476,TRUE,Exact,"891 ULULANI ST, HILO, HI, 96720",L,15,614312695,20400
"1660 W Williams Ave, Fallon, NV, 89406",5034,1,1408143,39.47523,-118.79654,TRUE,Non_Exact,"1660 W WILLIAMS AVE, FALLON, NV, 89406",R,32,139973307,950302
"860 Heckle Blvd Ste 600, Rock Hill, SC, 29730",1009,91,1631214,34.9315,-81.05789,TRUE,Exact,"860 HECKLE BLVD, ROCK HILL, SC, 29730",R,45,19818734,60502
"15 S Mcclintock Dr, Tempe, AZ, 85281",,,2250720,,,FALSE,,,,,,
"3875 Cerrillos Rd, Santa Fe, NM, 87507",,,801695,,,FALSE,,,,,,
"6783 Stirling Rd, Fort Lauderdale, FL, 33314",,,3952505,,,FALSE,,,,,,
"16 Echo Rd, Mashpee, MA, 26492",2000,1,1447516,41.656086,-70.502975,TRUE,Non_Exact,"16 ECHO RD, MASHPEE, MA, 02649",R,25,121637173,15002
"4450 Kapolei Pkwy Ste 100, Kapolei, HI, 96707",,,7462189,,,FALSE,,,,,,
"875 Waimanu St Ste 600, Honolulu, HI, 96813",1007,3,7563004,21.299437,-157.85406,TRUE,Exact,"875 WAIMANU ST, HONOLULU, HI, 96813",R,15,203236483,3800
"322 Main St, Dante, SD, 57329",2188,23,1000522,43.038338,-98.18465,TRUE,Exact,"322 MAIN ST, DANTE, SD, 57329",L,46,174517437,940300
"1315 E Chandler Blvd, Phoenix, AZ, 85048",3007,13,1539542,33.305508,-112.05385,TRUE,Non_Exact,"1315 E CHANDLER BLVD, PHOENIX, AZ, 85048",L,4,128946432,116725
"2474 Crosspointe Dr, Rock Hill, SC, 29730",1026,91,7265369,34.94083,-80.960556,TRUE,Non_Exact,"2474 CROSS POINT DR, ROCK HILL, SC, 29732",R,45,19807263,61201
"4940 Corrales Rd, Corrales, NM, 87048",2043,43,7428272,35.23117,-106.612274,TRUE,Exact,"4940 CORRALES RD, CORRALES, NM, 87048",R,35,194009903,10601
"522 Main St W, Ashland, WI, 54806",3000,3,664340,46.611202,-90.83808,TRUE,Non_Exact,"522 MAIN ST, ASHLAND, WI, 54806",R,55,165359352,950800
"1040 E Bridge St, Redwood Falls, MN, 56283",,,1765200,,,FALSE,,,,,,
"9830 W Lower Buckeye Rd, Tolleson, AZ, 85353",1002,13,7464330,33.4211,-112.27107,TRUE,Non_Exact,"9830 W LOWER BUCKEYE RD, TOLLESON, AZ, 85353",R,4,128913385,82204
"1206 Mechem Dr, Ruidoso, NM, 88345",1050,27,7043959,33.367523,-105.66616,TRUE,Exact,"1206 MECHEM DR, RUIDOSO, NM, 88345",R,35,169146608,960600
"310 Lake St NW, Warroad, MN, 56763",2107,135,80106,48.906704,-95.32448,TRUE,Exact,"310 LAKE ST NW, WARROAD, MN, 56763",L,27,176591722,970100
"505 Ellis Ave, Ashland, WI, 54806",,,2485657,,,FALSE,,,,,,
"890 N State Road 7, Hollywood, FL, 33021",,,1454490,,,FALSE,,,,,,
"18071 County Road 501, Bayfield, CO, 81122",,,7539130,,,FALSE,,,,,,
"75-5660 Kopiko St, Kailua Kona, HI, 96740",5031,1,7226803,19.643213,-155.99532,TRUE,Exact,"75-5660 KOPIKO ST, KAILUA KONA, HI, 96740",L,15,614316158,21601
"270 Kuulei Rd Ste 101, Kailua, HI, 96734",1009,3,7542556,21.396358,-157.74045,TRUE,Exact,"270 KUULEI RD, KAILUA, HI, 96734",R,15,203248956,10905
"11973 Highway 84 W, Jena, LA, 71342",,,7563477,,,FALSE,,,,,,
"509 E 8th Ave Ste 7, Durango, CO, 81301",2002,67,3878002,37.26723,-107.87253,TRUE,Non_Exact,"509 E 8TH AVE, DURANGO, CO, 81301",L,8,91697050,971100
"698 Broad St, Salamanca, NY, 14779",6007,9,1409258,42.159176,-78.74141,TRUE,Exact,"698 BROAD ST, SALAMANCA, NY, 14779",R,36,122025276,940300
"202 W Lacey Blvd, Hanford, CA, 93230",,,2216822,,,FALSE,,,,,,
"1201 E Sherman Ave, Coeur D Alene, ID, 83814",,,1401772,,,FALSE,,,,,,
"1607 Northwest Blvd, Coeur D Alene, ID, 83814",2031,55,1401773,47.690346,-116.79991,TRUE,Exact,"1607 NORTHWEST BLVD, COEUR D ALENE, ID, 83814",L,16,640599025,900
"12622 San Pablo Ave, Richmond, CA, 94805",2004,13,766957,37.942505,-122.32846,TRUE,Exact,"12622 SAN PABLO AVE, RICHMOND, CA, 94805",R,6,192040093,371000
"254 Veterans Blvd, Bryson City, NC, 28713",3049,173,1466008,35.42526,-83.44714,TRUE,Exact,"254 VETERANS BLVD, BRYSON CITY, NC, 28713",L,37,36125820,960301
"208 S Berner Rd, Clewiston, FL, 33440",,,7192986,,,FALSE,,,,,,
"1881 S Kihei Rd, Kihei, HI, 96753",,,3849702,,,FALSE,,,,,,
"403 W University Dr, Tempe, AZ, 85281",,,767802,,,FALSE,,,,,,
"28 Mayville Rd, Bethel, ME, 4217",1066,17,7453225,44.411957,-70.79525,TRUE,Exact,"28 MAYVILLE RD, BETHEL, ME, 04217",L,23,640097530,965900
"1100 Columbine Dr, Holton, KS, 66436",,,982017,,,FALSE,,,,,,
"1250 Nevada St, Nixon, NV, 89424",,,7445847,,,FALSE,,,,,,
"404 King St, Cottonwood, ID, 83522",,,1401775,,,FALSE,,,,,,
"201 W Main St, Beulah, ND, 58523",,,7466768,,,FALSE,,,,,,
"425 W 3rd St, Chadron, NE, 69337",,,7530574,,,FALSE,,,,,,
"6950 Cypress Rd Ste 105, Fort Lauderdale, FL, 33317",,,7519797,,,FALSE,,,,,,
"229 E Main St, Grangeville, ID, 83530",,,1401778,,,FALSE,,,,,,
"4400 N State Road 7, Pompano Beach, FL, 33073",,,7463859,,,FALSE,,,,,,
"599 Farrington Hwy, Kapolei, HI, 96707",1006,3,3908154,21.345114,-158.12172,TRUE,Exact,"599 FARRINGTON HWY, KAPOLEI, HI, 96707",R,15,635923546,8610
"7003 Taft St, Hollywood, FL, 33024",2045,11,1797022,26.024372,-80.227844,TRUE,Exact,"7003 TAFT ST, HOLLYWOOD, FL, 33024",R,12,114715901,90700
"2101 Vale Rd, San Pablo, CA, 94806",2022,13,670369,37.95436,-122.33711,TRUE,Exact,"2101 VALE RD, SAN PABLO, CA, 94806",L,6,607789155,369001
"39050 Highway 299, Willow Creek, CA, 95573",1308,23,670367,40.942257,-123.64013,TRUE,Non_Exact,"39050 STATE HWY 299, WILLOW CREEK, CA, 95573",R,6,113046097,10102
"1580 Military Rd, Niagara Falls, NY, 14304",,,7366048,,,FALSE,,,,,,
"871 County Road 501, Bayfield, CO, 81122",,,7547655,,,FALSE,,,,,,
"5571 W Hillsboro Blvd, Pompano Beach, FL, 33073",1017,11,7611070,26.317616,-80.20262,TRUE,Non_Exact,"5571 W HILLSBORO BLVD, POMPANO BEACH, FL, 33073",R,12,636802925,10502
"1255 Barkley Blvd Ste 107, Bellingham, WA, 98226",3006,73,2216157,48.77131,-122.45919,TRUE,Exact,"1255 BARKLEY BLVD, BELLINGHAM, WA, 98226",L,53,624911276,700
"916 Gulick Ave, Honolulu, HI, 96819",2002,3,7449558,21.332956,-157.87984,TRUE,Exact,"916 GULICK AVE, HONOLULU, HI, 96819",L,15,203234860,6000
"20148 10th Ave NE, Poulsbo, WA, 98370",1012,35,7372713,47.74565,-122.637886,TRUE,Exact,"20148 10TH AVE NE, POULSBO, WA, 98370",R,53,639420397,90502
"5901 Johnson St, Hollywood, FL, 33021",1021,11,7371867,26.017704,-80.206024,TRUE,Exact,"5901 JOHNSON ST, HOLLYWOOD, FL, 33021",R,12,639374003,91100
"3398 Waialae Ave, Honolulu, HI, 96816",1003,3,1401704,21.285076,-157.80353,TRUE,Exact,"3398 WAIALAE AVE, HONOLULU, HI, 96816",L,15,203242451,1201
"601 W Main St, Holdenville, OK, 74848",1066,63,1411758,35.088234,-96.40646,TRUE,Non_Exact,"601 W MAIN ST, HOLDENVILLE, OK, 74848",R,40,107327987,484800
"3011 Hina Chata St, Jena, LA, 71342",,,4037953,,,FALSE,,,,,,
"1514 E Florence Blvd, Casa Grande, AZ, 85122",,,916115,,,FALSE,,,,,,
"736 S Main St, Camp Verde, AZ, 86322",3039,25,1395627,34.559925,-111.85313,TRUE,Exact,"736 S MAIN ST, CAMP VERDE, AZ, 86322",L,4,635911357,1601
"900 S California Ave, Parker, AZ, 85344",2145,12,769408,34.151245,-114.2897,TRUE,Non_Exact,"900 S CALIFORNIA AVE, PARKER, AZ, 85344",L,4,129736081,940200
"3029 N Alma School Rd, Chandler, AZ, 85224",2011,13,769406,33.350163,-111.85909,TRUE,Non_Exact,"3029 N ALMA SCHOOL RD, CHANDLER, AZ, 85224",R,4,128968527,422220
"44350 Jackson St, Indio, CA, 92201",1035,65,700552,33.726902,-116.21631,TRUE,Exact,"44350 JACKSON ST, INDIO, CA, 92201",L,6,608980771,45303
"307 3rd St NE, Parshall, ND, 58770",1112,61,7360751,47.957787,-102.13807,TRUE,Non_Exact,"307 3RD ST NW, PARSHALL, ND, 58770",L,38,200599070,940300
"207 4th Ave NW, Roseau, MN, 56751",,,1425902,,,FALSE,,,,,,
"1530 N Country Club Dr Ste 20, Mesa, AZ, 85201",2002,13,769412,33.442993,-111.83983,TRUE,Non_Exact,"1530 N COUNTRY CLUB DR, MESA, AZ, 85201",L,4,128778477,421101
"20177 Highway 160, Durango, CO, 81301",2046,67,1525764,37.2691,-107.91263,TRUE,Non_Exact,"20177 US HWY 160, DURANGO, CO, 81301",L,8,91695962,970701
"305 E Brown Rd, Mesa, AZ, 85201",2003,13,325495,33.435196,-111.83831,TRUE,Non_Exact,"305 W BROWN RD, MESA, AZ, 85201",L,4,128233816,421001
"91 455 Ewa Beach Rd, Ewa Beach, HI, 96706",,,1401712,,,FALSE,,,,,,
"25 Kaneohe Bay Dr Ste 106, Kailua, HI, 96734",1000,3,2477667,21.422474,-157.7488,TRUE,Exact,"25 KANEOHE BAY DR, KAILUA, HI, 96734",R,15,645471239,10901
"9924 W F St, Worley, ID, 83876",,,7591713,,,FALSE,,,,,,
"6700 Porter Rd, Niagara Falls, NY, 14304",1025,63,1410677,43.108364,-78.98912,TRUE,Exact,"6700 PORTER RD, NIAGARA FALLS, NY, 14304",L,36,48687026,22602
"554 Main St, Jackman, ME, 4945",,,1455786,,,FALSE,,,,,,
"434 Main St, Massena, NY, 13662",5007,89,1410431,44.91783,-74.888695,TRUE,Exact,"434 MAIN ST, MASSENA, NY, 13662",L,36,155155869,490200
"166 W 32nd St, Yuma, AZ, 85364",,,708044,,,FALSE,,,,,,
"2170 Glenwood Shopping Plz, Oneida, NY, 13421",2000,53,1409684,43.077473,-75.64141,TRUE,Exact,"2170 GLENWOOD SHOPPING PLZ, ONEIDA, NY, 13421",R,36,46522632,940103
"5805 N 56th St, Tampa, FL, 33610",3059,57,2377179,28.000906,-82.39354,TRUE,Non_Exact,"5805 N 56TH ST, TAMPA, FL, 33610",R,12,104534992,10402
"474 S Arizona Blvd, Coolidge, AZ, 85128",,,769879,,,FALSE,,,,,,
"1605 E Apache Blvd, Tempe, AZ, 85281",3000,13,769404,33.41477,-111.912,TRUE,Non_Exact,"1605 E APACHE BLVD, TEMPE, AZ, 85281",R,4,128231989,319104
"1249 Wilder Ave, Honolulu, HI, 96822",2001,3,1401727,21.305763,-157.83842,TRUE,Exact,"1249 WILDER AVE, HONOLULU, HI, 96822",R,15,203237415,3406
"402 W Goodwin St, Prescott, AZ, 86303",,,769402,,,FALSE,,,,,,
"3840 W 24th St, Yuma, AZ, 85364",2035,27,3629687,32.68381,-114.66606,TRUE,Non_Exact,"3840 W 24TH ST, YUMA, AZ, 85364",L,4,129667636,905
"10600 Coors Bypass NW, Albuquerque, NM, 87114",,,1515937,,,FALSE,,,,,,
"1311 N King St, Honolulu, HI, 96817",2003,3,1401722,21.32761,-157.87073,TRUE,Non_Exact,"1311 N KING ST, HONOLULU, HI, 96817",L,15,203235274,5700
"2919 Kapiolani Blvd Unit 22, Honolulu, HI, 96826",1010,3,1454690,21.288471,-157.81596,TRUE,Exact,"2919 KAPIOLANI BLVD, HONOLULU, HI, 96826",R,15,607815559,2100
"81 Taunton Depot Dr, Taunton, MA, 27806",,,7458040,,,FALSE,,,,,,
"1145 S Camino Del Rio, Durango, CO, 81303",,,1423518,,,FALSE,,,,,,
"111 Sand Island Access Rd, Honolulu, HI, 96819",1022,3,1401724,21.32324,-157.8912,TRUE,Exact,"111 SAND ISLAND ACCESS RD, HONOLULU, HI, 96819",R,15,639921367,5900
"377 Keahole St, Honolulu, HI, 96825",2001,3,1401725,21.285515,-157.7084,TRUE,Exact,"377 KEAHOLE ST, HONOLULU, HI, 96825",R,15,203262482,108
"71 Banyan Dr, Hilo, HI, 96720",1031,1,1512674,19.727472,-155.06673,TRUE,Exact,"71 BANYAN DR, HILO, HI, 96720",R,15,203038367,20600
"87 Banyan Dr, Hilo, HI, 96720",1031,1,1512675,19.728106,-155.06575,TRUE,Exact,"87 BANYAN DR, HILO, HI, 96720",R,15,614311971,20600
"235 Main St, Point Arena, CA, 95468",2053,45,670351,38.90979,-123.69241,TRUE,Exact,"235 MAIN ST, POINT ARENA, CA, 95468",R,6,67272431,11102
"1550 E Lincoln Way, Sparks, NV, 89434",1001,31,7458037,39.533672,-119.71655,TRUE,Non_Exact,"1550 E LINCOLN WAY, SPARKS, NV, 89434",R,32,630518714,3101
"108B E Broadway, Seminole, OK, 74868",2047,133,7325729,35.2245,-96.67096,TRUE,Non_Exact,"108 E BROADWAY AVE, SEMINOLE, OK, 74868",R,40,607542391,583500
"2120 22 Main St, Julian, CA, 92036",,,1420471,,,FALSE,,,,,,
"8024 Pines Blvd, Hollywood, FL, 33024",4000,11,3918169,26.009195,-80.24914,TRUE,Exact,"8024 PINES BLVD, HOLLYWOOD, FL, 33024",R,12,636784909,110312
"87 368 Farrington Hwy, Waianae, HI, 96792",,,1486278,,,FALSE,,,,,,
"323 N 11th Ave, Hanford, CA, 93230",,,7514746,,,FALSE,,,,,,
"16281 State Highway 305 NE, Poulsbo, WA, 98370",,,1616206,,,FALSE,,,,,,
"73 5613 Olowalu St, Kailua Kona, HI, 96740",,,7358453,,,FALSE,,,,,,
"814 N Pinal Ave, Casa Grande, AZ, 85122",,,769876,,,FALSE,,,,,,
"40 County Road 600 Unit A, Pagosa Springs, CO, 81147",3001,7,1988239,37.270386,-107.0585,TRUE,Exact,"40 CO RD 600, PAGOSA SPGS, CO, 81147",L,8,127336325,974200
"723 Whittier St, Whiting, IA, 51063",2052,133,996294,42.127396,-96.14877,TRUE,Exact,"723 WHITTIER ST, WHITING, IA, 51063",L,19,95131372,960200
"138 S Main Ave, Fallbrook, CA, 92028",,,7485861,,,FALSE,,,,,,
"13881 Campo Rd Ste 9, Jamul, CA, 91935",3014,73,1477564,32.718887,-116.87872,TRUE,Exact,"13881 CAMPO RD, JAMUL, CA, 91935",R,6,195398843,21303
"7587 S Power Rd, Queen Creek, AZ, 85142",,,2498102,,,FALSE,,,,,,
"1301 E University Dr, Tempe, AZ, 85281",,,1395650,,,FALSE,,,,,,
"6467 Stirling Rd, Fort Lauderdale, FL, 33314",1028,11,1748974,26.04632,-80.22301,TRUE,Exact,"6467 STIRLING RD, FORT LAUDERDALE, FL, 33314",R,12,114715413,70102
"1910 N Main St, Miami, OK, 74354",2044,115,7274023,36.896812,-94.87749,TRUE,Non_Exact,"1910 N MAIN ST, MIAMI, OK, 74354",R,40,56288734,574300
