,IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,biz_status,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id
932,932,WALATOWA CONVENIENCE STORE,Correct,WALATOWA CONVENIENCE STORE,7405 HWY. 4,Correct,7405 -4,JEMEZ PUEBLO,Correct,JEMEZ PUEBLO,NM,Correct,NM,87024,Correct,87024.0,35.643817999999996,Correct,35.6437532,-106.724976,Correct,-106.725156,"7405 HWY. 4  JEMEZ PUEBLO, NM 87024",Correct,"7405 NM-4, Jemez Pueblo, NM 87024, USA",,Correct,SANDOVAL,,Original,932.0,,,Active,POINT (-106.725156 35.6437532),Yes,0.0,Jemez,Jemez Pueblo,,,From Original List,,,,,
933,933,66 PIT STOP,Correct,THE 66 PIT STOP - HOME OF THE LAGUNA BURGER,14311 CENTRAL AVENUE NORTH WEST,Correct,14311 CENTRAL AVENUE NORTH WEST,ALBUQUERQUE,Correct,ALBUQUERQUE,NM,Correct,NM,87121,Correct,87121.0,35.059794000000004,Correct,35.059794000000004,-106.808477,Correct,-106.808477,"14311 CENTRAL AVENUE NORTH WEST  ALBUQUERQUE, NM 87121",Correct,"14311 CENTRAL AVENUE NORTH WEST ALBUQUERQUE, NM 87121",,Correct,BERNALILLO,,Original,933.0,1.0,yes,Active,POINT (-106.808477 35.059794),No,6.7211769395361145,,,Isleta,Isleta Pueblo,From Original List,,,,,
934,934,CASINO XPRESS,Correct,DANCING EAGLE CASINO,I-40  EXIT 108,Correct,167 CASA BLANCA RD,CASA BLANCA,Correct,PARAJE,NM,Correct,NM,87007,Correct,87007.0,35.031279,Correct,35.0310558,-107.47336899999999,Correct,-107.4736636,"I-40  EXIT 108  CASA BLANCA, NM 87007",Correct,"167 Casa Blanca Rd, Paraje, NM 87007, USA",,Correct,CIBOLA,,Google,934.0,0.0,,Active,POINT (-107.4736636 35.0310558),Yes,0.0,Laguna,Laguna Pueblo,,,From Original List,,,,,
935,935,DANCING EAGLE CASINO,Correct,DANCING EAGLE CASINO,167 CASA BLANCA ROAD,Correct,167 CASA BLANCA ROAD,CASA BLANCA,Correct,CASA BLANCA,NM,Correct,NM,87007,Correct,87007.0,35.042058000000004,Correct,35.042058000000004,-107.469903,Correct,-107.469903,"167 CASA BLANCA ROAD  CASA BLANCA, NM 87007",Correct,"167 CASA BLANCA ROAD CASA BLANCA, NM 87007",,Correct,CIBOLA,,Original,935.0,,,Active,POINT (-107.469903 35.042058),Yes,0.0,Laguna,Laguna Pueblo,,,From Original List,,,,,
936,936,MARKET PLACE AT DANCING EAGLE,Correct,MARKET PLACE AT DANCING EAGLE,I-40 AT EXIT 108 SOUTH,Correct,I-40 AT EXIT 108 SOUTH,CASA BLANCA,Correct,CASA BLANCA,NM,Correct,NM,87007,Correct,87007.0,35.03106,Correct,35.03106,-107.4737,Correct,-107.4737,"I-40 AT EXIT 108 SOUTH  CASA BLANCA, NM 87007",Correct,"I-40 AT EXIT 108 SOUTH CASA BLANCA, NM 87007",,Correct,CIBOLA,,Original,936.0,0.0,,Active,POINT (-107.4737 35.03106),Yes,0.0,Laguna,Laguna Pueblo,,,From Original List,,,,,
937,937,ROUTE 66 TRAVEL CENTER AT DANCING EAGLE,Correct,ROUTE 66 TRAVEL CENTER AT DANCING EAGLE,I-40 EXIT 108,Correct,I-40 EXIT 108,CASA BLANCA,Correct,CASA BLANCA,NM,Correct,NM,87007,Correct,87007.0,35.031279,Correct,35.031279,-107.47336899999999,Correct,-107.47336899999999,"I-40 EXIT 108  CASA BLANCA, NM 87007",Correct,"I-40 EXIT 108 CASA BLANCA, NM 87007",,Correct,CIBOLA,,Google,937.0,,,Active,POINT (-107.473369 35.031279),Yes,0.0,Laguna,Laguna Pueblo,,,From Original List,,,,,
938,938,PAGUATE MART,Correct,PAGUATE MART,961 STATE HIGHWAY 279,Correct,939 STATE HIGHWAY 279,PAGUATE,Correct,PAGUATE,NM,Correct,NM,87040,Correct,87040.0,35.12449,Correct,35.145507499999994,-107.3383,Correct,-107.3749382,"961 STATE HIGHWAY 279  PAGUATE, NM 87040",Correct,"939 State Highway 279, Paguate, NM 87040, USA",,Correct,CIBOLA,,Original,938.0,,,Active,POINT (-107.3749382 35.14550749999999),Yes,0.0,Laguna,Laguna Pueblo,,,From Original List,,,,,
939,939,ROUTE 66 CASINO,Correct,ROUTE 66 CASINO HOTEL,14500 CENTRAL AVENUE NORTHWEST,Correct,14500 CENTRAL AVENUE NORTHWEST,ALBUQUERQUE,Correct,ALBUQUERQUE,NM,Correct,NM,87121,Correct,87121.0,35.059059999999995,Correct,35.059059999999995,-106.81299999999999,Correct,-106.81299999999999,"14500 CENTRAL AVENUE NORTHWEST  ALBUQUERQUE, NM 87121",Correct,"14500 CENTRAL AVENUE NORTHWEST ALBUQUERQUE, NM 87121",,Correct,BERNALILLO,,Original,939.0,1.0,maybe,Active,POINT (-106.813 35.05906),No,6.674749857602127,,,Isleta,Isleta Pueblo,From Original List,,,,,
940,940,ROUTE 66 TRAVEL CENTER,Correct,ROUTE 66 TRAVEL CENTER,14314 CENTRAL AVENUE SOUTHWEST,Correct,14314 CENTRAL AVENUE SOUTHWEST,ALBUQUERQUE,Correct,ALBUQUERQUE,NM,Correct,NM,87121,Correct,87121.0,35.063,Correct,35.063,-106.7809,Correct,-106.7809,"14314 CENTRAL AVENUE SOUTHWEST  ALBUQUERQUE, NM 87121",Correct,"14314 CENTRAL AVENUE SOUTHWEST ALBUQUERQUE, NM 87121",,Correct,BERNALILLO,,Original,940.0,,,Active,POINT (-106.7809 35.063),No,6.936636801564138,,,Isleta,Isleta Pueblo,From Original List,,,,,
941,941,NAMBE FALLS TRAVEL CENTER,Correct,NAMBE FALLS TRAVEL CENTER,17730 U.S. 84/285,Correct,17730 US-84 FRONTAGE,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,35.853741,Correct,35.85440139999999,-105.996582,Correct,-105.9963491,"17730 U.S. 84/285  SANTA FE, NM 87506",Correct,"17730 US-84 Frontage, Santa Fe, NM 87506, USA",,Correct,SANTA FE,,Original,941.0,,,Active,POINT (-105.9963491 35.85440139999999),No,0.033912071056923176,,,Nambe,Nambe Pueblo,From Original List,,,,,
942,942,NAMBE TRADING POST,Correct,NAMBE TRADING POST-GALLERY,20 CR SUMMER RD.,Correct,20 CR SUMMER RD.,NAMBE,Correct,NAMBE,NM,Correct,NM,87506,Correct,87506.0,35.894727,Correct,35.894727,-105.98828200000001,Correct,-105.98828200000001,"20 CR SUMMER RD.  NAMBE, NM 87506",Correct,"20 CR SUMMER RD. NAMBE, NM 87506",,Correct,SANTA FE,,Original,942.0,1.0,maybe,Active,POINT (-105.988282 35.894727),Yes,0.0,Nambe,Nambe Pueblo,,,From Original List,,,,,
943,943,A-1 AUTO,Correct,A-1 AUTO,14121 NM 75,Correct,14122 -75,PENASCO,Correct,PEÑASCO,NM,Correct,NM,87553,Correct,87553.0,36.177593,Correct,36.1776718,-105.697138,Correct,-105.6967725,"14121 NM 75  PENASCO, NM 87553",Correct,"14122 NM-75, Peñasco, NM 87553, USA",,Correct,TAOS,,Original,943.0,1.0,yes,Active,POINT (-105.6967725 36.1776718),Yes,0.0,Picuris,Picuris Pueblo,,,From Original List,,,,,
944,944,PICURIS SMOKE SHOP,Can't Validate,PICURIS SMOKE SHOP,1378 S.R. 75,Can't Validate,1378 S.R. 75,PENASCO,Can't Validate,PENASCO,NM,Can't Validate,NM,87553,Can't Validate,87553.0,36.18343370000001,Can't Validate,36.18343370000001,-105.7053382,Can't Validate,-105.7053382,"1378 S.R. 75  PENASCO, NM 87553",Can't Validate,"1378 S.R. 75 PENASCO, NM 87553",,Can't Validate,TAOS,,Google,944.0,1.0,maybe,Can't Validate,POINT (-105.7053382 36.18343370000001),Yes,0.0,Picuris,Picuris Pueblo,,,From Original List,,,,,
945,945,BUFFALO THUNDER CASINO,Correct,BUFFALO THUNDER RESORT CASINO,30 BUFFALO THUNDER TRL.,Correct,30 BUFFALO THUNDER TRL.,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,35.859666,Correct,35.859666,-105.994082,Correct,-105.994082,"30 BUFFALO THUNDER TRL.  SANTA FE, NM 87506",Correct,"30 BUFFALO THUNDER TRL. SANTA FE, NM 87506",,Correct,SANTA FE,,Original,945.0,1.0,yes,Active,POINT (-105.994082 35.859666),Yes,0.0,Pojoaque,Pueblo of Pojoaque,,,From Original List,,,,,
946,946,CITIES OF GOLD CASINO,Correct,CITIES OF GOLD CASINO,10-B CITIES OF GOLD RD.,Correct,10 CITIES OF GOLD RD,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,35.88832,Correct,35.89116110000001,-106.02055,Correct,-106.0205783,"10-B CITIES OF GOLD RD.  SANTA FE, NM 87506",Correct,"10 Cities of Gold Rd, Santa Fe, NM 87506, USA",,Correct,SANTA FE,,Original,946.0,,,Active,POINT (-106.0205783 35.89116110000001),Yes,0.0,Pojoaque,Pueblo of Pojoaque,,,From Original List,,,,,
947,947,KICKS 66,Correct,KICKS 66,HWY. 84/285 & W. GUTIERREZ,Correct,HWY. 84/285 & W. GUTIERREZ,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,35.88262,Correct,35.88262,-106.0141,Correct,-106.0141,"HWY. 84/285 & W. GUTIERREZ  SANTA FE, NM 87506",Correct,"HWY. 84/285 & W. GUTIERREZ SANTA FE, NM 87506",,Correct,SANTA FE,,Original,947.0,1.0,yes,Active,POINT (-106.0141 35.88262),Yes,0.0,Pojoaque,Pueblo of Pojoaque,,,From Original List,,,,,
948,948,POJOAQUE CHEVRON CONVENIENCE STORE,Correct,POJOAQUE CHEVRON CONVENIENCE STORE,119 CITIES OF GOLD RD.,Correct,112 CITIES OF GOLD RD,POJOAQUE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,35.878058,Correct,35.8785949,-106.00891299999999,Correct,-106.0085263,"119 CITIES OF GOLD RD.  POJOAQUE, NM 87506",Correct,"112 Cities of Gold Rd, Santa Fe, NM 87506, USA",,Correct,SANTA FE,,Original,948.0,1.0,yes,Active,POINT (-106.0085263 35.8785949),Yes,0.0,Pojoaque,Pueblo of Pojoaque,,,From Original List,,,,,
949,949,SAN FELIPE CASINO,Correct,SAN FELIPE CASINO,25 HAGEN RD.,Correct,26 HAGON RD,SAN FELIPE,Correct,ALGODONES,NM,Correct,NM,87001,Correct,87001.0,35.417218,Correct,35.4162076,-106.40437,Correct,-106.4017313,"25 HAGEN RD.  SAN FELIPE, NM 87001",Correct,"26 Hagon Rd, Algodones, NM 87001, USA",,Correct,SANDOVAL,,Original,949.0,1.0,yes,Active,POINT (-106.4017313 35.4162076),Yes,0.0,San Felipe,San Felipe Pueblo,,,From Original List,,,,,
950,950,MOBIL,Can't Validate,MOBIL,128 NM-4,Can't Validate,128 NM-4,WHITE ROCK,Can't Validate,WHITE ROCK,NM,Can't Validate,NM,87544,Can't Validate,87544.0,35.828281,Can't Validate,35.828281,-106.208289,Can't Validate,-106.208289,"128 NM-4  WHITE ROCK, NM 87544",Can't Validate,"128 NM-4 WHITE ROCK, NM 87544",,Can't Validate,LOS ALAMOS,,Original,950.0,,,Can't Validate,POINT (-106.208289 35.828281),No,0.05485125264671105,,,San Ildefonso,San Ildefonso Pueblo,From Original List,,,,,
951,951,QUIK STOP,Correct,QUIK STOP,11 ROVER BLVD.,Correct,11 ROVER BLVD.,LOS ALAMOS,Correct,LOS ALAMOS,NM,Correct,NM,87544,Correct,87544.0,35.82863,Correct,35.82863,-106.20650800000001,Correct,-106.20650800000001,"11 ROVER BLVD.  LOS ALAMOS, NM 87544",Correct,"11 ROVER BLVD. LOS ALAMOS, NM 87544",,Correct,LOS ALAMOS,,Original,951.0,1.0,yes,Active,POINT (-106.206508 35.82863),No,0.034952543737625824,,,San Ildefonso,San Ildefonso Pueblo,From Original List,,,,,
952,952,TOTAVI PHILIPS 66,Correct,TOTAVI PHILIPS 66,2007 HWY. 502 (LOS ALAMOS HWY.),Correct,2007 -502,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,35.88447700000001,Correct,35.8747589,-106.046958,Correct,-106.1781062,"2007 HWY. 502 (LOS ALAMOS HWY.)  SANTA FE, NM 87506",Correct,"2007 NM-502, Santa Fe, NM 87506, USA",,Correct,SANTA FE,,Original,952.0,,,Active,POINT (-106.1781062 35.8747589),Yes,0.0,San Ildefonso,San Ildefonso Pueblo,,,From Original List,,,,,
953,953,WHITE ROCK STORE,Can't Validate,WHITE ROCK STORE,66 NM HWY. 4,Can't Validate,66 NM HWY. 4,WHITE ROCK,Can't Validate,WHITE ROCK,NM,Can't Validate,NM,87506,Can't Validate,87506.0,35.824381,Can't Validate,35.824381,-106.21835,Can't Validate,-106.21835,"66 NM HWY. 4  WHITE ROCK, NM 87506",Can't Validate,"66 NM HWY. 4 WHITE ROCK, NM 87506",,Can't Validate,LOS ALAMOS,,Original,953.0,,,Can't Validate,POINT (-106.21835 35.824381),No,0.2661048099776486,,,San Ildefonso,San Ildefonso Pueblo,From Original List,,,,,
954,954,BIEN MUR GIFT SHOP,Correct,BIEN MUR INDIAN MARKET CENTER,100 BIEN MUR DR. N.E.,Correct,100 BIEN MUR DR. N.E.,ALBUQUERQUE,Correct,ALBUQUERQUE,NM,Correct,NM,87113,Correct,87113.0,35.20150800000001,Correct,35.20150800000001,-106.56904499999999,Correct,-106.56904499999999,"100 BIEN MUR DR. N.E.  ALBUQUERQUE, NM 87113",Correct,"100 BIEN MUR DR. N.E. ALBUQUERQUE, NM 87113",,Correct,BERNALILLO,,Original,954.0,,,Active,POINT (-106.569045 35.20150800000001),Yes,0.0,Sandia,Sandia Pueblo,,,From Original List,,,,,
955,955,BIEN MUR TRAVEL CENTER/ VALERO,Correct,BIEN MUR TRAVEL CENTER/ VALERO,100 BIEN MUR DRIVE NORTHEAST,Correct,100 BIEN MUR DRIVE NORTHEAST,ALBUQUERQUE,Correct,ALBUQUERQUE,NM,Correct,NM,87113,Correct,87113.0,35.20150800000001,Correct,35.20150800000001,-106.56904499999999,Correct,-106.56904499999999,"100 BIEN MUR DRIVE NORTHEAST  ALBUQUERQUE, NM 87113",Correct,"100 BIEN MUR DRIVE NORTHEAST ALBUQUERQUE, NM 87113",,Correct,BERNALILLO,,Original,955.0,,,Active,POINT (-106.569045 35.20150800000001),Yes,0.0,Sandia,Sandia Pueblo,,,From Original List,,,,,
956,956,SANDIA RESORT & CASINO,Correct,SANDIA RESORT & CASINO,30 RAINBOW ROAD NORTHEAST,Correct,30 RAINBOW ROAD NORTHEAST,ALBUQUERQUE,Correct,ALBUQUERQUE,NM,Correct,NM,87113,Correct,87113.0,35.203387,Correct,35.203387,-106.567853,Correct,-106.567853,"30 RAINBOW ROAD NORTHEAST  ALBUQUERQUE, NM 87113",Correct,"30 RAINBOW ROAD NORTHEAST ALBUQUERQUE, NM 87113",,Correct,BERNALILLO,,Original,956.0,,,Active,POINT (-106.567853 35.203387),Yes,0.0,Sandia,Sandia Pueblo,,,From Original List,,,,,
957,957,TIWA MART/PHILLIPS 66,Correct,TIWA MART/PHILLIPS 66,1660 ROY AVENUE NORTH EAST,Correct,1660 ROY AVENUE NORTH EAST,ALBUQUERQUE,Correct,ALBUQUERQUE,NM,Correct,NM,87113,Correct,87113.0,35.20662,Correct,35.20662,-106.5871,Correct,-106.5871,"1660 ROY AVENUE NORTH EAST  ALBUQUERQUE, NM 87113",Correct,"1660 ROY AVENUE NORTH EAST ALBUQUERQUE, NM 87113",,Correct,BERNALILLO,,Original,957.0,,,Active,POINT (-106.5871 35.20662),Yes,0.0,Sandia,Sandia Pueblo,,,From Original List,,,,,
958,958,SANTA ANA STAR CASINO,Correct,SANTA ANA STAR CASINO HOTEL,54 JEMEZ DAM ROAD,Correct,54 JEMEZ CANYON DAM ROAD,BERNALILLO,Correct,BERNALILLO,NM,Correct,NM,87004,Correct,87004.0,35.328329,Correct,35.3283304,-106.566569,Correct,-106.564826,"54 JEMEZ DAM ROAD  BERNALILLO, NM 87004",Correct,"54 Jemez Canyon Dam Road, Bernalillo, NM 87004, USA",,Correct,SANDOVAL,,Original,958.0,,,Active,POINT (-106.564826 35.3283304),Yes,0.0,Santa Ana,Santa Ana Pueblo,,,From Original List,,,,,
959,959,SANTA CLARAN HOTEL AND CASINO,Correct,SANTA CLARAN HOTEL AND CASINO,460 N. RIVERSIDE DR.,Correct,460 N. RIVERSIDE DR.,ESPANOLA,Correct,ESPANOLA,NM,Correct,NM,87532,Correct,87532.0,35.995616,Correct,35.995616,-106.066424,Correct,-106.066424,"460 N. RIVERSIDE DR.  ESPANOLA, NM 87532",Correct,"460 N. RIVERSIDE DR. ESPANOLA, NM 87532",,Correct,RIO ARRIBA,,Original,959.0,,,Active,POINT (-106.066424 35.995616),Yes,0.0,Santa Clara,Santa Clara Pueblo,,,From Original List,,,,,
960,960,TAOS MOUNTAIN CASINO - SMOKE SHOP,Correct,TAOS MOUNTAIN CASINO - SMOKE SHOP,992 HAIL CREEK RD.,Correct,700 VETERANS HWY,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,36.42479,Correct,36.4279719,-105.5702,Correct,-105.5618606,"992 HAIL CREEK RD.  TAOS, NM 87571",Correct,"700 Veterans Hwy, Taos, NM 87571, USA",,Correct,TAOS,,Original,960.0,,,Active,POINT (-105.5618606 36.4279719),Yes,0.0,Taos,Taos Pueblo,,,From Original List,,,,,
961,961,RANCHO ENCANTADO,Correct,FOUR SEASONS RESORT RANCHO ENCANTADO SANTA FE,198 NM 592,Correct,198 -592,UNINCORPORATED SANTA FE COUNTY,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,35.796126,Correct,35.7999805,-105.92884199999999,Correct,-105.9221488,"198 NM 592  UNINCORPORATED SANTA FE COUNTY, NM 87506",Correct,"198 NM-592, Santa Fe, NM 87506, USA",,Correct,SANTA FE,,Original,961.0,,,Active,POINT (-105.9221488 35.7999805),No,0.4795034293948433,,,Tesuque,Tesuque Pueblo,From Original List,,,,,
962,962,APACHE NUGGET CASINO,Correct,APACHE NUGGET CASINO,HWY. 550 & HWY. 537,Correct,HWY. 550 & HWY. 537,CUBA,Correct,CUBA,NM,Correct,NM,87013,Correct,87013.0,36.14632,Correct,36.14632,-107.2642,Correct,-107.2642,"HWY. 550 & HWY. 537  CUBA, NM 87013",Correct,"HWY. 550 & HWY. 537 CUBA, NM 87013",,Correct,SANDOVAL,,Original,962.0,,,Active,POINT (-107.2642 36.14632),Yes,0.0,Jicarilla Apache Nation,Jicarilla Apache Nation Reservation,,,From Original List,,,,,
963,963,APACHE NUGGET TRAVEL CENTER,Correct,JICARILLA TRAVEL CENTER,U.S. HWY. 64,Correct,U.S. HWY. 64,DULCE,Correct,DULCE,NM,Correct,NM,87528,Correct,87528.0,,,,,,,"U.S. HWY. 64  DULCE, NM 87528",Correct,"U.S. HWY. 64 DULCE, NM 87528",,,,,Original,963.0,1.0,yes,Active,POINT (nan nan),Unknown,,Unknown,Unknown,,,From Original List,,,,,
964,964,WILDHORSE CASINO,Correct,WILDHORSE CASINO,13603 U.S. HWY. 64,Correct,13603 US-64,DULCE,Correct,DULCE,NM,Correct,NM,87528,Correct,87528.0,36.933963,Correct,36.935363,-106.987426,Correct,-106.9868687,"13603 U.S. HWY. 64  DULCE, NM 87528",Correct,"13603 US-64, Dulce, NM 87528, USA",,Correct,RIO ARRIBA,,Original,964.0,1.0,yes,Active,POINT (-106.9868687 36.935363),Yes,0.0,Jicarilla Apache Nation,Jicarilla Apache Nation Reservation,,,From Original List,,,,,
965,965,PUEBLO GAS & SMOKE SHOP,Correct,PUEBLO GAS & SMOKE SHOP,1 NM-22,Correct,1 NM-22,SANTO DOMINGO PUEBLO,Correct,SANTO DOMINGO PUEBLO,NM,Correct,NM,87052,Correct,87052.0,35.47832000000001,Correct,35.47832000000001,-106.3124,Correct,-106.3124,"1 NM-22  SANTO DOMINGO PUEBLO, NM 87052",Correct,"1 NM-22 SANTO DOMINGO PUEBLO, NM 87052",,Correct,SANDOVAL,,Original,965.0,,,Active,POINT (-106.3124 35.47832000000001),Yes,0.0,Santo Domingo,Santo Domingo Pueblo,,,From Original List,,,,,
966,966,ROSETTA'S TRADING POST,Correct,ROSETTA'S TRADING POST,24 TESUQUE ST,Correct,224 POJOAQUE ST,SANTO DOMINGO,Correct,KEWA PUEBLO,NM,Correct,NM,87052,Correct,87052.0,35.515949,Correct,35.5148977,-106.356553,Correct,-106.3597829,"24 TESUQUE ST  SANTO DOMINGO, NM 87052",Correct,"224 Pojoaque St, Kewa Pueblo, NM 87052, USA",,Correct,SANDOVAL,,Original,966.0,,,Active,POINT (-106.3597829 35.5148977),Yes,0.0,Santo Domingo,Santo Domingo Pueblo,,,From Original List,,,,,
967,967,7 2 11 FOOD STORE / MOBIL,Correct,7 2 11 FOOD STORE / MOBIL,1 MILE EAST OF SAN JUAN RIVER BRIDGE,Correct,1 MILE EAST OF SAN JUAN RIVER BRIDGE,SHIPROCK,Correct,SHIPROCK,NM,Correct,NM,87420,Correct,87420.0,,,,,,,"1 MILE EAST OF SAN JUAN RIVER BRIDGE  SHIPROCK, NM 87420",Correct,"1 MILE EAST OF SAN JUAN RIVER BRIDGE SHIPROCK, NM 87420",,,,,Original,967.0,,,Active,POINT (nan nan),Unknown,,Unknown,Unknown,,,From Original List,,,,,
968,968,GULF EXPRESS,Correct,SHIPROCK EXPRESS,SOUTH HIGHWAY 491,Correct,SOUTH HIGHWAY 491,SHIPROCK,Correct,SHIPROCK,NM,Correct,NM,87420,Correct,87420.0,36.78445,Correct,36.78445,-108.6861,Correct,-108.6861,"SOUTH HIGHWAY 491  SHIPROCK, NM 87420",Correct,"SOUTH HIGHWAY 491 SHIPROCK, NM 87420",,Correct,SAN JUAN,,Original,968.0,1.0,yes,Active,POINT (-108.6861 36.78445),Yes,0.0,Navajo Nation,Navajo Nation Reservation,,,From Original List,,,,,
969,969,Dino Mart/Sinclair,Correct,Dino Mart/Sinclair,HWY. 64 W.,Correct,HWY. 64 W.,SHIPROCK,Correct,SHIPROCK,NM,Correct,NM,87420,Correct,87420.0,36.79419,Correct,36.79419,-108.8393,Correct,-108.8393,"HWY. 64 W.  SHIPROCK, NM 87420",Correct,"HWY. 64 W. SHIPROCK, NM 87420",,Correct,SAN JUAN,,Original,969.0,,,Active,POINT (-108.8393 36.79419),Yes,0.0,Navajo Nation,Navajo Nation Reservation,,,From Original List,,,,,
970,970,BIG ROCK TRADING POST  INC.,Correct,BIG ROCK TRADING POST  INC.,3761 U.S. HWY. 64,Correct,3761 US-64,WATERFLOW,Correct,FRUITLAND,NM,Correct,NM,87421,Correct,87416.0,36.75436,Correct,36.754365,-108.4351,Correct,-108.435094,"3761 U.S. HWY. 64  WATERFLOW, NM 87421",Correct,"3761 US-64, Fruitland, NM 87416, USA",,Correct,SAN JUAN,,Original,970.0,,,Active,POINT (-108.435094 36.754365),No,0.5950339221078607,,,Navajo Nation,Navajo Nation Reservation,From Original List,,,,,
971,971,CROWNPOINT TRADING #503,Can't Validate,CROWNPOINT TRADING #503,CORNER OF CHACO BLVD. & CHAPTER HOUSE RD.,Can't Validate,CORNER OF CHACO BLVD. & CHAPTER HOUSE RD.,CROWNPOINT,Can't Validate,CROWNPOINT,NM,Can't Validate,NM,87313,Can't Validate,87313.0,35.6844718,Can't Validate,35.6844718,-108.1460169,Can't Validate,-108.1460169,"CORNER OF CHACO BLVD. & CHAPTER HOUSE RD.  CROWNPOINT, NM 87313",Can't Validate,"CORNER OF CHACO BLVD. & CHAPTER HOUSE RD. CROWNPOINT, NM 87313",,Can't Validate,MCKINLEY,,Google,971.0,,,Can't Validate,POINT (-108.1460169 35.6844718),Yes,0.0,Navajo Nation,Navajo Nation Off-Reservation Trust Land,,,From Original List,,,,,
972,972,FLOWING WATER NAVAJO CASINO,Correct,FLOWING WATER NAVAJO CASINO,2710 E. HWY. 64,Correct,2710 US-64,SHIPROCK,Correct,SHIPROCK,NM,Correct,NM,87420,Correct,87420.0,36.77837,Correct,36.7751345,-108.6962,Correct,-108.6078249,"2710 E. HWY. 64  SHIPROCK, NM 87420",Correct,"2710 US-64, Shiprock, NM 87420, USA",,Correct,SAN JUAN,,Original,972.0,,,Active,POINT (-108.6078249 36.7751345),Yes,0.0,Navajo Nation,Navajo Nation Reservation,,,From Original List,,,,,
973,973,GIANT #2202,Can't Validate,GIANT #2202,JCT. HWY. 491 & 64,Can't Validate,JCT. HWY. 491 & 64,SHIPROCK,Can't Validate,SHIPROCK,NM,Can't Validate,NM,87420,Can't Validate,87420.0,36.77718,Can't Validate,36.77718,-108.6966,Can't Validate,-108.6966,"JCT. HWY. 491 & 64  SHIPROCK, NM 87420",Can't Validate,"JCT. HWY. 491 & 64 SHIPROCK, NM 87420",,Can't Validate,SAN JUAN,,Original,973.0,,,Can't Validate,POINT (-108.6966 36.77718),Yes,0.0,Navajo Nation,Navajo Nation Reservation,,,From Original List,,,,,
974,974,GIANT #5246,Can't Validate,GIANT #5246,CHACO BLVD.,Can't Validate,CHACO BLVD.,CROWNPOINT,Can't Validate,CROWNPOINT,NM,Can't Validate,NM,87313,Can't Validate,87313.0,35.68705999999999,Can't Validate,35.68705999999999,-108.1535,Can't Validate,-108.1535,"CHACO BLVD.  CROWNPOINT, NM 87313",Can't Validate,"CHACO BLVD. CROWNPOINT, NM 87313",,Can't Validate,MCKINLEY,,Original,974.0,,,Can't Validate,POINT (-108.1535 35.68705999999999),Yes,0.0,Navajo Nation,Navajo Nation Off-Reservation Trust Land,,,From Original List,,,,,
975,975,GIANT #7204,Can't Validate,GIANT #7204,HWY. 491 AT TOLAKAI TRADING POST,Can't Validate,HWY. 491 AT TOLAKAI TRADING POST,YAHTAHEY,Can't Validate,YAHTAHEY,NM,Can't Validate,NM,87375,Can't Validate,87375.0,35.6212187,Can't Validate,35.6212187,-108.7798548,Can't Validate,-108.7798548,"HWY. 491 AT TOLAKAI TRADING POST  YAHTAHEY, NM 87375",Can't Validate,"HWY. 491 AT TOLAKAI TRADING POST YAHTAHEY, NM 87375",,Can't Validate,MCKINLEY,,Google,975.0,,,Can't Validate,POINT (-108.7798548 35.6212187),Yes,0.0,Navajo Nation,Navajo Nation Off-Reservation Trust Land,,,From Original List,,,,,
976,976,GIANT #7266,Can't Validate,GIANT #7266,U.S. HWY. 491,Can't Validate,U.S. HWY. 491,NEWCOMB,Can't Validate,NEWCOMB,NM,Can't Validate,NM,87455,Can't Validate,87455.0,36.28474,Can't Validate,36.28474,-108.7053,Can't Validate,-108.7053,"U.S. HWY. 491  NEWCOMB, NM 87455",Can't Validate,"U.S. HWY. 491 NEWCOMB, NM 87455",,Can't Validate,SAN JUAN,,Original,976.0,,,Can't Validate,POINT (-108.7053 36.28474),Yes,0.0,Navajo Nation,Navajo Nation Reservation,,,From Original List,,,,,
